 -0.3607422901312205E+02  0.7004807354556313E+02  0.1543558517218686E-06
  0.5050792017742808E-03 -0.1551857140652651E-02  0.2737736388966212E-02
 -0.1110866195521218E-04 -0.8369721972288442E-05  0.5475556880523133E-02
  0.7124055526623448E-07  0.9136864406672768E-07  0.1686160317172538E-04
  0.1477197271164320E-07  0.3815710887497809E-09  0.2283068300762698E-03
 -0.1439761092555262E-06  0.9892010263573942E-07  0.8213394359074665E-02
 -0.2316662927991430E-06 -0.7752736307703353E-07  0.3380709739354605E-03
 -0.5889935994866439E-08  0.1568840788793492E-06  0.4783374558389059E-02
 -0.9289060680123974E-08 -0.3126779398827274E-08  0.2749068956280150E-02
 -0.4658794110921387E-08  0.5589192650710019E-08  0.3153368978369206E-02
  0.1624221783198742E-07  0.4282874631992123E-09  0.1025222715379577E-02
 -0.4741559256914455E-09 -0.6966798283650878E-09  0.1413106531097060E-03
 -0.3717661780051169E-07 -0.4182417284491224E-09  0.1374619522895021E-02
  0.4992856894421815E-08  0.4175811659493343E-10  0.2324275110041792E-02
 -0.3927513237953369E-09  0.1109129731589265E-09  0.2264946618246240E-02
 -0.2277808952754580E-06  0.1168285092588522E-05  0.2276226527217430E-02
  0.3702325430790025E-09 -0.3860958727917508E-09  0.2759367017789291E-02
  0.5356345285218926E-09 -0.2003300206283898E-09  0.2541736657062669E-02
 -0.4224697598657373E-09 -0.7980140858065653E-09  0.5891489327022314E-02
 -0.4447468243728452E-09 -0.2903711003710961E-09  0.6988392539398318E-03
  0.1350117401229672E-06  0.4181242621179520E-06  0.3256480775856626E-04
  0.2486464020852371E-07 -0.2257677369323729E-07  0.4112474638227115E-02
 -0.5068537113001582E-08  0.1098138826558983E-08  0.4168395174891270E-03
  0.2532410589020574E-08  0.1159124311424179E-06  0.4615545621144005E-03
 -0.2473234849867198E-08  0.3169445021147717E-08  0.3075817659388770E-02
  0.3151296761335830E-09  0.2443154084302217E-09  0.7038513792416362E-03
  0.3416081970632234E-08 -0.2911994996048606E-07  0.3112541369498863E-01
  0.2892522938801448E-09 -0.8063727951995007E-11  0.2837131903717993E-03
 -0.1245883947248913E-10  0.2735209462793232E-09  0.3070757594877823E-02
 -0.5227517431599800E-08  0.2422640565598737E-07  0.5203672159857556E-03
 -0.4581712280905545E-07 -0.9098327067664262E-07  0.2428451549209403E-02
  0.5396655865596509E-10 -0.1885695032057180E-09  0.2853388272606673E-02
 -0.9022893261729126E-10 -0.1987720910933551E-09  0.2361683295001627E-02
 -0.1835588526434671E-07  0.1164172335527893E-07  0.6162897315884004E-02
  0.1009158110373282E-09  0.1871910892928343E-09  0.2466336486376989E-02
 -0.9157742256422147E-07  0.3581228337644414E-07  0.1108699635861177E-02
 -0.9963232394738800E-06 -0.7983942708538801E-06  0.3425118591597421E-02
  0.2073310834435524E-04 -0.8526527144725272E-05  0.2506994396270039E-02
 -0.3405282971874553E-05 -0.3354579673578086E-05  0.2307755778736836E-03
  0.2719829792186439E-05 -0.3803777726647080E-05  0.2644858375170336E-02
 -0.2294507004726108E-05  0.2427636630121663E-06  0.9288664877300899E-04
 -0.1407045780830688E-05 -0.6617859401831965E-06  0.3386319229007669E-01
 -0.1052852056871413E-05 -0.3687543320435781E-06  0.1712559403463366E-02
 -0.8283476049673876E-07  0.5957354831076820E-06  0.6873550833216810E-03
  0.5689340021664698E-06 -0.5541153620841981E-06  0.5013998985413948E-02
  0.3323304705630824E-07  0.4851030288412512E-06  0.2564313487667170E-02
  0.4177813157776855E-06 -0.2662327111186389E-06  0.2705214118910913E-02
 -0.4216884488333074E-06  0.1082662331556548E-06  0.1734534613922116E-03
  0.1736229047936550E-06 -0.3345344418520158E-06  0.2399909090305545E-02
  0.2924229897807645E-06  0.3962867323867327E-06  0.1130648471035123E-04
 -0.2678002330198873E-06  0.3804930437289855E-06  0.2721178183131410E-02
 -0.1585045296952069E-06  0.1720247224005154E-06  0.2551951323533716E-02
  0.2627936128381637E-08 -0.2041644037376049E-06  0.5244784252116377E-02
  0.7217814485254228E-07  0.1175677386166324E-06  0.5137677463496044E-02
  0.9005409921811831E-07 -0.1149734783467991E-06  0.3469416047498509E-03
  0.4357826035069052E-07 -0.1105697670906473E-06  0.2390860549318159E-02
 -0.5994960439758268E-07 -0.5296752054891529E-07  0.2045442683643310E-02
  0.5677823089402341E-07 -0.1040550744150190E-07  0.1859018415382242E-03
  0.5171019079419428E-07 -0.5439288656680861E-07  0.1282156265726568E-02
  0.2866545498538825E-07 -0.3085150955370329E-07  0.6835935036931380E-04
 -0.1788001539479393E-07  0.5046417801679899E-07  0.7521020606401933E-02
  0.4788892656062859E-07  0.3483685702861919E-08  0.9352423208287768E-03
  0.1711446215864462E-07 -0.3897751611510884E-07  0.7015483801504634E-01
  0.1071947761233926E-06  0.3947523853961417E-07  0.9048039690246687E-04
 -0.2376933048814591E-07 -0.3326590302833507E-07  0.5382619551712707E-02
  0.1781085844515604E-07 -0.3818151976024129E-07  0.2756867150817492E-03
 -0.9070117525291347E-08 -0.3944791794934784E-07  0.6850237713010189E-02
 -0.2672510512212607E-07  0.2485310977603928E-07  0.2217400242744592E-02
  0.2412145243221566E-07  0.2167912132615482E-07  0.3846468182208301E-02
 -0.2851277426854771E-07 -0.1236155174918225E-07  0.3087123599996757E-02
 -0.9075279242542974E-08 -0.2847271207862253E-07  0.5289690374999808E-02
 -0.5793158827701244E-07 -0.2555696426889860E-07  0.2504013388595808E-02
  0.2239651240558894E-07 -0.5824509443683311E-07  0.2509993122358184E-02
  0.8085913130689748E-08  0.3762402718800011E-07  0.3493097313076993E-03
 -0.2179308606968244E-07 -0.1256585302014376E-07  0.7617923270244971E-03
 -0.1510808493671361E-07 -0.1659980001923991E-07  0.4552452682123071E-02
 -0.5303324830103064E-08 -0.2204052622550896E-07  0.2672644887930448E-02
 -0.9262526920266113E-08  0.1325961281956228E-07  0.4450338677411847E-02
 -0.8181147099714746E-08 -0.1926153897993797E-07  0.3673010532358748E-02
  0.1214111949727279E-07 -0.1286239832221952E-07  0.2968528888316816E-02
  0.9880814270468330E-08 -0.9102346829317513E-08  0.2459260723700364E-02
  0.3124783504784345E-07 -0.5198673085177134E-08  0.2641935840167957E-02
 -0.8296439705682974E-08 -0.1155973409608238E-07  0.7751787309872724E-02
  0.8292806356372127E-08  0.1213633084112556E-07  0.5883261649270065E-03
 -0.5476258883120075E-08 -0.1319343836892805E-07  0.7290229150714889E-02
  0.5890873632600468E-08  0.2962194948926283E-07  0.2647939749014787E-02
  0.2185673264113958E-04 -0.2313476788400301E-04  0.2738068008204933E-02
 -0.3027834438225585E-08 -0.1155889036553650E-07  0.4144511618216058E-03
 -0.1673492594020654E-08  0.1496705720053489E-07  0.8562797179322974E-02
 -0.9035485227597373E-08 -0.6821267628697234E-08  0.4432702866380613E-04
  0.8644407932252424E-08  0.7740737211916836E-08  0.2231327774456299E-02
  0.2175265840532945E-08 -0.9918450972701023E-08  0.1236209205656727E-03
  0.1130393813727842E-07  0.2577579256083967E-08  0.2050435199369926E-02
