BJDtcb1 BJDtcb2 BJDtdb1 BJDtdb2 RvTot
2446230 0.498455626656949 2446230 0.498407776888537 -40683.6325273322
2446240 0.499287393830915 2446240 0.499239388997629 -42287.2513645281
2446250 0.500169495244278 2446250 0.500121335345338 -43147.663451109
2446260 0.501054859215027 2446260 0.501006544250383 -43301.8258722104
2446270 0.501930402299987 2446270 0.501881932269791 -42677.7642805447
2446280 0.502770530329944 2446280 0.502721905234744 -41320.223077513
2446290 0.503552327921492 2446290 0.503503547762194 -39284.5013615569
2446300 0.504252960615098 2446300 0.50420402539296 -36556.3236514612
2446310 0.504851484500856 2446310 0.50480239421746 -33266.0004611516
2446320 0.505330971228712 2446320 0.505281725885906 -29478.4095694648
2446330 0.505675811273588 2446330 0.505626410873458 -25255.4394481787
2446340 0.50587499606094 2446340 0.505825440605744 -20782.8171900906
2446350 0.505922042544915 2446350 0.505872332037013 -16134.3545649638
2446360 0.505813249653129 2446360 0.505763384094938 -11446.8008887266
2446370 0.505551269176198 2446370 0.505501248570092 -6912.56623594476
2446380 0.505142824626162 2446380 0.505092648974412 -2607.52959396236
2446390 0.504598441780107 2446390 0.504548111084821 1289.24751358453
2446400 0.503934889435956 2446400 0.503884403698982 4637.90925593792
2446410 0.503171414778732 2446410 0.503120774001619 7381.73549206039
2446420 0.50233087636762 2446420 0.502280080551563 9360.22725563662
2446430 0.501440014036972 2446430 0.501389063182751 10536.4840923285
2446440 0.500525495108467 2446440 0.500474389216449 10897.6159983738
2446450 0.499615993978288 2446450 0.499564733048395 10364.6819063685
2446460 0.498740157188325 2446460 0.498688741220036 9018.71968650042
2446470 0.497923930188104 2446470 0.497872359180493 6896.56118072925
2446480 0.497192917654914 2446480 0.497141191606661 4030.91926609321
2446490 0.496568866266721 2446490 0.496516985176168 587.924167742379
2446500 0.496069284851725 2446500 0.49601724871694 -3365.69906264844
2446510 0.495709260890008 2446510 0.495657069708829 -7701.77538078401
2446520 0.495497780020031 2446520 0.495445433790154 -12232.3642073967
2446530 0.495439697760249 2446530 0.495387196479296 -16914.8569294399
2446540 0.495536220444846 2446540 0.49548356411042 -21491.2620379306
2446550 0.495782311265939 2446550 0.495729499875721 -25893.2223090632
2446560 0.496170143450471 2446560 0.496117177002262 -30034.9286229309
2446570 0.496687896468698 2446570 0.496634774960485 -33741.6179024299
2446580 0.497319065449969 2446580 0.497265788879993 -36938.7303860666
2446590 0.498046052786462 2446590 0.497992621153237 -39576.4763478477
2446600 0.498847670413407 2446600 0.498794083715776 -41524.5493868412
2446610 0.499700568801191 2446610 0.499646827038359 -42789.9480684261
2446620 0.500581695348319 2446620 0.500527798519847 -43329.4687774157
2446630 0.501465525727194 2446630 0.501411473833042 -43086.5133275238
2446640 0.50232720113153 2446640 0.502272994172041 -42135.0874209196
2446650 0.503143074430752 2446650 0.503088712406636 -40447.4841180191
2446660 0.503888876562179 2446660 0.503834359474522 -38057.7015594747
2446670 0.504543609520006 2446670 0.50448893737022 -35080.934010425
2446680 0.505088137618795 2446680 0.50503331040859 -31524.8742379747
2446690 0.505505118062902 2446690 0.505450135794254 -27517.5068182417
2446700 0.505782386309604 2446700 0.505727248984681 -23180.3889207639
2446710 0.50591024774554 2446710 0.505854955366657 -18580.9638258755
2446720 0.505883235504468 2446720 0.505827788074027 -13910.923596226
2446730 0.505701771939297 2446730 0.505646169459694 -9286.97712358503
2446740 0.505369188155729 2446740 0.505313430629305 -4818.39921310385
2446750 0.504894574469346 2446750 0.504838661898305 -715.347345091949
2446760 0.50429198218785 2446760 0.504235914574175 2944.17681355057
2446770 0.503578158017175 2446770 0.503521935362591 6033.13486702229
2446780 0.502775304724023 2446780 0.502718927029911 8397.76666652717
2446790 0.501907956899156 2446790 0.501851424166516 10023.9168463136
2446800 0.501002120685642 2446800 0.50094543291507 10814.3627250436
2446810 0.500086882703385 2446810 0.500030039895027 10732.5211449324
2446820 0.499190075518878 2446820 0.499133077672448 9837.14231249073
2446830 0.498339116467128 2446830 0.498281963581916 8097.20328462026
2446840 0.497560935037898 2446840 0.497503627112775 5607.25800024186
2446850 0.496878103161497 2446850 0.496820640194985 2477.53360692466
2446860 0.496311138635327 2446860 0.496253520625629 -1249.84324256854
2446870 0.495876807964906 2446870 0.495819034909966 -5390.1420517314
2446880 0.495586160938305 2446880 0.495528232835894 -9825.85062047138
2446890 0.495447452549776 2446890 0.495389369397539 -14458.6061242733
2446900 0.495463348161262 2446900 0.495405109956802 -19082.7159700046
2446910 0.49563144283593 2446910 0.495573049576887 -23613.4060428148
2446920 0.495946607291241 2446920 0.495888058975335 -27921.6153023515
2446930 0.496397990353234 2446930 0.496339286978352 -31842.4310131158
2446940 0.496971654701834 2446940 0.496912796266081 -35339.5069093675
2446950 0.497651359023108 2446950 0.497592345524839 -38280.0719178304
2446960 0.49841642290045 2446960 0.498357254338341 -40576.717870554
2446970 0.499245463919823 2446970 0.499186140292883 -42232.7938721737
2446980 0.500115312860031 2446980 0.500055834167627 -43141.0450947372
2446990 0.501000605992505 2446990 0.500940972234397 -43303.7439552128
2447000 0.501877370045716 2447000 0.501817581222038 -42746.0045590214
2447010 0.502720590818202 2447010 0.502660646929473 -41416.1530632309
2447020 0.50350582114663 2447020 0.503445722193749 -39400.3688733686
2447030 0.504211498004723 2447030 0.504151243988924 -36734.8825231676
2447040 0.50481625548808 2447040 0.504755846410926 -33446.9826594214
2447050 0.505302101169396 2447050 0.505241537032733 -29686.9462919379
2447060 0.505654775739162 2447060 0.505594056545053 -25504.1515754195
2447070 0.50586195505218 2447070 0.505801080802883 -21011.2821796456
2447080 0.505916926108111 2447080 0.505855896805984 -16388.4316252322
2447090 0.505816891965833 2447090 0.50575570761328 -11703.626966814
2447100 0.505562734454512 2447100 0.505501395053923 -7134.4750782316
2447110 0.505161825987682 2447110 0.505100331541333 -2842.42349338665
2447120 0.504624811412862 2447120 0.504563161922862 1093.12996713833
2447130 0.503966869887585 2447130 0.503905065355811 4481.03189025451
2447140 0.503208506124576 2447140 0.503146546552583 7231.1620129423
2447150 0.502371869986386 2447150 0.502309755375389 9279.04531264783
2447160 0.501482886158073 2447160 0.501420616508883 10488.20247017
2447170 0.500581196776063 2447170 0.500518772088877 10874.8446060523
2447180 0.499671047127171 2447180 0.49960846740212 10418.417942548
2447190 0.498792925758772 2447190 0.49873019099536 9090.02597410523
2447200 0.497973826977576 2447200 0.497910937174887 7006.10570049552
2447210 0.497237954752196 2447210 0.49717490990894 4197.84100989863
2447220 0.49660829790166 2447220 0.496545098016191 752.907326250383
2447230 0.496102685644122 2447230 0.496039330714515 -3159.91931271987
2447240 0.495735197035107 2447240 0.495671687059221 -7475.28341548412
2447250 0.495516554952749 2447250 0.495452889928277 -12024.2087367741
2447260 0.495451084533443 2447260 0.495387264458009 -16643.4581213907
2447270 0.495539766597621 2447270 0.495475791468835 -21270.4595082883
2447280 0.495779162182191 2447280 0.495715031997717 -25697.9623088759
2447290 0.496160260335668 2447290 0.496095975093308 -29827.2864387965
2447300 0.496671917216625 2447300 0.496607476914355 -33584.0419439421
2447310 0.497298541602904 2447310 0.497233946238941 -36803.6347034329
2447320 0.498021160141554 2447320 0.49795640971441 -39454.9705453646
2447330 0.498819945097626 2447330 0.49875503960612 -41468.0773855915
2447340 0.49967149585414 2447340 0.499606435297454 -42746.9536927624
2447350 0.500551738308298 2447350 0.500486522685986 -43325.1697785412
2447360 0.501436704499155 2447360 0.501371333811145 -43144.3110814142
2447370 0.502300561466806 2447370 0.502235035713425 -42197.8184735294
2447380 0.503119396968806 2447380 0.503053716150752 -40564.7860876346
2447390 0.503870124922105 2447390 0.503804289040435 -38217.5586463265
2447400 0.504530190525226 2447400 0.504464199581344 -35241.8563383645
2447410 0.505081034774582 2447410 0.505014888770183 -31740.7905602351
2447420 0.505505679349629 2447420 0.505439378286669 -27727.0367758565
2447430 0.505790354480059 2447430 0.505723898360708 -23407.854635859
2447440 0.505926521502416 2447440 0.505859910328976 -18846.2611204988
2447450 0.505908101234023 2447450 0.505841335008893 -14151.6174418758
2447460 0.505734428746904 2447460 0.50566750747249 -9527.12840129007
2447470 0.50541009528195 2447470 0.505343018960588 -5065.28693380609
2447480 0.504942797194087 2447480 0.504875565827993 -909.754355618527
2447490 0.504346413883181 2447490 0.504279027474358 2754.61330731786
2447500 0.503638575349498 2447500 0.503571033899673 5872.75660698855
2447510 0.502839794081218 2447510 0.502772097591801 8300.20094852599
2447520 0.501975410949711 2447520 0.50190755942172 9937.10353365552
2447530 0.501071629990771 2447530 0.501003623424817 10785.5120415573
2447540 0.500156159463709 2447540 0.500087997859972 10755.997516558
2447550 0.499258308391457 2447550 0.499189991749665 9875.63603639855
2447560 0.49840495112314 2447560 0.498336479442603 8204.96891257229
2447570 0.497622455175261 2447570 0.49755382845488 5741.1772021415
2447580 0.49693498573697 2447580 0.496866203975271 2627.3748241981
2447590 0.496361971553617 2447590 0.496293034748826 -1041.62847812385
2447600 0.495920646865551 2447600 0.495851555015627 -5187.50062258723
2447610 0.49562319267192 2447610 0.495553945774631 -9609.10909666932
2447620 0.495476613904155 2447620 0.495407211957161 -14213.5594762644
2447630 0.495484909018168 2447630 0.49541535201907 -18869.9007323132
2447640 0.495645950744039 2447640 0.495576238690467 -23390.0744002224
2447650 0.495953667760639 2447650 0.495883800650319 -27708.9683818369
2447660 0.49639892331357 2447660 0.496328901144369 -31676.1892677382
2447670 0.496967133751062 2447670 0.496896956521074 -35168.8748471975
2447680 0.497641815687498 2447680 0.497571483395072 -38154.9454353079
2447690 0.498403768469728 2447690 0.498333281113511 -40497.2416050706
2447700 0.499230301947147 2447700 0.499159659526137 -42159.3807379446
2447710 0.500098846609513 2447710 0.50002804912306 -43133.4583543271
2447720 0.500984769450862 2447720 0.500913816898696 -43328.4877790075
2447730 0.501862619660639 2447730 0.501791512042885 -42791.0691370436
2447740 0.502708625660006 2447740 0.502637362977158 -41528.2673910993
2447750 0.503498084101896 2447750 0.50342666635483 -39524.5916608545
2447760 0.50420832397846 2447760 0.504136751168405 -36892.3763394737
2447770 0.504819387494008 2447770 0.504747659622501 -33654.2469088536
2447780 0.505312135145683 2447780 0.505240252214559 -29885.8936757258
2447790 0.505671957988181 2447790 0.505599919999502 -25740.460982136
2447800 0.505887547177055 2447800 0.505815354133056 -21265.6635480894
2447810 0.505950533586575 2447810 0.505878185489623 -16619.3512342712
2447820 0.505858627023393 2447820 0.505786123875889 -11962.2093450395
2447830 0.505612926628931 2447830 0.50554026843326 -7372.24319761186
2447840 0.505219197954679 2447840 0.505146384713136 -3049.73812271394
2447850 0.504689230354084 2447850 0.504616262068782 880.101510297873
2447860 0.504037533748376 2447860 0.503964410421201 4323.80534933806
2447870 0.503283629926289 2447870 0.503210351558827 7102.94687526337
2447880 0.502451009387526 2447880 0.502377575980997 9171.43768111227
2447890 0.501564291536849 2447890 0.501490703092092 10454.6436296826
2447900 0.500663139646403 2447900 0.500589396163642 10861.9891732174
2447910 0.499752837600461 2447910 0.499678939079838 10446.9830639756
2447920 0.498872403401887 2447920 0.498798349842938 9186.05982847256
2447930 0.498049864726845 2447930 0.497975656128673 7110.69105595352
2447940 0.497309789195404 2447940 0.49723542555673 4352.34832529016
2447950 0.496674048275136 2447950 0.496599529594343 945.486761768209
2447960 0.49616213345043 2447960 0.496087459725597 -2970.98636887768
2447970 0.495787693790168 2447970 0.495712865019164 -7242.27204726569
2447980 0.495561084370662 2447980 0.495486100551196 -11793.4262755735
2447990 0.495488298891758 2447990 0.495413160021443 -16428.5259791558
2448000 0.495569265234171 2448000 0.495493971310624 -21026.0617035477
2448010 0.49580108022427 2448010 0.495725631245152 -25491.8892288511
2448020 0.496175806427153 2448020 0.496100202390248 -29635.7676956232
2448030 0.496681024115962 2448030 0.496605265019246 -33394.023201899
2448040 0.497302425353483 2448040 0.497226511195156 -36672.9898809486
2448050 0.498021159483322 2448050 0.497945090261874 -39336.3504088182
2448060 0.498816390567242 2448060 0.498740166281486 -41380.3189749013
2448070 0.499666307840181 2448070 0.499589928489271 -42720.8747616579
2448080 0.500546009899125 2448080 0.500469475482598 -43306.9709153802
2448090 0.501431194690846 2448090 0.501354505208617 -43179.8605303079
2448100 0.502297348468588 2448100 0.502220503920953 -42280.995159386
2448110 0.503119107483443 2448110 0.50304210787109 -40654.1163573552
2448120 0.503873872856907 2448120 0.503796718180874 -38368.6542605573
2448130 0.504539641878745 2448130 0.504462332140412 -35415.3980215786
2448140 0.505096292403526 2448140 0.505018827604586 -31922.3754691713
2448150 0.505527965804432 2448150 0.505450345946821 -27975.8728822266
2448160 0.505820458898691 2448160 0.505742683984569 -23632.5960668472
2448170 0.505964083194747 2448170 0.505886153226421 -19081.4545589176
2448180 0.505954054185969 2448180 0.505875969165822 -14409.3077151968
2448190 0.505788425497393 2448190 0.505710185427837 -9749.33122140623
2448200 0.50547143014976 2448200 0.505393035033142 -5295.44661143768
2448210 0.505011708472454 2448210 0.504933158310988 -1124.63747932618
2448220 0.50442145546666 2448220 0.504342750262369 2593.28982480451
2448230 0.503718856139623 2448230 0.503639995894249 5713.08634402088
2448240 0.502924657092693 2448240 0.502845641807657 8191.08752250836
2448250 0.502062714257476 2448250 0.501983543933828 9882.73929323199
2448260 0.501172086860745 2448260 0.501092761498929 10745.402378653
2448270 0.500256799385061 2448270 0.500177318985459 10786.5108608299
2448280 0.499356991447301 2448280 0.499277356009675 9943.51215274733
2448290 0.498501080765863 2448290 0.498421290289531 8296.02405694163
2448300 0.497714339324403 2448300 0.497634393808293 5900.18810297632
2448310 0.497021204852156 2448310 0.496941104294816 2795.11124029611
2448320 0.496442320020426 2448320 0.496362064420085 -848.571548954475
2448330 0.495993654737892 2448330 0.495913244092531 -4950.56109109363
2448340 0.495688579828012 2448340 0.495608014135404 -9390.75474705691
2448350 0.495534524964751 2448350 0.495453804222555 -13973.8363717343
2448360 0.495534501796638 2448360 0.495453626002466 -18623.3982422554
2448370 0.495688069513512 2448370 0.495607038664982 -23178.5578907127
2448380 0.495988663518379 2448380 0.495907477613211 -27484.6353737727
2448390 0.496426810738386 2448390 0.496345469774448 -31483.6257332507
2448400 0.49698951728913 2448400 0.496908021264491 -35014.2577802716
2448410 0.497659119298425 2448410 0.497577468211427 -38000.2703769492
2448420 0.498416897603565 2448420 0.49833509145284 -40402.6142820278
2448430 0.499241096469559 2448430 0.499159135254078 -42095.1157671014
2448440 0.500107747435536 2448440 0.500025631154641 -43085.5690840494
2448450 0.500993387957659 2448450 0.500911116611055 -43350.5135329189
2448460 0.501872525048828 2448460 0.501790098636616 -42830.1329840964
2448470 0.502720287218268 2448470 0.502637705740935 -41600.6396201131
2448480 0.503513415808731 2448480 0.503430679267123 -39656.4153734429
2448490 0.504228250332191 2448490 0.504145358727523 -37026.6412803692
2448500 0.504844418262816 2448500 0.504761371596617 -33832.5967337493
2448510 0.505343938432216 2448510 0.505260736706295 -30096.7569022946
2448520 0.505710620668896 2448520 0.505627263885313 -25941.3001978793
2448530 0.505933552545035 2448530 0.505850040706019 -21507.6141521382
2448540 0.50600475724838 2448540 0.505921090356283 -16857.6895426648
2448550 0.505920316406261 2448550 0.505836494463496 -12182.1930950538
2448560 0.505682367113117 2448560 0.505598390122065 -7613.70622099993
2448570 0.505296123175198 2448570 0.505211991138158 -3251.75304541305
2448580 0.504772253412112 2448580 0.504687966331218 699.458299169466
2448590 0.504126550609979 2448590 0.50404210848712 4152.37760835614
2448600 0.503377242187855 2448600 0.503292645024637 6996.03329214915
2448610 0.502547596433568 2448610 0.502462844231237 9083.53993904327
2448620 0.501663285164794 2448620 0.501578377924198 10405.8019418991
2448630 0.50075084877448 2448630 0.500665786496055 10882.7206150216
2448640 0.49983948938711 2448640 0.499754272070839 10480.2784772957
2448650 0.498957088614495 2448650 0.498871716259929 9275.65857715278
2448660 0.498130431761138 2448660 0.498044904367412 7251.72614776183
2448670 0.497385586644214 2448670 0.497299904210061 4498.24786665948
2448680 0.496744079935865 2448680 0.496658242459681 1147.16281325289
2448690 0.496224894812245 2448690 0.496138902292134 -2752.65606307371
2448700 0.495843352161931 2448700 0.49575720459576 -7024.78846198078
2448710 0.495608813138002 2448710 0.495522510523491 -11536.6293982298
2448720 0.495527673159596 2448720 0.495441215494367 -16193.3029720425
2448730 0.495601079415035 2448730 0.49551446669669 -20793.9972809034
2448740 0.495824876911943 2448740 0.495738109138151 -25247.6671166443
2448750 0.496192322641182 2448750 0.496105399809717 -29440.1404997031
2448760 0.496691328111503 2448760 0.496604250220323 -33203.0511851629
2448770 0.49730656960652 2448770 0.497219336653824 -36501.4592726226
2448780 0.498020798088134 2448780 0.497933410072387 -39223.0341428508
2448790 0.49881253780288 2448790 0.49872499472288 -41273.5041920357
2448800 0.499659594739036 2448800 0.499571896593925 -42662.1355510331
2448810 0.500550100758375 2448810 0.500462247547481 -43298.7196690822
2448820 0.501435265932574 2448820 0.501347257655978 -43181.7793492117
2448830 0.502302553974412 2448830 0.502214390632392 -42347.9777342747
2448840 0.503127381742786 2448840 0.503039063336 -40751.5676377838
2448850 0.503885613618052 2448850 0.503797140147533 -38481.1436524797
2448860 0.50455629139689 2448860 0.504467662863995 -35590.7982252408
2448870 0.505119084571056 2448870 0.505030300977458 -32102.4249809483
2448880 0.505556933195376 2448880 0.505467994543012 -28173.3668790674
2448890 0.505856923495654 2448890 0.505767829786662 -23871.1906433948
2448900 0.506008221546078 2448900 0.505918972782764 -19299.2070436678
2448910 0.506005571424528 2448910 0.505916167609277 -14644.8351482429
2448920 0.505848051450729 2448920 0.505758492585944 -9987.05266702572
2448930 0.505538221678244 2448930 0.505448507766287 -5493.03752423992
2448940 0.505085121193684 2448940 0.504995252236775 -1331.58313623946
2448950 0.5045012877033 2448950 0.504411263703467 2423.68958507478
2448960 0.503803314389662 2448960 0.503713135348674 5591.32245826001
2448970 0.503013067774391 2448970 0.50292273369368 8075.23556128336
2448980 0.502153918832946 2448980 0.502063429713578 9832.16479491274
2448990 0.501252415382372 2448990 0.501161771225006 10735.6308837827
2449000 0.500337174329937 2449000 0.500246375134785 10799.5574818009
2449010 0.499435632394348 2449010 0.499344678161198 10028.8748229948
2449020 0.498576249879336 2449020 0.498485140607534 8402.3425423918
2449030 0.497785549808645 2449030 0.497694285497126 6040.69233802455
2449040 0.497086616756703 2449040 0.496995197404045 2992.29077844722
2449050 0.49650109539456 2449050 0.496409520999004 -655.382036066978
2449060 0.496045541150924 2449060 0.495953811710454 -4721.93506096634
2449070 0.49573223981838 2449070 0.495640355330791 -9138.08468668014
2449080 0.495570229179786 2449080 0.495478189642733 -13744.6916743177
2449090 0.495562217075561 2449090 0.495470022486655 -18367.8176782187
2449100 0.495707338889611 2449100 0.495614989246478 -22938.0038472721
2449110 0.496000680118078 2449110 0.49590817541842 -27275.0413497268
2449120 0.496431712962509 2449120 0.496339053204191 -31264.2532380152
2449130 0.496987853323289 2449130 0.496895038504371 -34843.7475781941
2449140 0.497652550588432 2449140 0.497559580707231 -37857.0651941917
2449150 0.498405723799245 2449150 0.498312598854389 -40270.4720614942
2449160 0.499226746525185 2449160 0.499133466515622 -42030.6666947435
2449170 0.500103407826525 2449170 0.500009972751392 -43039.2612617216
2449180 0.500987968364122 2449180 0.500894378223298 -43336.007026202
2449190 0.501867982174924 2449190 0.501774236968478 -42881.6507202578
2449200 0.502717768014858 2449200 0.502623867743259 -41660.6741855884
2449210 0.503513590081624 2449210 0.50341953474571 -39763.3843180492
2449220 0.504233075084443 2449220 0.504138864685396 -37178.4611869079
2449230 0.504854343728357 2449230 0.5047599782677 -33985.1342149571
2449240 0.505359729971504 2449240 0.505265209451034 -30299.469457465
2449250 0.505733649387939 2449250 0.505638973809694 -26155.2778447768
2449260 0.505963524240683 2449260 0.505868693606897 -21716.3316188042
2449270 0.506042337188508 2449270 0.505947351501524 -17103.4758529713
2449280 0.505965825956727 2449280 0.505870685218953 -12403.3451616558
2449290 0.505734882059749 2449290 0.505639586273579 -7825.19835975594
2449300 0.505355951837486 2449300 0.505260501005214 -3471.66320684384
2449310 0.50483850061277 2449310 0.504742894736544 532.488029002092
2449320 0.504197916684719 2449320 0.504102155766449 3997.65732454129
2449330 0.503453473706438 2449330 0.503357557747734 6868.37500602641
2449340 0.502626818486548 2449340 0.502530747488684 9021.37181372011
2449350 0.501744190590413 2449350 0.501647964554258 10356.1184321508
2449360 0.50083260024416 2449360 0.500736219170163 10888.5202160292
2449370 0.499919824066259 2449370 0.499823287954438 10544.0600881444
2449380 0.499035081720697 2449380 0.498938390570618 9350.16286066157
2449390 0.498204867981264 2449390 0.49810802179208 7391.60329103874
2449400 0.497454547907614 2449400 0.497357546678087 4670.47732953245
2449410 0.496807283129481 2449410 0.496710126858013 1327.91238261434
2449420 0.496281101107827 2449420 0.496183789792541 -2518.20317605859
2449430 0.495891583355725 2449430 0.495794116994501 -6793.01699698868
2449440 0.495649433849109 2449440 0.495551812439663 -11297.8811613597
2449450 0.495559781186221 2449450 0.495462004726189 -15928.6454057272
2449460 0.495624892073591 2449460 0.495526960560572 -20563.7812211366
2449470 0.49584117134531 2449470 0.495743084776962 -25012.2405355507
2449480 0.496200787663354 2449480 0.496102546037453 -29213.0859220797
2449490 0.496693247050401 2449490 0.496594850364887 -33028.0549400223
2449500 0.497302807114358 2449500 0.497204255367416 -36325.3260800344
2449510 0.498011743703594 2449510 0.497913036893683 -39087.0433522953
2449520 0.498800117749727 2449520 0.498701255875615 -41188.6581830388
2449530 0.499644523333137 2449530 0.499545506393956 -42583.8133427566
2449540 0.500533431250226 2449540 0.500434259245285 -43282.373196553
2449550 0.501419004109745 2449550 0.501319677039097 -43200.8920971319
2449560 0.502287185561137 2449560 0.50218770342505 -42383.7242421073
2449570 0.503114426955804 2449570 0.503014789754915 -40855.1719279668
2449580 0.50387660828144 2449580 0.503776816016755 -38597.9184983293
2449590 0.504551516733501 2449590 0.504451569406375 -35733.048663566
2449600 0.505120161390186 2449600 0.505020059002267 -32298.7618156172
2449610 0.505564519285359 2449610 0.505464261838573 -28361.0380559539
2449620 0.505871119042595 2449620 0.505770706539079 -24087.3846829908
2449630 0.506030258254775 2449630 0.505929690696814 -19537.3990831385
2449640 0.506035051958087 2449640 0.505934329348075 -14857.6529053069
2449650 0.505884868498098 2449650 0.505783990838438 -10221.3271333795
2449660 0.50558274594847 2449660 0.505481713241518 -5707.61888004692
2449670 0.505136005145736 2449670 0.505034817393734 -1510.68769163963
2449680 0.504558182265192 2449680 0.504456839470172 2239.66625344342
2449690 0.503865493747877 2449690 0.503763995911621 5463.68911310647
2449700 0.503078631906376 2449700 0.502976979030343 7983.76580176683
2449710 0.502222317832733 2449710 0.502120509918001 9757.33342293408
2449720 0.50132199165501 2449720 0.501220028702261 10735.0849049295
2449730 0.500406072209339 2449730 0.500303954218814 10825.0214202065
2449740 0.499503227521371 2449740 0.499400954492869 10089.9318498508
2449750 0.498640485918899 2449750 0.498538057851797 8530.62609574278
2449760 0.497845206242491 2449760 0.497742623135743 6176.77432175077
2449770 0.497141137020902 2449770 0.497038398873094 3173.06266216544
2449780 0.496548697742467 2449780 0.496445804551868 -435.343699803344
2449790 0.49608598669045 2449790 0.495982938455048 -4512.79806825062
2449800 0.495765124414545 2449800 0.495661921132142 -8888.6970441526
2449810 0.495594585991757 2449810 0.495491227660021 -13493.9381078155
2449820 0.495578769578251 2449820 0.495475256194784 -18139.060490844
2449830 0.495715869973783 2449830 0.495612201536213 -22685.9574546446
2449840 0.496001290832138 2449840 0.495897467338167 -27057.4893947346
2449850 0.496425759110297 2449850 0.496321780557767 -31069.0129226099
2449860 0.49697534535069 2449860 0.496871211737661 -34649.8800416642
2449870 0.497634603826808 2449870 0.497530315151581 -37721.9053889441
2449880 0.498383849817533 2449880 0.498279406078712 -40150.6007166305
2449890 0.499201253863727 2449890 0.499096655060255 -41938.2118295167
2449900 0.500064552368973 2449900 0.499959798500139 -43012.3032631841
2449910 0.500948564518722 2449910 0.500843655584205 -43317.0594712555
2449920 0.50182869333011 2449920 0.501723629329969 -42910.9824639051
2449930 0.502680670367613 2449930 0.502575451302285 -41743.5963004575
2449940 0.503479392200263 2449940 0.503374018070574 -39851.1929720717
2449950 0.504202744701216 2449950 0.504097215508335 -37323.9721652738
2449960 0.50482963717914 2449960 0.504723952924561 -34157.0352364132
2449970 0.505340747262481 2449970 0.505234907948001 -30476.1713077523
2449980 0.505721441521676 2449980 0.505615447149316 -26382.6939021988
2449990 0.505958985261122 2449990 0.505852835833102 -21935.6915153465
2450000 0.506045005279346 2450000 0.505938700798016 -17326.4210947659
2450010 0.505976479626293 2450010 0.505870020094049 -12652.3321464345
2450020 0.505753207953942 2450020 0.505646593373183 -8034.81919088536
2450030 0.505381056984867 2450030 0.505274287357901 -3679.98531531669
2450040 0.50487054783721 2450040 0.504763623166183 334.922492319484
2450050 0.504235413900126 2450050 0.504128334186971 3858.20711249332
2450060 0.503495322709592 2450060 0.503388087955934 6737.12548287963
2450070 0.502672418885833 2450070 0.502565029092958 8937.33270345318
2450080 0.501791334352165 2450080 0.501683789520975 10330.4071035053
2450090 0.500891873621618 2450090 0.500784173752397 10876.3013758497
2450100 0.499978429358229 2450100 0.499870574451195 10600.5867107245
2450110 0.499090838499172 2450110 0.498982828553923 9446.76324081049
2450120 0.49825719953199 2450120 0.49814903454769 7503.84437129666
2450130 0.497501964578528 2450130 0.497393644553961 4849.4496244653
2450140 0.496848339516904 2450140 0.496739864450495 1517.31899358682
2450150 0.496315752699536 2450150 0.496207122589408 -2312.67499559804
2450160 0.495918505291496 2450160 0.495809720135551 -6544.48089365376
2450170 0.495668311022258 2450170 0.495559370818216 -11069.0027152613
2450180 0.495570995084827 2450180 0.495461899830317 -15684.3014389196
2450190 0.495627658546922 2450190 0.495518408239556 -20312.1149627612
2450200 0.495836305986948 2450200 0.49572690062437 -24801.0612469189
2450210 0.496188866068453 2450210 0.496079305648433 -28990.2539460735
2450220 0.496674271349308 2450220 0.496564555869784 -32834.3819943822
2450230 0.497278408509177 2450230 0.497168537968309 -36178.4423593053
2450240 0.497982489697388 2450240 0.497872464093627 -38938.7533877459
2450250 0.498766854889712 2450250 0.498656674221811 -41096.9172978469
2450260 0.499609203883713 2450260 0.499498868150775 -42530.7072448326
2450270 0.500484956427649 2450270 0.500374465629156 -43243.4948562837
2450280 0.50137047465786 2450280 0.50125982879366 -43230.6092912621
2450290 0.502240332436161 2450290 0.502129531506496 -42434.2356166883
2450300 0.503069654301441 2450300 0.502958698306941 -40935.7014046289
2450310 0.503835751127524 2450310 0.503724640069169 -38740.6219577043
2450320 0.504515629806305 2450320 0.504404363685432 -35876.7501053628
2450330 0.505089614996849 2450330 0.504978193815099 -32481.4777071384
2450340 0.505540951568541 2450340 0.505429375327816 -28581.1524223231
2450350 0.505854643901585 2450350 0.50574291260402 -24293.0806099134
2450360 0.506021171001109 2450360 0.505909284648985 -19778.8864721547
2450370 0.506034263813382 2450370 0.505922222409078 -15098.599462187
2450380 0.505891539196272 2450380 0.505779342742204 -10438.6762713615
2450390 0.505596964391034 2450390 0.505484612889556 -5944.21398049223
2450400 0.50515757966643 2450400 0.505045073119788 -1706.32093077208
2450410 0.504585572197294 2450410 0.504472910607545 2070.75464735132
2450420 0.503898455158061 2450420 0.503785638526989 5301.02081387709
2450430 0.503115832968112 2450430 0.503002861297198 7890.39043013196
2450440 0.502261989470078 2450440 0.502148862760427 9687.91748689457
2450450 0.501363555281603 2450450 0.501250273533905 10697.6879703156
2450460 0.500447443817158 2450460 0.500334007031687 10861.5527078872
2450470 0.499542969551467 2450470 0.499429377728044 10141.6043576425
2450480 0.498677827818342 2450480 0.498564080956357 8631.43066133298
2450490 0.49787799533627 2450490 0.497764093434709 6331.0762289667
