BJDtcb1 BJDtcb2 BJDtdb1 BJDtdb2 RvTot
2443500 0.502034577406527 2443500 0.502029056772281 9635.7626242745
2443510 0.501149079393001 2443510 0.501143403720508 10654.5464271372
2443520 0.500233957677356 2443520 0.500228126967076 10830.9548455136
2443530 0.499330057055646 2443530 0.499324071307404 10122.8306080137
2443540 0.498465152726221 2443540 0.498459011939413 8623.08398668631
2443550 0.497665176721812 2443550 0.497658880895431 6334.28594038227
2443560 0.496955388969642 2443560 0.496948938102289 3341.5125530859
2443570 0.496356213729995 2443570 0.496349607819956 -206.392685564883
2443580 0.495884978097406 2443580 0.495878217142697 -4259.08537743395
2443590 0.495555651138142 2443590 0.495548735136562 -8641.02196641608
2443600 0.495375941762167 2443600 0.495368870711397 -13203.9017938921
2443610 0.495350437644047 2443610 0.495343211541695 -17868.3373556797
2443620 0.495478859424612 2443620 0.495471478268292 -22431.792956433
2443630 0.49575534923317 2443630 0.495747813020587 -26793.1653999449
2443640 0.496171733987746 2443640 0.49616404271673 -30858.9584304974
2443650 0.496714781813092 2443650 0.496706935481679 -34458.1821456891
2443660 0.49736779411991 2443660 0.497359792726395 -37556.5135226374
2443670 0.498112711737074 2443670 0.498104555280032 -40057.2591105585
2443680 0.498927368754152 2443680 0.498919057232502 -41860.4862840345
2443690 0.499788783963185 2443690 0.499780317376202 -42990.810688
2443700 0.500673357736037 2443700 0.500664736083362 -43364.9735827181
2443710 0.501555260702065 2443710 0.501546483983739 -42973.1032723275
2443720 0.502410350285327 2443720 0.502401418501766 -41877.0992337116
2443730 0.503214507871731 2443730 0.503205421023725 -40032.4161522475
2443740 0.503943930861472 2443740 0.503934688950178 -37521.2559458164
2443750 0.50457844013236 2443750 0.504569043159251 -34422.0653733379
2443760 0.505098744360944 2443760 0.505089192327792 -30754.7541308159
2443770 0.505488666926467 2443770 0.505478959835292 -26678.6865462379
2443780 0.505736777409981 2443780 0.505726915262982 -22276.6446113095
2443790 0.505833725884492 2443790 0.505823708684013 -17644.5577555455
2443800 0.50577563974211 2443800 0.505765467490555 -12982.9071266645
2443810 0.505563474983669 2443810 0.505553147683428 -8371.77866375543
2443820 0.505201402974112 2443820 0.505190920627507 -3966.13906512976
2443830 0.504700072933217 2443830 0.504689435542408 49.4973541665789
2443840 0.504073780989408 2443840 0.504062988556333 3611.67936034566
2443850 0.503340362447504 2443850 0.503329414973825 6553.29454019175
2443860 0.502522997891327 2443860 0.502511895378345 8770.85451093367
2443870 0.50164610255777 2443870 0.501634845006407 10239.3581624093
2443880 0.50074819138804 2443880 0.500736778798623 10840.8413763299
2443890 0.499835208700981 2443890 0.499823641073743 10594.9165824456
2443900 0.498946087761499 2443900 0.49893436509607 9529.10308866254
2443910 0.498108679513215 2443910 0.498096801808794 7618.55932552964
2443920 0.497348936536536 2443920 0.497336903791917 4998.02678899509
2443930 0.496688779739548 2443930 0.496676591953189 1736.51613461682
2443940 0.496148526619101 2443940 0.496136183789142 -2091.9352988948
2443950 0.495743385646508 2443950 0.495730887770854 -6293.25879745231
2443960 0.495483848000444 2443960 0.495471195076837 -10787.2870230753
2443970 0.49537742120843 2443970 0.495364613234496 -15428.9467777316
2443980 0.495425204334823 2443980 0.495412241308172 -20035.3046731366
2443990 0.495624514435177 2443990 0.495611396353459 -24540.9850190473
2444000 0.49596913417846 2444000 0.495955861039422 -28773.1061577588
2444010 0.496447108360688 2444010 0.496433680162262 -32610.9171217033
2444020 0.49704449434006 2444020 0.497030911080394 -36010.6464224573
2444030 0.497743882168307 2444030 0.49773014384582 -38815.7639871803
2444040 0.498524188662801 2444040 0.498510295276239 -40988.714072255
2444050 0.499364142403321 2444050 0.499350093951758 -42499.2926023462
2444060 0.500239618199477 2444060 0.500225414682363 -43246.0463093188
2444070 0.501125570067497 2444070 0.50111121148467 -43270.8375908041
2444080 0.501998097021984 2444080 0.501983583373651 -42551.671779719
2444090 0.502831729413796 2444090 0.502817060700561 -41069.7950242987
2444100 0.503602919898631 2444100 0.503588096121461 -38928.3576994777
2444110 0.504290112095528 2444110 0.504275133255726 -36122.2396869131
2444120 0.504872188918536 2444120 0.504857055017733 -32726.7652221582
2444130 0.505332397242181 2444130 0.505317108282265 -28880.718686717
2444140 0.505656530035496 2444140 0.505641086018577 -24614.5675138622
2444150 0.505833245884296 2444150 0.505817646812661 -20088.0142891116
2444160 0.50585709747558 2444160 0.505841343351598 -15444.2709769993
2444170 0.505725524835101 2444170 0.505709615661183 -10761.6023527687
2444180 0.505440911737179 2444180 0.505424847515697 -6247.30861815052
2444190 0.505011575774655 2444190 0.504995356507853 -2013.77945690722
2444200 0.504448603303296 2444200 0.504432228993247 1826.37353292945
2444210 0.503768736792868 2444210 0.503752207441383 5080.97699426543
2444220 0.50299280183921 2444220 0.50297611744778 7702.44279772632
2444230 0.502143442340341 2444230 0.502126602910103 9583.93563834768
2444240 0.501259216835574 2444240 0.501242222367069 10619.1649277691
2444250 0.500344614417939 2444250 0.500327464911639 10843.4632469819
2444260 0.499438929717277 2444260 0.499421625173043 10199.5147520547
2444270 0.498571224109099 2444270 0.498553764526342 8710.36407882296
2444280 0.497767460596004 2444280 0.497749845973733 6480.96208866653
2444290 0.49705189300237 2444290 0.497034123339216 3522.5209806351
2444300 0.496446695360455 2444300 0.496428770654708 -22.5806533815571
2444310 0.495968476460553 2444310 0.495950396710244 -4022.37453476361
2444320 0.495631109318512 2444320 0.495612874521458 -8407.98164322038
2444330 0.495443861086081 2444330 0.495425471239954 -12973.6019405088
2444340 0.495410096282716 2444340 0.495391551385136 -17607.7445690711
2444350 0.495530402451004 2444350 0.495511702499581 -22207.3803300197
2444360 0.495799739941461 2444360 0.495780884933885 -26572.4835985181
2444370 0.496208668774126 2444370 0.496189658708233 -30640.9101691697
2444380 0.496745496382349 2444380 0.496726331256155 -34294.6847566889
2444390 0.497393352327901 2444390 0.497374032139685 -37395.4623943322
2444400 0.498133383673959 2444400 0.498113908422292 -39932.4731899932
2444410 0.498945089908784 2444410 0.498925459592555 -41792.3070477034
2444420 0.499804430783734 2444420 0.499784645402204 -42926.2686106759
2444430 0.500687833413816 2444430 0.500667892966612 -43360.7097692869
2444440 0.501570655683108 2444440 0.501550560170239 -43012.495741827
2444450 0.502427199724726 2444450 0.5024069491466 -41926.3279125117
2444460 0.503234205518518 2444460 0.503213799875902 -40148.5475932439
2444470 0.503968149691639 2444470 0.503947588985666 -37657.1625955736
2444480 0.504607350297834 2444480 0.504586634529973 -34576.4872488038
2444490 0.505133866659183 2444490 0.505112995831181 -30962.8075834932
2444500 0.505530785125124 2444500 0.505509759238991 -26878.6400197455
2444510 0.505785749208576 2444510 0.505764568266514 -22499.2801006226
2444520 0.505890707852389 2444520 0.505869371856722 -17890.5955632943
2444530 0.505840277383897 2444530 0.505818786337036 -13196.0493846941
2444540 0.5056353870637 2444540 0.505613740968039 -8603.04625640628
2444550 0.505280944671718 2444550 0.505259143529575 -4181.48834071947
2444560 0.50478582995117 2444560 0.504763873764728 -120.007994712088
2444570 0.504165208991124 2444570 0.504143097762328 3438.3108159774
2444580 0.503436813056239 2444580 0.50341454678676 6432.72957746398
2444590 0.502622421205201 2444590 0.502599999896372 8694.15937250461
2444600 0.501747878460214 2444600 0.501725302112969 10177.0295446622
2444610 0.500839231558684 2444610 0.500816500173551 10853.0026674162
2444620 0.499925061450154 2444620 0.499902175027218 10636.0430751373
2444630 0.499034176571673 2444630 0.499011135110574 9599.45546888552
2444640 0.498193072106093 2444640 0.498169875606059 7761.01951082031
2444650 0.49742829005411 2444650 0.497404938513957 5147.85152047779
2444660 0.49676268144755 2444660 0.49673917486574 1922.14282682117
2444670 0.496215226019074 2444670 0.496191564393776 -1860.81595590996
2444680 0.495802610580028 2444680 0.495778793909151 -6075.28973183801
2444690 0.495535406368588 2444690 0.495511434649877 -10536.2489720059
2444700 0.495420275849576 2444700 0.495396149080674 -15173.2680328218
2444710 0.495460137226521 2444710 0.495435855405024 -19805.6918858642
2444720 0.495651529018479 2444720 0.495627092142037 -24289.5357141797
2444730 0.49598821394947 2444730 0.495963622015831 -28556.9905160338
2444740 0.49645973570619 2444740 0.496434988713263 -32423.5682325864
2444750 0.497050826777582 2444750 0.497025924723513 -35820.3471611278
2444760 0.497744944797572 2444760 0.497719887680764 -38687.3896915521
2444770 0.498521666427603 2444770 0.498496454246776 -40883.0759512197
2444780 0.499358359658139 2444780 0.499332992412361 -42414.767880579
2444790 0.500243953481216 2444790 0.500218431169731 -43230.7740361381
2444800 0.501129870684566 2444800 0.501104193307368 -43267.728109303
2444810 0.50200290711344 2444810 0.501977074670728 -42592.2221015268
2444820 0.502839138731298 2444820 0.502813151223643 -41167.7367536398
2444830 0.503613756750645 2444830 0.503587614179003 -39028.1362396741
2444840 0.504305139332117 2444840 0.504278841697778 -36277.1916241259
2444850 0.504893181143421 2444850 0.504866728447988 -32912.2579441141
2444860 0.50535943217286 2444860 0.505332824418221 -29061.3577135915
2444870 0.505690445420559 2444870 0.50566368260881 -24843.9558097123
2444880 0.50587495423311 2444880 0.505848036366524 -20312.7100540681
2444890 0.505905955822113 2444890 0.50587888290307 -15661.7177573917
2444900 0.505782164662328 2444900 0.505754936693227 -11003.5089410557
2444910 0.505505058217409 2444910 0.505477675200628 -6449.90186937926
2444920 0.505082074193723 2444920 0.505054536131523 -2208.81458540658
2444930 0.504525581185772 2444930 0.504497888080224 1641.45026222138
2444940 0.503850757273847 2444940 0.503822909126786 4958.69630443389
2444950 0.503078544352916 2444950 0.503050541165852 7588.59493593541
2444960 0.502232383215259 2444960 0.502204224989337 9513.29958531249
2444970 0.501337597357179 2444970 0.501309284093154 10614.2042389366
2444980 0.500422910001144 2444980 0.500394441699325 10848.7823410693
2444990 0.499516065703912 2444990 0.499487442364177 10268.4283488977
2445000 0.498644959115867 2445000 0.498616180737662 8825.73145201992
2445010 0.497837218958455 2445010 0.497808285540797 6607.759381709
2445020 0.497116358642774 2445020 0.497087270184317 3713.81473189986
2445030 0.496504302976897 2445030 0.496475059475953 181.073940753933
2445040 0.496019276293993 2445040 0.495989877748592 -3808.32918057002
2445050 0.495673931234375 2445050 0.495644377642353 -8148.33805588839
2445060 0.495478300828531 2445060 0.495448592187565 -12736.45004256
2445070 0.495436703923501 2445070 0.495406840231203 -17362.7178325725
2445080 0.495548474206548 2445080 0.49551845546054 -21949.7625047515
2445090 0.495810094246897 2445090 0.495779920444857 -26360.242892757
2445100 0.496212083988494 2445100 0.496181755128244 -30424.4965590058
2445110 0.496741933516095 2445110 0.496711449595653 -34102.7497323887
2445120 0.49738452248993 2445120 0.497353883507547 -37254.6722962079
2445130 0.498120025639334 2445130 0.49808923159357 -39792.5174582964
2445140 0.498927900127303 2445140 0.498896951017036 -41707.6827019839
2445150 0.499785462606775 2445150 0.499754358431235 -42883.6632442494
2445160 0.500679210153425 2445160 0.50064795091205 -43327.4104208077
2445170 0.501562150949333 2445170 0.501530736642292 -43049.4645413423
2445180 0.50242063783492 2445180 0.50238906846259 -41987.200347119
2445190 0.503229931251749 2445190 0.503198206814894 -40230.494215952
2445200 0.503967876539752 2445200 0.503935997039479 -37803.4745821293
2445210 0.504612210366568 2445210 0.504580175804328 -34725.2530240504
2445220 0.50514404931069 2445220 0.505111859688226 -31142.9498628574
2445230 0.505547880419647 2445230 0.505515535738945 -27097.2776530177
2445240 0.505809913115806 2445240 0.505777413379065 -22700.6730808304
2445250 0.505921994900664 2445250 0.505889340110208 -18124.3870264209
2445260 0.505879597101715 2445260 0.50584678725994 -13430.8204411264
2445270 0.50568186704823 2445270 0.505648902157544 -8805.50405809488
2445280 0.505334463763421 2445280 0.505301343826144 -4403.15685016473
2445290 0.504846219422394 2445290 0.504812944440711 -303.051749912587
2445300 0.504230797026185 2445300 0.504197367002067 3292.60290714734
2445310 0.503507253924548 2445310 0.503473668859672 6291.90206778608
2445320 0.502696438286904 2445320 0.502662698182623 8620.66226060047
2445330 0.501823507874004 2445330 0.501789612731282 10134.154235195
2445340 0.500915929670627 2445340 0.50088187949 10839.767911618
2445350 0.500000830544825 2445350 0.49996662532641 10697.6246357254
2445360 0.499107406781539 2445360 0.499073046525 9675.79613884971
2445370 0.498263138128475 2445370 0.49822862283305 7882.28930360838
2445380 0.497493119631468 2445380 0.497458449296005 5326.78136324806
2445390 0.496821537502156 2445390 0.496786712125129 2098.09340517459
2445400 0.496267542582776 2445400 0.496232562162363 -1638.71464599711
2445410 0.495846887926926 2445410 0.495811752461058 -5831.42718056093
2445420 0.495571942355139 2445420 0.495536651841558 -10307.603020117
2445430 0.495448669634395 2445430 0.495413224070748 -14910.2548376274
2445440 0.495479895935718 2445440 0.49544429531961 -19562.5584617444
2445450 0.495663756988577 2445450 0.495628001317641 -24065.3602381586
2445460 0.49599274178795 2445460 0.495956831059937 -28319.4342216171
2445470 0.496457199752494 2445470 0.496421133965302 -32238.693793185
2445480 0.497042679285224 2445480 0.497006458436978 -35651.4767263103
2445490 0.497731303722387 2445490 0.497694927811486 -38531.0609601579
2445500 0.498504108576923 2445500 0.498467577602064 -40793.4075459199
2445510 0.499338224256378 2445510 0.499301538216609 -42335.6306552246
2445520 0.500221705218207 2445520 0.500184864112762 -43189.9901951176
2445530 0.501107595223026 2445530 0.501070599051869 -43287.1667318051
2445540 0.501981523062953 2445540 0.501944371826268 -42617.9384394613
2445550 0.502819479525737 2445550 0.502782173224083 -41250.4694021361
2445560 0.503597846869519 2445560 0.503560385503819 -39149.1800871435
2445570 0.504293347629443 2445570 0.504255731200983 -36403.0462763017
2445580 0.504886605024657 2445580 0.504848833535021 -33098.259639297
2445590 0.505359454205418 2445590 0.505321527656474 -29255.4265109214
2445600 0.505696882300049 2445600 0.505658800693896 -25043.2091860945
2445610 0.505888874142345 2445610 0.505850637481239 -20554.4003095539
2445620 0.505927655264801 2445620 0.505889263551117 -15879.9024355489
2445630 0.505810984372402 2445630 0.50577243760855 -11226.2716775863
2445640 0.505541619179413 2445640 0.50550291736776 -6679.85290336502
2445650 0.50512543980402 2445650 0.505086582946844 -2389.84442346177
2445660 0.504574783641012 2445660 0.504535771740397 1459.56416435364
2445670 0.503905638422885 2445670 0.503866471480668 4809.84674179483
2445680 0.503137190395366 2445680 0.503097868413088 7499.89898686182
2445690 0.502293787667209 2445690 0.502254310646031 9430.58850036039
2445700 0.501400783666015 2445700 0.501361151606706 10594.1172463931
2445710 0.500485601457901 2445710 0.500445814360805 10880.5663760427
2445720 0.499577520844498 2445720 0.499537578709506 10313.9266253804
2445730 0.498703675544874 2445730 0.498663578371455 8942.24940448214
2445740 0.497891307557251 2445740 0.497851055344451 6750.44370255319
2445750 0.497165533356506 2445750 0.497125126102982 3875.98764222428
2445760 0.496547002134031 2445760 0.496506439838121 400.422439576931
2445770 0.496054581290893 2445770 0.496013863950641 -3595.35594399914
2445780 0.495701987342388 2445780 0.495661114955627 -7914.18411122511
2445790 0.495497936234651 2445790 0.495456908799077 -12475.2793354128
2445800 0.495448195882374 2445800 0.495407013395593 -17133.1935819364
2445810 0.495552226885084 2445810 0.495510889344714 -21703.8814378934
2445820 0.495805652928091 2445820 0.495764160331814 -26124.9889727891
2445830 0.496200757877901 2445830 0.496159110223521 -30233.0327832795
2445840 0.496724203192051 2445840 0.496682400477579 -33903.7321429673
2445850 0.497360804454549 2445850 0.49731884667823 -37101.4092883681
2445860 0.498092204256624 2445860 0.498050091416988 -39678.8481905414
2445870 0.498896435140744 2445870 0.498854167236661 -41600.7283775199
2445880 0.499751592364325 2445880 0.499709169395005 -42845.1719259839
2445890 0.500633245059668 2445890 0.500590667024701 -43314.6981561575
2445900 0.501516099128378 2445900 0.501473366027746 -43059.4832576046
2445910 0.502376293226041 2445910 0.502333405060094 -42068.5239174261
2445920 0.503188672334223 2445920 0.503145629103704 -40321.1731105706
2445930 0.503930137240585 2445930 0.503886938946593 -37930.3905539799
2445940 0.504579876493307 2445940 0.504536523137263 -34904.6020576375
2445950 0.505117668976334 2445950 0.505074160559975 -31316.9181364426
2445960 0.5055278727864 2445960 0.505484209311705 -27313.1492028458
2445970 0.50579767856698 2445970 0.505753860036124 -22933.2736496057
2445980 0.505917148554905 2445980 0.50587317497022 -18340.1773083289
2445990 0.505882440950668 2445990 0.505838312314545 -13679.3911333952
2446000 0.505692799629982 2446000 0.505648515944822 -9030.49544146495
2446010 0.505352285340742 2446010 0.505307846608885 -4604.26359095834
2446020 0.504870960928146 2446020 0.504826367151775 -513.60833196035
2446030 0.50426162794038 2446030 0.50421687912148 3139.27572909806
2446040 0.50354249969647 2446040 0.503497595836743 6163.22394263474
2446050 0.502735756339033 2446050 0.502690697439839 8513.43916850781
2446060 0.50186505681082 2446060 0.50181984287315 10099.6235007087
2446070 0.500958074317694 2446070 0.50091270534211 10823.1440581177
2446080 0.500042890226705 2446080 0.499997366213333 10728.2226681785
2446090 0.499147137993506 2446090 0.499101458942046 9771.16158372303
2446100 0.498299468901062 2446100 0.498253634810769 7983.84367745073
2446110 0.497525191830993 2446110 0.497479202700729 5485.67176269544
2446120 0.49684744116046 2446120 0.496801296988728 2293.68513853173
2446130 0.496287074226202 2446130 0.496240775011182 -1447.41969712009
2446140 0.495859217027934 2446140 0.495812762767571 -5591.08585431876
2446150 0.495576065866584 2446150 0.495529456558634 -10068.7198752317
2446160 0.495445212366735 2446160 0.495398448008837 -14679.9929340942
2446170 0.495468252319383 2446170 0.495421332909152 -19305.9703046988
2446180 0.495644088626087 2446180 0.495597014161152 -23845.8118494226
2446190 0.495966177856319 2446190 0.495918948334413 -28107.2657188413
2446200 0.496423532523117 2446200 0.496376147942143 -32030.4182842504
2446210 0.497003158066654 2446210 0.496955618424716 -35502.239313171
2446220 0.497687144912673 2446220 0.497639450208153 -38387.125751751
