bbat sat ut1 clkchain clock0 clock1 clock2 clock3 clock4 bat Ttt tt tt2tb roemer shapiro tropo shapiroJ shapiroS shapiroV shapiroU shapiroN posTel1 posTel2 posTel3 tt2tb telSSB1 telSSB2 telSSB3 geoSSB1 geoSSB2 geoSSB3 velPulsar1 velPulsar2 velPulsar3 zenith1 zenith2 zenith3 posPulsar1 posPulsar2 posPulsar3 elevation freq
41999.504828548863781 41999.5 0 10->TAI->TT(TAI) 12 32.183999999999997499 0 0 0 41999.504828548863781 41999.500511388888889 44.183999999999997499 -0.0013093252752278416746 373.00392566759927604 -5.4455861035668421698e-06 -1.6713209363928346973e-08 -1.7940220851823353161e-08 -6.504092751183190538e-09 1.2920781772558379741e-11 -2.6664305749319870811e-10 -1.2788947303200129084e-09 -0.017486 0.005696 -0.010677 -0.0013093252752278416746 307.35538753 354.81674348 153.87830895 307.37287326970579215 354.81104780843702429 153.8889859369728299 0.000468 -0.000700 0.000398 -1840.338529 599.463961 -1131.282298 0.864080 0.421839 -0.274623 -27.254315935139924676 545000000
42000.004803041275355 42000 0 10->TAI->TT(TAI) 12 32.183999999999997499 0 0 0 42000.004803041275355 42000.000511388888889 44.183999999999997499 -0.0013037311130433735205 370.80006448608492065 -5.420067240897334589e-06 1.0363562641959063037e-08 -1.7961237277548894466e-08 -6.5030543566411249487e-09 1.2840300993836679171e-11 -2.6682932028503663514e-10 -1.2792151892500000233e-09 0.017587 -0.005545 -0.010589 -0.0013037311130433735205 303.95808229 357.23651807 154.93272863 303.94049486348575329 357.24206274205209866 154.94331770648412316 0.000468 -0.000700 0.000398 1851.079242 -583.571978 -1122.030288 0.864080 0.421839 -0.274623 47.824789330878537896 545000000
42000.504776612219139 42000.5 0 10->TAI->TT(TAI) 12 32.183999999999997499 0 0 0 42000.504776612219139 42000.500511388888889 44.183999999999997499 -0.0012911868371026124277 368.51658148497557477 -5.3932655395631830248e-06 -1.6365123582298365652e-08 -1.7981959100911196039e-08 -6.5020327151367787922e-09 1.2769694009071571207e-11 -2.6701565926833251231e-10 -1.2795314027716349649e-09 -0.017581 0.005394 -0.010677 -0.0012911868371026124277 300.46719696 359.65147230 155.97526102 300.48477808117490895 359.64607870906792186 155.98593823778315937 0.000468 -0.000700 0.000398 -1850.377701 567.670747 -1131.306709 0.864080 0.421839 -0.274623 -27.890908982702931951 545000000
42009.504252168766332 42009.5 0 10->TAI->TT(TAI) 12 32.183999999999997499 0 0 0 42009.504252168766332 42009.500511388888889 44.183999999999997499 -0.0011079991382431176108 323.20448451872107398 -4.8511225687968993333e-06 -1.3989780430199069807e-08 -1.8357995548856587326e-08 -6.4891891473429372012e-09 1.1967600037239156631e-11 -2.7008621502276094788e-10 -1.2851101899825263675e-09 -0.018202 0.002614 -0.010679 -0.0011079991382431176108 234.55425428 398.07728342 172.63943035 234.57245649898891315 398.07466945077061382 172.65010910651488985 0.000468 -0.000700 0.000398 -1915.748175 275.118179 -1131.468735 0.864080 0.421839 -0.274623 -33.230803067809567608 545000000
42010.00422049920623 42010 0 10->TAI->TT(TAI) 12 32.183999999999997499 0 0 0 42010.00422049920623 42010.000511388888889 44.183999999999997499 -0.0011003325466914398202 320.4682269159972634 -4.8176612207847954944e-06 9.2552449141308764262e-09 -1.837897819534274981e-08 -6.4887939432930581937e-09 1.1948474719860271843e-11 -2.7023984481414722123e-10 -1.2854124341283838661e-09 0.018277 -0.002457 -0.010587 -0.0011003325466914398202 230.74001204 399.92586733 173.44317633 230.72173470832953512 399.92832424418276105 173.4537636992317573 0.000468 -0.000700 0.000398 1923.690692 -258.587412 -1121.850816 0.864080 0.421839 -0.274623 56.120297438467353857 545000000
42010.504187861021624 42010.5 0 10->TAI->TT(TAI) 12 32.183999999999997499 0 0 0 42010.504187861021624 42010.500511388888889 44.183999999999997499 -0.0010856421743386920811 317.64827308752535373 -4.7827515606735112764e-06 -1.3791748835160545773e-08 -1.8399652631179512172e-08 -6.4884058892871883011e-09 1.1939545530506823856e-11 -2.7039286193073307869e-10 -1.2857103798793678426e-09 -0.018244 0.002300 -0.010679 -0.0010856421743386920811 226.83483177 401.75348406 174.23337434 226.85307626495847444 401.75118402800836748 174.24405319666507808 0.000468 -0.000700 0.000398 -1920.196909 242.076109 -1131.479372 0.864080 0.421839 -0.274623 -33.775737152746685865 545000000
42019.503560425517417 42019.5 0 10->TAI->TT(TAI) 12 32.183999999999997499 0 0 0 42019.503560425517417 42019.500511388888889 44.183999999999997499 -0.00087143362221350100828 263.43763200788350787 -4.0912923934539384511e-06 -1.2419844740534081585e-08 -1.8770879849016351937e-08 -6.4871999343558586519e-09 1.2229456701140652164e-11 -2.7279753565242941163e-10 -1.2908919492705185963e-09 -0.018381 -0.000545 -0.010679 -0.00087143362221350100828 154.49302558 429.13465949 186.10523153 154.51140622334975205 429.13520438488626496 186.11591069572148172 0.000468 -0.000700 0.000398 -1934.527046 -57.349618 -1131.511693 0.864080 0.421839 -0.274623 -38.155941287982493293 545000000
42020.003523559828004 42020 0 10->TAI->TT(TAI) 12 32.183999999999997499 0 0 0 42020.003523559828004 42020.000511388888889 44.183999999999997499 -0.00086247517518637736595 260.25242754712536453 -4.0493687732524825734e-06 8.5499625184291920508e-09 -1.8791379314936763742e-08 -6.4874572026309238198e-09 1.2270189964147739966e-11 -2.7291070148929087912e-10 -1.2911684282357712343e-09 0.018429 0.000703 -0.010587 -0.00086247517518637736595 150.38096222 430.34810025 186.63093281 150.36253372337415612 430.34739686119002045 186.64151984304984921 0.000468 -0.000700 0.000398 1939.601355 74.030568 -1121.814887 0.864080 0.421839 -0.274623 64.017037831486646837 545000000
42020.503485713490598 42020.5 0 10->TAI->TT(TAI) 12 32.183999999999997499 0 0 0 42020.503485713490598 42020.500511388888889 44.183999999999997499 -0.00084646865731480237446 256.98248801135400754 -4.005828519613667375e-06 -1.2305460728335031802e-08 -1.8811565462282276763e-08 -6.4877106442308614148e-09 1.2321639146626227858e-11 -2.7302269928374636166e-10 -1.291440684462657777e-09 -0.018369 -0.000861 -0.010679 -0.00084646865731480237446 146.18378568 431.52552493 187.14207221 146.20215423032146873 431.52638636487205304 187.1527513424963729 0.000468 -0.000700 0.000398 -1933.253923 -90.665625 -1131.508549 0.864080 0.421839 -0.274623 -38.57821890654950181 545000000
42029.50277496108912 42029.5 0 10->TAI->TT(TAI) 12 32.183999999999997499 0 0 0 42029.50277496108912 42029.500511388888889 44.183999999999997499 -0.0006129016298620885983 195.57324780717848967 -3.1557411541328178539e-06 -1.1538955139028917974e-08 -1.917062639325994056e-08 -6.4979420330973055766e-09 1.3682718032754903217e-11 -2.7463498043511557977e-10 -1.2961016442570949145e-09 -0.018016 -0.003688 -0.010678 -0.0006129016298620885983 69.68880418 446.99009690 193.85145384 69.706819910894282089 446.99378456391934833 193.86213204703824431 0.000468 -0.000700 0.000398 -1896.120172 -388.122963 -1131.411260 0.864080 0.421839 -0.274623 -41.701707294561678907 545000000
