bbat sat ut1 clkchain clock0 clock1 clock2 clock3 clock4 bat Ttt tt tt2tb roemer shapiro tropo shapiroJ shapiroS shapiroV shapiroU shapiroN posTel1 posTel2 posTel3 tt2tb telSSB1 telSSB2 telSSB3 geoSSB1 geoSSB2 geoSSB3 velPulsar1 velPulsar2 velPulsar3 zenith1 zenith2 zenith3 posPulsar1 posPulsar2 posPulsar3 elevation freq
41990.005254683046484 41990 0 10->TAI->TT(TAI) 12 32.183999999999997499 0 0 0 41990.005254683046484 41990.000511388888889 44.183999999999997499 -0.0014643323301363410545 409.82207366744273713 -5.867499064869241447e-06 1.2100532529014576103e-08 -1.7547209502256592226e-08 -6.5297134280800289737e-09 1.499927204213281902e-11 -2.6284164234384884602e-10 -1.2727287543275345715e-09 0.016379 -0.008469 -0.010592 -0.0014643323301363410545 367.87428802 303.73896456 131.73470306 367.85790884658860023 303.74743334982633769 131.74529512979950141 0.000468 -0.000700 0.000398 1723.911796 -891.331715 -1122.345079 0.864080 0.421839 -0.274623 39.36147307262400119 545000000
42000.004803041275355 42000 0 10->TAI->TT(TAI) 12 32.183999999999997499 0 0 0 42000.004803041275355 42000.000511388888889 44.183999999999997499 -0.0013037311130433735205 370.80006448608492065 -5.420067240897334589e-06 1.0363562641959063037e-08 -1.7961237277548894466e-08 -6.5030543566411249487e-09 1.2840300993836679171e-11 -2.6682932028503663514e-10 -1.2792151892500000233e-09 0.017587 -0.005545 -0.010589 -0.0013037311130433735205 303.95808229 357.23651807 154.93272863 303.94049486348575329 357.24206274205209866 154.94331770648412316 0.000468 -0.000700 0.000398 1851.079242 -583.571978 -1122.030288 0.864080 0.421839 -0.274623 47.824789330878537896 545000000
42000.004803041275355 42000 0 10->TAI->TT(TAI) 12 32.183999999999997499 0 0 0 42000.004803041275355 42000.000511388888889 44.183999999999997499 -0.0013037311130433735205 370.80006448608492065 -5.420067240897334589e-06 1.0363562641959063037e-08 -1.7961237277548894466e-08 -6.5030543566411249487e-09 1.2840300993836679171e-11 -2.6682932028503663514e-10 -1.2792151892500000233e-09 0.017587 -0.005545 -0.010589 -0.0013037311130433735205 303.95808229 357.23651807 154.93272863 303.94049486348575329 357.24206274205209866 154.94331770648412316 0.000468 -0.000700 0.000398 1851.079242 -583.571978 -1122.030288 0.864080 0.421839 -0.274623 47.824789330878537896 545000000
42010.00422049920623 42010 0 10->TAI->TT(TAI) 12 32.183999999999997499 0 0 0 42010.00422049920623 42010.000511388888889 44.183999999999997499 -0.0011003325466914398202 320.4682269159972634 -4.8176612207847954944e-06 9.2552449141308764262e-09 -1.837897819534274981e-08 -6.4887939432930581937e-09 1.1948474719860271843e-11 -2.7023984481414722123e-10 -1.2854124341283838661e-09 0.018277 -0.002457 -0.010587 -0.0011003325466914398202 230.74001204 399.92586733 173.44317633 230.72173470832953512 399.92832424418276105 173.4537636992317573 0.000468 -0.000700 0.000398 1923.690692 -258.587412 -1121.850816 0.864080 0.421839 -0.274623 56.120297438467353857 545000000
42010.00422049920623 42010 0 10->TAI->TT(TAI) 12 32.183999999999997499 0 0 0 42010.00422049920623 42010.000511388888889 44.183999999999997499 -0.0011003325466914398202 320.4682269159972634 -4.8176612207847954944e-06 9.2552449141308764262e-09 -1.837897819534274981e-08 -6.4887939432930581937e-09 1.1948474719860271843e-11 -2.7023984481414722123e-10 -1.2854124341283838661e-09 0.018277 -0.002457 -0.010587 -0.0011003325466914398202 230.74001204 399.92586733 173.44317633 230.72173470832953512 399.92832424418276105 173.4537636992317573 0.000468 -0.000700 0.000398 1923.690692 -258.587412 -1121.850816 0.864080 0.421839 -0.274623 56.120297438467353857 545000000
42010.00422049920623 42010 0 10->TAI->TT(TAI) 12 32.183999999999997499 0 0 0 42010.00422049920623 42010.000511388888889 44.183999999999997499 -0.0011003325466914398202 320.4682269159972634 -4.8176612207847954944e-06 9.2552449141308764262e-09 -1.837897819534274981e-08 -6.4887939432930581937e-09 1.1948474719860271843e-11 -2.7023984481414722123e-10 -1.2854124341283838661e-09 0.018277 -0.002457 -0.010587 -0.0011003325466914398202 230.74001204 399.92586733 173.44317633 230.72173470832953512 399.92832424418276105 173.4537636992317573 0.000468 -0.000700 0.000398 1923.690692 -258.587412 -1121.850816 0.864080 0.421839 -0.274623 56.120297438467353857 545000000
42020.003523559828004 42020 0 10->TAI->TT(TAI) 12 32.183999999999997499 0 0 0 42020.003523559828004 42020.000511388888889 44.183999999999997499 -0.00086247517518637736595 260.25242754712536453 -4.0493687732524825734e-06 8.5499625184291920508e-09 -1.8791379314936763742e-08 -6.4874572026309238198e-09 1.2270189964147739966e-11 -2.7291070148929087912e-10 -1.2911684282357712343e-09 0.018429 0.000703 -0.010587 -0.00086247517518637736595 150.38096222 430.34810025 186.63093281 150.36253372337415612 430.34739686119002045 186.64151984304984921 0.000468 -0.000700 0.000398 1939.601355 74.030568 -1121.814887 0.864080 0.421839 -0.274623 64.017037831486646837 545000000
42020.003523559828004 42020 0 10->TAI->TT(TAI) 12 32.183999999999997499 0 0 0 42020.003523559828004 42020.000511388888889 44.183999999999997499 -0.00086247517518637736595 260.25242754712536453 -4.0493687732524825734e-06 8.5499625184291920508e-09 -1.8791379314936763742e-08 -6.4874572026309238198e-09 1.2270189964147739966e-11 -2.7291070148929087912e-10 -1.2911684282357712343e-09 0.018429 0.000703 -0.010587 -0.00086247517518637736595 150.38096222 430.34810025 186.63093281 150.36253372337415612 430.34739686119002045 186.64151984304984921 0.000468 -0.000700 0.000398 1939.601355 74.030568 -1121.814887 0.864080 0.421839 -0.274623 64.017037831486646837 545000000
42020.003523559828004 42020 0 10->TAI->TT(TAI) 12 32.183999999999997499 0 0 0 42020.003523559828004 42020.000511388888889 44.183999999999997499 -0.00086247517518637736595 260.25242754712536453 -4.0493687732524825734e-06 8.5499625184291920508e-09 -1.8791379314936763742e-08 -6.4874572026309238198e-09 1.2270189964147739966e-11 -2.7291070148929087912e-10 -1.2911684282357712343e-09 0.018429 0.000703 -0.010587 -0.00086247517518637736595 150.38096222 430.34810025 186.63093281 150.36253372337415612 430.34739686119002045 186.64151984304984921 0.000468 -0.000700 0.000398 1939.601355 74.030568 -1121.814887 0.864080 0.421839 -0.274623 64.017037831486646837 545000000
42030.002734038405762 42030 0 10->TAI->TT(TAI) 12 32.183999999999997499 0 0 0 42030.002734038405762 42030.000511388888889 44.183999999999997499 -0.00060290857787705131373 192.0375180424354653 -3.1047789922809099359e-06 8.1324401020770729785e-09 -1.9190277480289125656e-08 -6.498823777182162494e-09 1.3781696491804910162e-11 -2.747012202647303132e-10 -1.2963461580166188268e-09 0.018036 0.003843 -0.010588 -0.00060290857787705131373 65.40514134 447.53333519 194.08396840 65.387104857186741924 447.52949226975596275 194.09455645592731798 0.000468 -0.000700 0.000398 1898.341490 404.464278 -1121.922821 0.864080 0.421839 -0.274623 70.945847288123943031 545000000
