bbat sat ut1 clkchain clock0 clock1 clock2 clock3 clock4 bat Ttt tt tt2tb roemer shapiro tropo shapiroJ shapiroS shapiroV shapiroU shapiroN posTel1 posTel2 posTel3 tt2tb telSSB1 telSSB2 telSSB3 geoSSB1 geoSSB2 geoSSB3 velPulsar1 velPulsar2 velPulsar3 zenith1 zenith2 zenith3 posPulsar1 posPulsar2 posPulsar3 elevation freq
41999.904808116525853 41999.899999999999999 0 10->TAI->TT(TAI) 12 32.183999999999997499 0 0 0 41999.904808116525853 41999.900511388888887 44.183999999999997499 -0.001305533652387131727 371.23856794285421756 -5.4250586595397387252e-06 2.6333646514705240633e-08 -1.7957044927720032668e-08 -6.5032510341412570857e-09 1.2855679025625442902e-11 -2.6679205267193859837e-10 -1.2791515812670585947e-09 0.010949 -0.014827 -0.010606 -0.001305533652387131727 304.63979387 356.74318683 154.72277961 304.62884485658992162 356.75801334350188654 154.73338541497625442 0.000468 -0.000700 0.000398 1152.392899 -1560.477009 -1123.790323 0.864080 0.421839 -0.274623 16.750229155902054856 545000000
42000.004803041275355 42000 0 10->TAI->TT(TAI) 12 32.183999999999997499 0 0 0 42000.004803041275355 42000.000511388888889 44.183999999999997499 -0.0013037311130433735205 370.80006448608492065 -5.420067240897334589e-06 1.0363562641959063037e-08 -1.7961237277548894466e-08 -6.5030543566411249487e-09 1.2840300993836679171e-11 -2.6682932028503663514e-10 -1.2792151892500000233e-09 0.017587 -0.005545 -0.010589 -0.0013037311130433735205 303.95808229 357.23651807 154.93272863 303.94049486348575329 357.24206274205209866 154.94331770648412316 0.000468 -0.000700 0.000398 1851.079242 -583.571978 -1122.030288 0.864080 0.421839 -0.274623 47.824789330878537896 545000000
42000.10479789593235 42000.100000000000001 0 10->TAI->TT(TAI) 12 32.183999999999997499 0 0 0 42000.10479789593235 42000.10051138888889 44.183999999999997499 -0.0013012710027722493387 370.35550439299521486 -5.4149746270404485802e-06 7.984004810976541574e-09 -1.7965400832893860556e-08 -6.5028575506751361974e-09 1.2825692733215258968e-11 -2.6686667496714563163e-10 -1.2792784299927071492e-09 0.017483 0.005866 -0.010589 -0.0013012710027722493387 303.26869400 357.73089849 155.14219229 303.25121132536270352 357.72503218743230491 155.15278155049381326 0.000468 -0.000700 0.000398 1840.053835 617.422471 -1122.048999 0.864080 0.421839 -0.274623 74.329551896381730103 545000000
42009.904226824432378 42009.899999999999999 0 10->TAI->TT(TAI) 12 32.183999999999997499 0 0 0 42009.904226824432378 42009.900511388888887 44.183999999999997499 -0.0011025624031455224638 321.01472868716666653 -4.8242566981520643981e-06 1.7954459594240600231e-08 -1.8374801044920867224e-08 -6.4888628796207276333e-09 1.1951461241324127416e-11 -2.702091520177491423e-10 -1.285352565591873436e-09 0.013326 -0.012738 -0.010600 -0.0011025624031455224638 231.50664955 399.54731364 173.28349993 231.49332387236435693 399.56005171736592274 173.29409980229559096 0.000468 -0.000700 0.000398 1402.534560 -1340.670486 -1123.166078 0.864080 0.421839 -0.274623 25.207303394723759027 545000000
42010.00422049920623 42010 0 10->TAI->TT(TAI) 12 32.183999999999997499 0 0 0 42010.00422049920623 42010.000511388888889 44.183999999999997499 -0.0011003325466914398202 320.4682269159972634 -4.8176612207847954944e-06 9.2552449141308764262e-09 -1.837897819534274981e-08 -6.4887939432930581937e-09 1.1948474719860271843e-11 -2.7023984481414722123e-10 -1.2854124341283838661e-09 0.018277 -0.002457 -0.010587 -0.0011003325466914398202 230.74001204 399.92586733 173.44317633 230.72173470832953512 399.92832424418276105 173.4537636992317573 0.000468 -0.000700 0.000398 1923.690692 -258.587412 -1121.850816 0.864080 0.421839 -0.274623 56.120297438467353857 545000000
42010.104214097079396 42010.100000000000001 0 10->TAI->TT(TAI) 12 32.183999999999997499 0 0 0 42010.104214097079396 42010.10051138888889 44.183999999999997499 -0.0010974365663393814523 319.91508026674813436 -4.8109503567985327846e-06 7.9321115303027181327e-09 -1.8383126529842719913e-08 -6.4887238746416292727e-09 1.1946296274791177253e-11 -2.7027058199151589362e-10 -1.2854719520816820151e-09 0.016221 0.008768 -0.010592 -0.0010974365663393814523 229.96564895 400.30413268 173.60230056 229.94942807007598162 400.29536495754609859 173.61289298638553191 0.000468 -0.000700 0.000398 1707.251865 922.794510 -1122.383153 0.864080 0.421839 -0.274623 75.730355624573817863 545000000
42019.903530941580897 42019.899999999999999 0 10->TAI->TT(TAI) 12 32.183999999999997499 0 0 0 42019.903530941580897 42019.900511388888887 44.183999999999997499 -0.00086497534099185793745 260.8902134942895259 -4.0576724412892130515e-06 1.3811788423285870678e-08 -1.8787306169066439232e-08 -6.4873969950906537293e-09 1.2261036539036172189e-11 -2.7288814766957067571e-10 -1.2911137921349372682e-09 0.015310 -0.010274 -0.010595 -0.00086497534099185793745 151.20854893 430.09733839 186.52695219 151.19323914928014574 430.10761202189519281 186.53754712326355047 0.000468 -0.000700 0.000398 1611.359343 -1081.290011 -1122.646676 0.864080 0.421839 -0.274623 33.719236015009485641 545000000
42020.003523559828004 42020 0 10->TAI->TT(TAI) 12 32.183999999999997499 0 0 0 42020.003523559828004 42020.000511388888889 44.183999999999997499 -0.00086247517518637736595 260.25242754712536453 -4.0493687732524825734e-06 8.5499625184291920508e-09 -1.8791379314936763742e-08 -6.4874572026309238198e-09 1.2270189964147739966e-11 -2.7291070148929087912e-10 -1.2911684282357712343e-09 0.018429 0.000703 -0.010587 -0.00086247517518637736595 150.38096222 430.34810025 186.63093281 150.36253372337415612 430.34739686119002045 186.64151984304984921 0.000468 -0.000700 0.000398 1939.601355 74.030568 -1121.814887 0.864080 0.421839 -0.274623 64.017037831486646837 545000000
42020.103516096898044 42020.100000000000001 0 10->TAI->TT(TAI) 12 32.183999999999997499 0 0 0 42020.103516096898044 42020.10051138888889 44.183999999999997499 -0.00085930444270442593157 259.60762723582587341 -4.0409349966891019919e-06 8.0834029774271110171e-09 -1.8795424318928011796e-08 -6.4875152573365817506e-09 1.2280204371503263011e-11 -2.7293326595696263891e-10 -1.2912227403387172449e-09 0.014481 0.011410 -0.010597 -0.00085930444270442593157 149.54584908 430.59726391 186.73432064 149.53136802095488633 430.58585356921793164 186.74491745224406714 0.000468 -0.000700 0.000398 1524.137357 1200.927981 -1122.844550 0.864080 0.421839 -0.274623 71.982146635128600565 545000000
42029.902742249004856 42029.899999999999999 0 10->TAI->TT(TAI) 12 32.183999999999997499 0 0 0 42029.902742249004856 42029.900511388888887 44.183999999999997499 -0.00060563194616990211408 192.74691652088958449 -3.1149080897056623418e-06 1.1422442548188645778e-08 -1.9186380026564146926e-08 -6.4986403714424259739e-09 1.3760673389617890245e-11 -2.7468809374008026595e-10 -1.2962979739414618674e-09 0.016843 -0.007506 -0.010591 -0.00060563194616990211408 66.26832681 447.41760169 194.03867720 66.251484059422253381 447.42510761069394221 194.04926835162990528 0.000468 -0.000700 0.000398 1772.702468 -789.991139 -1122.248877 0.864080 0.421839 -0.274623 42.227249416570671769 545000000
