 an         x(")        x_er(")     y(")        y_er(")    UT1-TAI(s)  UT1_er(s)    dPsi(")     dPsi_er(")  dEps(")     dEps_er(")
   1986.95    0.139113    0.000184    0.333273    0.000149 -23.1147761   0.0000240   -0.001913    0.000641    0.003542    0.000294
   1987.00    0.145824    0.000217    0.312631    0.000183 -23.1384186   0.0000200   -0.001110    0.000561    0.003074    0.000259
   1987.05    0.139555    0.000197    0.287409    0.000152 -23.1614325   0.0000150    0.000391    0.000407    0.003452    0.000212
   1987.10    0.128939    0.000168    0.265841    0.000125 -23.1847401   0.0000170   -0.001385    0.000390    0.002641    0.000199
   1987.15    0.121784    0.000193    0.247795    0.000148 -23.2140515   0.0000160   -0.000087    0.000372    0.001691    0.000185
   1987.20    0.109536    0.000201    0.224417    0.000153 -23.2475819   0.0000180    0.001179    0.000405    0.001188    0.000230
   1987.25    0.094480    0.000204    0.213081    0.000162 -23.2793253   0.0000180    0.001505    0.000442    0.000083    0.000262
   1987.30    0.073404    0.000210    0.204901    0.000184 -23.3092724   0.0000170    0.002648    0.000447   -0.000979    0.000260
   1987.35    0.052822    0.000265    0.200269    0.000228 -23.3374636   0.0000210    0.003865    0.000535   -0.001226    0.000317
   1987.40    0.030429    0.000250    0.197917    0.000220 -23.3625013   0.0000170    0.002208    0.000525   -0.000718    0.000302
   1987.45    0.015626    0.000211    0.199284    0.000180 -23.3838771   0.0000120    0.000215    0.000427   -0.001084    0.000227
   1987.50   -0.006588    0.000175    0.207357    0.000162 -23.3996811   0.0000115   -0.002074    0.000407   -0.000192    0.000218
   1987.55   -0.025572    0.000200    0.218498    0.000176 -23.4106860   0.0000169   -0.006465    0.000410   -0.000598    0.000197
   1987.60   -0.031386    0.000216    0.234335    0.000175 -23.4202036   0.0000220   -0.008180    0.000468   -0.000649    0.000244
   1987.65   -0.038130    0.000247    0.253908    0.000219 -23.4353058   0.0000190   -0.009751    0.000510    0.000004    0.000260
   1987.70   -0.043800    0.000246    0.272235    0.000201 -23.4567048   0.0000171   -0.011541    0.000525   -0.000537    0.000271
   1987.75   -0.054348    0.000230    0.296290    0.000182 -23.4836500   0.0000170   -0.008841    0.000528   -0.000323    0.000303
   1987.80   -0.062380    0.000191    0.318643    0.000162 -23.5136872   0.0000160   -0.007432    0.000478    0.000940    0.000260
   1987.85   -0.059692    0.000167    0.341773    0.000146 -23.5441797   0.0000120   -0.006002    0.000425    0.001197    0.000219
   1987.90   -0.056846    0.000194    0.371209    0.000157 -23.5757076   0.0000161   -0.004170    0.000490    0.002012    0.000287
   1987.95   -0.051102    0.000204    0.394543    0.000155 -23.6053209   0.0000190   -0.001894    0.000495    0.002904    0.000288
   1988.00   -0.024049    0.000188    0.413282    0.000142 -23.6342484   0.0000230   -0.003154    0.000488    0.002852    0.000200
   1988.05    0.005032    0.000173    0.424876    0.000126 -23.6624013   0.0000219   -0.002445    0.000485    0.002220    0.000158
   1988.10    0.044281    0.000197    0.432257    0.000139 -23.6861386   0.0000206   -0.001297    0.000523    0.002487    0.000202
   1988.15    0.067007    0.000188    0.430549    0.000150 -23.7198089   0.0000230   -0.002529    0.000538    0.000620    0.000213
   1988.20    0.105176    0.000215    0.428674    0.000176 -23.7540098   0.0000180   -0.000971    0.000495   -0.000404    0.000185
   1988.25    0.131980    0.000223    0.405395    0.000196 -23.7835290   0.0000211    0.000275    0.000445   -0.000171    0.000174
   1988.30    0.149560    0.000212    0.378349    0.000171 -23.8189234   0.0000237   -0.000083    0.000495   -0.001655    0.000198
   1988.35    0.170966    0.000190    0.354126    0.000145 -23.8490563   0.0000251    0.001003    0.000508   -0.002155    0.000205
   1988.40    0.174983    0.000162    0.322090    0.000119 -23.8779079   0.0000190    0.000606    0.000455   -0.001512    0.000155
   1988.45    0.164421    0.000154    0.287851    0.000116 -23.9001198   0.0000170   -0.001985    0.000458   -0.001649    0.000162
   1988.50    0.168716    0.000166    0.251381    0.000110 -23.9114150   0.0000167   -0.004252    0.000442   -0.001375    0.000140
   1988.55    0.161787    0.000166    0.215902    0.000108 -23.9193840   0.0000190   -0.007176    0.000432   -0.000892    0.000141
   1988.60    0.140336    0.000133    0.180247    0.000103 -23.9298897   0.0000190   -0.010584    0.000442   -0.001674    0.000162
   1988.65    0.107231    0.000138    0.154514    0.000123 -23.9412543   0.0000240   -0.010912    0.000485   -0.001472    0.000185
   1988.70    0.065636    0.000169    0.137072    0.000154 -23.9550153   0.0000210   -0.011332    0.000455   -0.000460    0.000162
   1988.75    0.010252    0.000191    0.128783    0.000180 -23.9757792   0.0000180   -0.011855    0.000455   -0.000973    0.000171
   1988.80   -0.049170    0.000187    0.139259    0.000170 -24.0035654   0.0000160   -0.008721    0.000480   -0.000710    0.000189
   1988.85   -0.100896    0.000146    0.164559    0.000120 -24.0326779   0.0000089   -0.006787    0.000425    0.000973    0.000154
   1988.90   -0.138492    0.000163    0.208200    0.000136 -24.0642924   0.0000090   -0.005448    0.000400    0.000844    0.000146
   1988.95   -0.164966    0.000145    0.260687    0.000119 -24.0931296   0.0000150   -0.004039    0.000447    0.001683    0.000151
   1989.00   -0.160797    0.000129    0.313437    0.000110 -24.1148927   0.0000180   -0.003166    0.000513    0.002160    0.000196
   1989.05   -0.142270    0.000102    0.359031    0.000084 -24.1368216   0.0000144   -0.004045    0.000483    0.001691    0.000183
   1989.10   -0.118217    0.000116    0.399318    0.000097 -24.1633986   0.0000111   -0.003702    0.000450    0.000706    0.000164
   1989.15   -0.075635    0.000122    0.437428    0.000089 -24.1884607   0.0000090   -0.002506    0.000412    0.000428    0.000140
   1989.20   -0.027649    0.000117    0.466884    0.000087 -24.2168840   0.0000090   -0.002994    0.000407   -0.001552    0.000142
   1989.25    0.029138    0.000119    0.481156    0.000091 -24.2469015   0.0000131   -0.001341    0.000417   -0.002455    0.000157
   1989.30    0.084296    0.000109    0.481614    0.000084 -24.2757697   0.0000140   -0.000602    0.000422   -0.002002    0.000154
   1989.35    0.126584    0.000116    0.470487    0.000099 -24.3100787   0.0000180   -0.001656    0.000432   -0.003254    0.000168
   1989.40    0.169965    0.000104    0.444849    0.000096 -24.3405480   0.0000140   -0.001852    0.000392   -0.003135    0.000152
   1989.45    0.203373    0.000118    0.412513    0.000109 -24.3674030   0.0000150   -0.003921    0.000392   -0.002588    0.000157
   1989.50    0.238523    0.000127    0.364712    0.000100 -24.3852777   0.0000120   -0.006949    0.000390   -0.002791    0.000151
   1989.55    0.258386    0.000106    0.312087    0.000089 -24.4023743   0.0000090   -0.009471    0.000370   -0.002311    0.000137
   1989.60    0.259532    0.000110    0.254988    0.000094 -24.4208733   0.0000110   -0.012197    0.000365   -0.002329    0.000140
   1989.65    0.250660    0.000132    0.198446    0.000110 -24.4416255   0.0000120   -0.013654    0.000380   -0.002497    0.000147
   1989.70    0.217347    0.000126    0.146557    0.000105 -24.4630412   0.0000120   -0.013457    0.000380   -0.002339    0.000155
   1989.75    0.165483    0.000102    0.106188    0.000088 -24.4894272   0.0000080   -0.012621    0.000342   -0.001187    0.000127
   1989.80    0.098202    0.000067    0.083078    0.000061 -24.5222680   0.0000050   -0.011468    0.000289   -0.001197    0.000095
   1989.85    0.030984    0.000074    0.074269    0.000068 -24.5610700   0.0000060   -0.008912    0.000292   -0.000741    0.000106
   1989.90   -0.038715    0.000101    0.086841    0.000079 -24.6005259   0.0000080   -0.007242    0.000312    0.000476    0.000125
   1989.95   -0.090364    0.000088    0.118062    0.000062 -24.6388418   0.0000070   -0.005967    0.000317    0.000538    0.000124
   1990.00   -0.131513    0.000117    0.163693    0.000089 -24.6720461   0.0000120   -0.005429    0.000266    0.000961    0.000107
   1990.05   -0.168081    0.000146    0.213967    0.000117 -24.7016469   0.0000209   -0.005550    0.000241    0.000739    0.000120
   1990.10   -0.202565    0.000153    0.276643    0.000117 -24.7382682   0.0000220   -0.005783    0.000246    0.000117    0.000127
   1990.15   -0.199240    0.000146    0.345465    0.000120 -24.7809308   0.0000180   -0.004880    0.000221   -0.001056    0.000108
   1990.20   -0.186056    0.000144    0.411755    0.000100 -24.8196896   0.0000154   -0.003746    0.000194   -0.001838    0.000095
   1990.25   -0.153261    0.000137    0.471733    0.000091 -24.8643594   0.0000140   -0.003599    0.000178   -0.003385    0.000093
   1990.30   -0.102827    0.000130    0.524133    0.000103 -24.9069825   0.0000160   -0.001887    0.000201   -0.003882    0.000100
   1990.35   -0.050373    0.000117    0.556975    0.000097 -24.9435476   0.0000160   -0.002303    0.000214   -0.003902    0.000098
   1990.40    0.025110    0.000112    0.573376    0.000087 -24.9794260   0.0000157   -0.003552    0.000214   -0.004412    0.000097
   1990.45    0.095359    0.000146    0.569155    0.000110 -25.0111855   0.0000180   -0.005226    0.000226   -0.004033    0.000107
   1990.50    0.166080    0.000143    0.542047    0.000107 -25.0392525   0.0000180   -0.008007    0.000226   -0.003786    0.000103
   1990.55    0.230379    0.000146    0.499289    0.000121 -25.0616596   0.0000180   -0.010828    0.000251   -0.003815    0.000113
   1990.60    0.275702    0.000136    0.439939    0.000114 -25.0843256   0.0000151   -0.013253    0.000266   -0.003262    0.000116
   1990.65    0.303613    0.000124    0.379591    0.000104 -25.1140138   0.0000110   -0.015745    0.000251   -0.003294    0.000101
   1990.70    0.311849    0.000130    0.309440    0.000109 -25.1459521   0.0000172   -0.015207    0.000274   -0.003197    0.000117
   1990.75    0.295784    0.000134    0.242391    0.000097 -25.1830294   0.0000191   -0.014421    0.000269   -0.003018    0.000110
   1990.80    0.258956    0.000132    0.178804    0.000097 -25.2215951   0.0000180   -0.013078    0.000254   -0.002043    0.000107
   1990.85    0.214671    0.000147    0.130449    0.000112 -25.2630282   0.0000190   -0.010790    0.000249   -0.001412    0.000117
   1990.90    0.157028    0.000150    0.095630    0.000117 -25.3039815   0.0000170   -0.008920    0.000229   -0.000666    0.000117
   1990.95    0.092722    0.000157    0.075559    0.000118 -25.3442988   0.0000159   -0.008268    0.000221   -0.000290    0.000110
   1991.00    0.024815    0.000208    0.071039    0.000168 -25.3813053   0.0000162   -0.007423    0.000216   -0.000173    0.000093
   1991.05   -0.038356    0.000231    0.086368    0.000197 -25.4220224   0.0000110   -0.007061    0.000181   -0.000291    0.000075
   1991.10   -0.102816    0.000185    0.109699    0.000147 -25.4609997   0.0000100   -0.007665    0.000184   -0.000945    0.000075
   1991.15   -0.158700    0.000178    0.155260    0.000141 -25.5026918   0.0000120   -0.007741    0.000186   -0.002183    0.000073
   1991.20   -0.194205    0.000167    0.214919    0.000138 -25.5449965   0.0000090   -0.005943    0.000168   -0.002928    0.000073
   1991.25   -0.218240    0.000187    0.286114    0.000162 -25.5885113   0.0000120   -0.005426    0.000166   -0.004172    0.000072
   1991.30   -0.213274    0.000189    0.359460    0.000152 -25.6309058   0.0000100   -0.005071    0.000168   -0.005153    0.000070
   1991.35   -0.196852    0.000217    0.427725    0.000163 -25.6744674   0.0000120   -0.003894    0.000168   -0.005230    0.000068
   1991.40   -0.148711    0.000216    0.487177    0.000161 -25.7135522   0.0000110   -0.005652    0.000161   -0.005331    0.000065
   1991.45   -0.088390    0.000208    0.534476    0.000162 -25.7491298   0.0000110   -0.007438    0.000156   -0.005302    0.000069
   1991.50   -0.027627    0.000164    0.563175    0.000139 -25.7767287   0.0000090   -0.010416    0.000151   -0.004912    0.000067
   1991.55    0.048791    0.000154    0.572732    0.000145 -25.7990770   0.0000110   -0.013506    0.000158   -0.004811    0.000066
   1991.60    0.119632    0.000180    0.560994    0.000159 -25.8218439   0.0000130   -0.015780    0.000161   -0.005025    0.000068
   1991.65    0.173085    0.000159    0.528097    0.000124 -25.8483849   0.0000110   -0.017236    0.000133   -0.004253    0.000054
   1991.70    0.217769    0.000165    0.487317    0.000142 -25.8836988   0.0000110   -0.018841    0.000141   -0.004202    0.000058
   1991.75    0.250502    0.000165    0.434362    0.000145 -25.9224235   0.0000100   -0.016826    0.000138   -0.004140    0.000057
   1991.80    0.260989    0.000133    0.372710    0.000113 -25.9589674   0.0000070   -0.015296    0.000136   -0.003628    0.000056
   1991.85    0.261048    0.000150    0.317182    0.000121 -25.9983427   0.0000080   -0.013774    0.000141   -0.002737    0.000058
   1991.90    0.247139    0.000156    0.262569    0.000125 -26.0404694   0.0000080   -0.011384    0.000141   -0.001865    0.000058
   1991.95    0.218826    0.000138    0.209933    0.000114 -26.0842944   0.0000070   -0.010207    0.000138   -0.001042    0.000060
   1992.00    0.182415    0.000140    0.168477    0.000123 -26.1240860   0.0000070   -0.010211    0.000146   -0.001091    0.000064
   1992.05    0.132742    0.000114    0.138749    0.000099 -26.1673838   0.0000080   -0.010030    0.000161   -0.001454    0.000072
   1992.10    0.082488    0.000115    0.120273    0.000097 -26.2138618   0.0000080   -0.009384    0.000163   -0.001732    0.000073
   1992.15    0.026756    0.000114    0.115987    0.000096 -26.2576755   0.0000080   -0.009760    0.000176   -0.002947    0.000077
   1992.20   -0.035843    0.000119    0.126942    0.000094 -26.3050554   0.0000080   -0.009648    0.000178   -0.004590    0.000073
   1992.25   -0.083810    0.000145    0.162479    0.000118 -26.3575501   0.0000101   -0.007754    0.000178   -0.004847    0.000073
   1992.30   -0.115169    0.000130    0.202707    0.000110 -26.4087204   0.0000100   -0.007499    0.000173   -0.006082    0.000067
   1992.35   -0.144509    0.000131    0.246317    0.000110 -26.4548603   0.0000081   -0.007585    0.000189   -0.006529    0.000075
   1992.40   -0.156785    0.000134    0.291184    0.000114 -26.4961548   0.0000070   -0.007946    0.000231   -0.006393    0.000100
   1992.45   -0.154226    0.000154    0.335134    0.000130 -26.5294264   0.0000074   -0.011023    0.000246   -0.005959    0.000117
   1992.50   -0.142063    0.000123    0.380919    0.000102 -26.5586833   0.0000080   -0.013305    0.000204   -0.006091    0.000087
   1992.55   -0.115197    0.000086    0.420981    0.000073 -26.5820072   0.0000070   -0.016813    0.000166   -0.005695    0.000068
   1992.60   -0.078283    0.000077    0.459842    0.000068 -26.6093583   0.0000050   -0.019447    0.000141   -0.005842    0.000053
   1992.65   -0.032462    0.000112    0.492955    0.000102 -26.6418399   0.0000080   -0.020698    0.000176   -0.006134    0.000077
   1992.70    0.014420    0.000131    0.506757    0.000113 -26.6769959   0.0000070   -0.021093    0.000189   -0.005083    0.000089
   1992.75    0.056438    0.000131    0.504345    0.000114 -26.7132747   0.0000050   -0.021188    0.000181   -0.004896    0.000084
   1992.80    0.102482    0.000107    0.493862    0.000093 -26.7555770   0.0000050   -0.018759    0.000166   -0.004945    0.000070
   1992.85    0.137619    0.000118    0.472330    0.000092 -26.8005776   0.0000060   -0.016715    0.000168   -0.004096    0.000072
   1992.90    0.169867    0.000118    0.444046    0.000095 -26.8449737   0.0000050   -0.015157    0.000166   -0.003153    0.000071
   1992.95    0.186885    0.000133    0.406548    0.000110 -26.8911715   0.0000060   -0.013291    0.000171   -0.002610    0.000073
   1993.00    0.205956    0.000136    0.360836    0.000123 -26.9364151   0.0000060   -0.013184    0.000156   -0.001840    0.000062
   1993.05    0.213337    0.000141    0.311695    0.000133 -26.9825134   0.0000060   -0.013783    0.000161   -0.002202    0.000061
   1993.10    0.205401    0.000150    0.266198    0.000137 -27.0295411   0.0000070   -0.013753    0.000173   -0.003305    0.000068
   1993.15    0.186047    0.000152    0.224366    0.000140 -27.0782722   0.0000070   -0.013181    0.000163   -0.003744    0.000065
   1993.20    0.157249    0.000131    0.193906    0.000121 -27.1264150   0.0000077   -0.012837    0.000168   -0.005361    0.000068
   1993.25    0.113128    0.000159    0.170404    0.000150 -27.1766460   0.0000070   -0.011857    0.000181   -0.006624    0.000072
   1993.30    0.063622    0.000149    0.163925    0.000147 -27.2281777   0.0000070   -0.011196    0.000178   -0.006705    0.000075
   1993.35    0.024911    0.000123    0.166358    0.000116 -27.2801853   0.0000050   -0.011463    0.000153   -0.007301    0.000057
   1993.40   -0.004937    0.000142    0.176803    0.000124 -27.3261456   0.0000060   -0.012590    0.000151   -0.007640    0.000063
   1993.45   -0.037112    0.000121    0.190853    0.000110 -27.3667810   0.0000050   -0.014384    0.000143   -0.007256    0.000053
   1993.50   -0.063697    0.000122    0.210805    0.000111 -27.4015843   0.0000060   -0.018223    0.000146   -0.006768    0.000058
   1993.55   -0.072905    0.000113    0.233942    0.000102 -27.4302949   0.0000070   -0.020081    0.000143   -0.007108    0.000054
   1993.60   -0.091172    0.000113    0.266627    0.000103 -27.4621061   0.0000060   -0.023282    0.000153   -0.006669    0.000059
   1993.65   -0.101403    0.000122    0.302597    0.000109 -27.4966179   0.0000060   -0.024924    0.000161   -0.006848    0.000059
   1993.70   -0.099561    0.000132    0.337721    0.000120 -27.5335786   0.0000070   -0.024968    0.000158   -0.006936    0.000065
   1993.75   -0.095446    0.000105    0.370677    0.000094 -27.5749420   0.0000040   -0.024804    0.000146   -0.005873    0.000063
   1993.80   -0.081652    0.000118    0.404127    0.000105 -27.6214460   0.0000050   -0.023502    0.000151   -0.005404    0.000065
   1993.85   -0.063152    0.000142    0.429109    0.000121 -27.6694082   0.0000060   -0.020840    0.000148   -0.005376    0.000069
   1993.90   -0.041636    0.000127    0.447940    0.000119 -27.7141548   0.0000050   -0.018949    0.000126   -0.004262    0.000053
   1993.95   -0.020371    0.000073    0.465020    0.000070 -27.7552581   0.0000050   -0.017918    0.000136   -0.003553    0.000059
   1994.00    0.010761    0.000068    0.477609    0.000061 -27.8005431   0.0000034   -0.016763    0.000123   -0.003492    0.000048
   1994.05    0.053753    0.000068    0.478406    0.000061 -27.8418283   0.0000030   -0.017971    0.000111   -0.003072    0.000039
   1994.10    0.098635    0.000105    0.466864    0.000092 -27.8830577   0.0000041   -0.018595    0.000141   -0.003889    0.000054
   1994.15    0.135335    0.000164    0.448278    0.000142 -27.9257917   0.0000070   -0.017880    0.000184   -0.005255    0.000075
   1994.20    0.157654    0.000155    0.422130    0.000129 -27.9746781   0.0000060   -0.017568    0.000163   -0.006019    0.000058
   1994.25    0.174996    0.000156    0.390114    0.000135 -28.0213218   0.0000060   -0.016926    0.000171   -0.007306    0.000058
   1994.30    0.183625    0.000136    0.357198    0.000118 -28.0679210   0.0000059   -0.015526    0.000156   -0.007747    0.000055
   1994.35    0.186777    0.000101    0.317988    0.000085 -28.1147472   0.0000040   -0.016546    0.000123   -0.007868    0.000039
   1994.40    0.180944    0.000121    0.280981    0.000104 -28.1579212   0.0000050   -0.017638    0.000146   -0.007934    0.000051
   1994.45    0.161060    0.000128    0.243868    0.000115 -28.1920398   0.0000050   -0.019802    0.000171   -0.008244    0.000060
   1994.50    0.134615    0.000118    0.210543    0.000107 -28.2177951   0.0000050   -0.022561    0.000158   -0.007778    0.000055
   1994.55    0.101174    0.000109    0.185093    0.000099 -28.2430512   0.0000060   -0.026045    0.000153   -0.007773    0.000055
   1994.60    0.067698    0.000109    0.171880    0.000100 -28.2695259   0.0000070   -0.027553    0.000151   -0.007806    0.000059
   1994.65    0.027720    0.000096    0.168450    0.000086 -28.2962659   0.0000050   -0.030150    0.000128   -0.007590    0.000044
   1994.70   -0.017048    0.000096    0.178507    0.000086 -28.3329978   0.0000050   -0.030284    0.000133   -0.007494    0.000046
   1994.75   -0.066608    0.000093    0.199775    0.000086 -28.3766218   0.0000050   -0.029299    0.000128   -0.007371    0.000044
   1994.80   -0.107794    0.000081    0.232375    0.000079 -28.4196981   0.0000040   -0.028535    0.000106   -0.006324    0.000034
   1994.85   -0.141373    0.000100    0.272192    0.000094 -28.4635918   0.0000050   -0.026345    0.000121   -0.005687    0.000046
   1994.90   -0.152261    0.000092    0.320849    0.000088 -28.5078935   0.0000050   -0.024152    0.000106   -0.005248    0.000038
   1994.95   -0.154119    0.000063    0.367593    0.000068 -28.5513909   0.0000040   -0.023365    0.000080   -0.004516    0.000024
   1995.00   -0.152776    0.000063    0.416937    0.000060 -28.6008703   0.0000050   -0.023022    0.000065   -0.004358    0.000021
   1995.05   -0.125830    0.000136    0.460556    0.000104 -28.6480285   0.0000050   -0.022129    0.000093   -0.004621    0.000041
   1995.10   -0.108711    0.000162    0.495365    0.000110 -28.6960542   0.0000050   -0.023820    0.000101   -0.004878    0.000042
   1995.15   -0.072678    0.000201    0.525067    0.000143 -28.7425749   0.0000051   -0.023605    0.000113   -0.005982    0.000052
   1995.20   -0.021936    0.000181    0.546489    0.000129 -28.7953024   0.0000040   -0.022429    0.000103   -0.007167    0.000046
   1995.25    0.034117    0.000146    0.557498    0.000110 -28.8459889   0.0000040   -0.022058    0.000098   -0.008134    0.000050
   1995.30    0.093192    0.000109    0.555083    0.000083 -28.8967595   0.0000040   -0.021628    0.000093   -0.008904    0.000049
   1995.35    0.162263    0.000134    0.533472    0.000107 -28.9466575   0.0000050   -0.020842    0.000111   -0.008904    0.000062
   1995.40    0.209593    0.000169    0.497089    0.000133 -28.9923229   0.0000050   -0.022954    0.000101   -0.008832    0.000055
   1995.45    0.254932    0.000137    0.443338    0.000112 -29.0324410   0.0000050   -0.024919    0.000106   -0.008717    0.000058
   1995.50    0.281621    0.000109    0.378510    0.000091 -29.0649905   0.0000049   -0.027905    0.000121   -0.008780    0.000065
   1995.55    0.287445    0.000144    0.308115    0.000120 -29.0911496   0.0000070   -0.031237    0.000148   -0.008582    0.000074
   1995.60    0.273215    0.000162    0.237901    0.000133 -29.1139071   0.0000060   -0.033936    0.000163   -0.008933    0.000078
   1995.65    0.238224    0.000158    0.179797    0.000120 -29.1428593   0.0000040   -0.035090    0.000143   -0.008562    0.000064
   1995.70    0.190489    0.000154    0.134763    0.000123 -29.1792853   0.0000050   -0.036497    0.000133   -0.008307    0.000061
   1995.75    0.134070    0.000132    0.105669    0.000103 -29.2213854   0.0000050   -0.035371    0.000116   -0.008006    0.000051
   1995.80    0.067342    0.000092    0.086402    0.000071 -29.2642791   0.0000050   -0.033490    0.000101   -0.007742    0.000041
   1995.85    0.002866    0.000110    0.084213    0.000087 -29.3070039   0.0000050   -0.032663    0.000103   -0.006448    0.000048
   1995.90   -0.067557    0.000125    0.101364    0.000101 -29.3531292   0.0000040   -0.030601    0.000101   -0.005926    0.000050
   1995.95   -0.137273    0.000127    0.136688    0.000100 -29.3993500   0.0000051   -0.029202    0.000090   -0.005260    0.000042
   1996.00   -0.174951    0.000149    0.192178    0.000126 -29.4430959   0.0000041   -0.029436    0.000108   -0.005075    0.000046
   1996.05   -0.204204    0.000168    0.247035    0.000145 -29.4782975   0.0000352   -0.029928    0.000131   -0.005259    0.000049
   1996.10   -0.222958    0.000155    0.311857    0.000134 -29.5110634   0.0000086   -0.028794    0.000141   -0.005801    0.000053
   1996.15   -0.219777    0.000142    0.378608    0.000123 -29.5484329   0.0000150   -0.030027    0.000138   -0.006467    0.000047
   1996.20   -0.195710    0.000133    0.449025    0.000121 -29.5907195   0.0000120   -0.029129    0.000133   -0.007757    0.000044
   1996.25   -0.152502    0.000139    0.507866    0.000126 -29.6311277   0.0000170   -0.027967    0.000158   -0.008632    0.000058
   1996.30   -0.102359    0.000156    0.552138    0.000138 -29.6730980   0.0000120   -0.027797    0.000196   -0.009199    0.000080
   1996.35   -0.033626    0.000157    0.584518    0.000138 -29.7157162   0.0000130   -0.028272    0.000194   -0.009544    0.000087
   1996.40    0.040305    0.000154    0.596521    0.000136 -29.7555357   0.0000109   -0.028416    0.000158   -0.009503    0.000072
   1996.45    0.115980    0.000136    0.581729    0.000123 -29.7872448   0.0000079   -0.031563    0.000131   -0.008984    0.000052
   1996.50    0.182099    0.000120    0.545735    0.000110 -29.8140335   0.0000150   -0.034223    0.000121   -0.008958    0.000043
   1996.55    0.237844    0.000115    0.495835    0.000105 -29.8350268   0.0000150   -0.036891    0.000126   -0.008935    0.000045
   1996.60    0.268558    0.000128    0.437760    0.000115 -29.8575203   0.0000092   -0.039901    0.000141   -0.008893    0.000054
   1996.65    0.296544    0.000104    0.370649    0.000100 -29.8777828   0.0000089   -0.041413    0.000116   -0.009107    0.000041
   1996.70    0.290038    0.000111    0.296353    0.000099 -29.9024041   0.0000110   -0.041534    0.000108   -0.008464    0.000043
   1996.75    0.267446    0.000097    0.227787    0.000089 -29.9347696   0.0000100   -0.041825    0.000096   -0.007709    0.000040
   1996.80    0.227220    0.000070    0.171419    0.000071 -29.9709413   0.0000102   -0.040007    0.000083   -0.007585    0.000037
   1996.85    0.175267    0.000037    0.122444    0.000042 -30.0079275   0.0000130   -0.037298    0.000060   -0.007087    0.000025
   1996.90    0.108556    0.000046    0.096521    0.000051 -30.0433345   0.0000120   -0.036939    0.000063   -0.005866    0.000028
   1996.95    0.041024    0.000072    0.086518    0.000075 -30.0755722   0.0000100   -0.035378    0.000073   -0.005481    0.000038
   1997.00   -0.019678    0.000102    0.095291    0.000096 -30.1103510   0.0000150   -0.034534    0.000133   -0.005033    0.000042
   1997.05   -0.074487    0.000077    0.119496    0.000074 -30.1448722   0.0000065   -0.035328    0.000146   -0.005104    0.000022
   1997.10   -0.123067    0.000060    0.156792    0.000059 -30.1742276   0.0000060   -0.036124    0.000136   -0.005527    0.000019
   1997.15   -0.162263    0.000101    0.205009    0.000093 -30.2060861   0.0000100   -0.034797    0.000189   -0.006435    0.000032
   1997.20   -0.186554    0.000116    0.264087    0.000106 -30.2469957   0.0000060   -0.035338    0.000214   -0.007247    0.000035
   1997.25   -0.189109    0.000092    0.331997    0.000088 -30.2940440   0.0000110   -0.034003    0.000186   -0.008366    0.000027
   1997.30   -0.175310    0.000111    0.397004    0.000101 -30.3388715   0.0000070   -0.033525    0.000229   -0.008817    0.000037
   1997.35   -0.145318    0.000093    0.452574    0.000087 -30.3783939   0.0000091   -0.034468    0.000196   -0.009043    0.000029
   1997.40   -0.098295    0.000082    0.498454    0.000080 -30.4172806   0.0000080   -0.035773    0.000163   -0.009072    0.000022
   1997.45   -0.048734    0.000111    0.525441    0.000100 -30.4522083   0.0000076   -0.037219    0.000221   -0.009116    0.000037
   1997.50    0.022767    0.000112    0.536363    0.000099 -30.4726686   0.0000120   -0.041089    0.000229   -0.008553    0.000042
   1997.55    0.089411    0.000086    0.526616    0.000084 -30.4916190   0.0000110   -0.043666    0.000178   -0.008542    0.000028
   1997.60    0.140511    0.000103    0.504347    0.000095 -30.5192818   0.0000100   -0.045658    0.000199   -0.008484    0.000033
   1997.65    0.180742    0.000117    0.468101    0.000104 -30.5447499   0.0000090   -0.047947    0.000206   -0.008432    0.000039
   1997.70    0.215925    0.000105    0.429590    0.000095 -30.5739563   0.0000090   -0.047898    0.000176   -0.008254    0.000034
   1997.75    0.221366    0.000121    0.379120    0.000104 -30.6092473   0.0000090   -0.047048    0.000251   -0.007458    0.000048
   1997.80    0.226468    0.000124    0.329539    0.000107 -30.6471413   0.0000080   -0.046514    0.000261   -0.006572    0.000049
   1997.85    0.214954    0.000120    0.278740    0.000107 -30.6861570   0.0000080   -0.044428    0.000224   -0.006413    0.000040
   1997.90    0.189569    0.000099    0.235580    0.000094 -30.7215229   0.0000060   -0.042279    0.000173   -0.005441    0.000033
   1997.95    0.150240    0.000056    0.201092    0.000060 -30.7521442   0.0000060   -0.042715    0.000113   -0.004873    0.000022
   1998.00    0.104184    0.000067    0.175392    0.000073 -30.7823745   0.0000069   -0.041343    0.000088   -0.004555    0.000028
   1998.05    0.051720    0.000079    0.167281    0.000087 -30.8121921   0.0000070   -0.041317    0.000080   -0.004696    0.000043
   1998.10   -0.004127    0.000066    0.172607    0.000069 -30.8487559   0.0000080   -0.041658    0.000068   -0.005071    0.000030
   1998.15   -0.049733    0.000074    0.187645    0.000080 -30.8869003   0.0000080   -0.041305    0.000073   -0.005837    0.000033
   1998.20   -0.080751    0.000080    0.219246    0.000089 -30.9253626   0.0000060   -0.040038    0.000093   -0.006752    0.000039
   1998.25   -0.110099    0.000080    0.253810    0.000088 -30.9626129   0.0000110   -0.040194    0.000101   -0.007782    0.000040
