 an         x(")        x_er(")     y(")        y_er(")    UT1-TAI(s)  UT1_er(s)    dPsi(")     dPsi_er(")  dEps(")     dEps_er(")
   1933.25   -0.162219    0.021830    0.188294    0.019420  -0.0000926   0.0000000    0.167006    0.000000    0.012302    0.000000
   1933.30   -0.168755    0.024252    0.201220    0.017766   0.0001672   0.0000000    0.167201    0.000000    0.011684    0.000000
   1933.35   -0.155297    0.021859    0.219521    0.021401  -0.0001884   0.0000000    0.166964    0.000000    0.012142    0.000000
   1933.40   -0.105569    0.017236    0.258471    0.015805   0.0000053   0.0000000    0.166067    0.000000    0.010838    0.000000
   1933.45   -0.093255    0.016198    0.293575    0.014576   0.0002602   0.0000000    0.163734    0.000000    0.011728    0.000000
   1933.50   -0.055717    0.017701    0.297287    0.017241  -0.0002056   0.0000000    0.160455    0.000000    0.011753    0.000000
   1933.55   -0.023293    0.016766    0.272923    0.018132  -0.0001082   0.0000000    0.157321    0.000000    0.011216    0.000000
   1933.60    0.016658    0.016203    0.279670    0.017763   0.0001490   0.0000000    0.156062    0.000000    0.011743    0.000000
   1933.65    0.086547    0.017053    0.248740    0.017661  -0.0001086   0.0000000    0.153787    0.000000    0.011926    0.000000
   1933.70    0.062683    0.017533    0.235047    0.018251  -0.0000356   0.0000000    0.154339    0.000000    0.012048    0.000000
   1933.75    0.072225    0.016545    0.213302    0.015403  -0.0000154   0.0000000    0.155508    0.000000    0.012480    0.000000
   1933.80    0.075667    0.019158    0.185453    0.015439  -0.0001334   0.0000000    0.156444    0.000000    0.013185    0.000000
   1933.85    0.056869    0.024573    0.173021    0.020824  -0.0000371   0.0000000    0.158954    0.000000    0.013248    0.000000
   1933.90    0.031524    0.025155    0.147316    0.019829   0.0003280   0.0000000    0.160361    0.000000    0.014245    0.000000
   1933.95    0.051777    0.027802    0.119840    0.023826  -0.0001708   0.0000000    0.161631    0.000000    0.014591    0.000000
   1934.00    0.003107    0.030662    0.190271    0.027336   0.0000362   0.0000000    0.162170    0.000000    0.014753    0.000000
   1934.05   -0.018477    0.040323    0.174320    0.022410   0.0003497   0.0000000    0.162767    0.000000    0.014822    0.000000
   1934.10   -0.056905    0.030619    0.107808    0.028170  -0.0002339   0.0000000    0.162695    0.000000    0.014349    0.000000
   1934.15   -0.116902    0.025214    0.110117    0.023959  -0.0000161   0.0000000    0.162880    0.000000    0.013144    0.000000
   1934.20   -0.147106    0.026689    0.138698    0.022003   0.0001847   0.0000000    0.164008    0.000000    0.012589    0.000000
   1934.25   -0.139620    0.023355    0.135245    0.021863   0.0000011   0.0000000    0.164131    0.000000    0.011830    0.000000
   1934.30   -0.159920    0.021431    0.169441    0.020170  -0.0000082   0.0000000    0.165383    0.000000    0.010716    0.000000
   1934.35   -0.129862    0.018432    0.183100    0.015102  -0.0000070   0.0000000    0.165044    0.000000    0.010110    0.000000
   1934.40   -0.099497    0.023250    0.245889    0.024346  -0.0001909   0.0000000    0.163784    0.000000    0.010505    0.000000
   1934.45   -0.093522    0.019155    0.251818    0.016028  -0.0000960   0.0000000    0.162294    0.000000    0.010113    0.000000
   1934.50   -0.040761    0.018225    0.247279    0.016865   0.0003759   0.0000000    0.159076    0.000000    0.010625    0.000000
   1934.55   -0.018040    0.018555    0.266548    0.016918  -0.0001357   0.0000000    0.155693    0.000000    0.010361    0.000000
   1934.60    0.018321    0.019201    0.272848    0.017772   0.0000575   0.0000000    0.153491    0.000000    0.010472    0.000000
   1934.65    0.063021    0.015759    0.229923    0.013773   0.0002388   0.0000000    0.152270    0.000000    0.010630    0.000000
   1934.70    0.071610    0.017618    0.260848    0.019895  -0.0001491   0.0000000    0.151868    0.000000    0.011139    0.000000
   1934.75    0.051772    0.017122    0.249447    0.014666   0.0000424   0.0000000    0.153073    0.000000    0.011435    0.000000
   1934.80    0.047791    0.017659    0.226000    0.013579   0.0001801   0.0000000    0.154681    0.000000    0.011912    0.000000
   1934.85    0.025097    0.028730    0.186317    0.014911  -0.0000150   0.0000000    0.156377    0.000000    0.012645    0.000000
   1934.90    0.019653    0.023153    0.186336    0.024539  -0.0000865   0.0000000    0.158932    0.000000    0.013351    0.000000
   1934.95   -0.037272    0.037264    0.206436    0.026250   0.0002289   0.0000000    0.159333    0.000000    0.013653    0.000000
   1935.00    0.040859    0.032063    0.196575    0.029916  -0.0002171   0.0000000    0.159934    0.000000    0.013750    0.000000
   1935.05   -0.071367    0.034871    0.134806    0.036706   0.0001449   0.0000000    0.160456    0.000000    0.013848    0.000000
   1935.10    0.008564    0.034174    0.143864    0.021525   0.0001777   0.0000000    0.160397    0.000000    0.013551    0.000000
   1935.15   -0.023417    0.028377    0.164836    0.021625  -0.0002668   0.0000000    0.160775    0.000000    0.012126    0.000000
   1935.20   -0.044482    0.029113    0.178456    0.026874   0.0000476   0.0000000    0.160804    0.000000    0.011019    0.000000
   1935.25   -0.038676    0.017280    0.188618    0.020049   0.0000824   0.0000000    0.162032    0.000000    0.010599    0.000000
   1935.30   -0.028740    0.018783    0.191194    0.017958  -0.0002995   0.0000000    0.162441    0.000000    0.009424    0.000000
   1935.35   -0.021410    0.024290    0.219305    0.018581  -0.0000264   0.0000000    0.162866    0.000000    0.009293    0.000000
   1935.40   -0.008784    0.018773    0.193410    0.014586   0.0000152   0.0000000    0.161792    0.000000    0.008942    0.000000
   1935.45   -0.017741    0.018073    0.214396    0.019947  -0.0001681   0.0000000    0.159077    0.000000    0.009299    0.000000
   1935.50   -0.005063    0.016221    0.199084    0.015846   0.0000434   0.0000000    0.157350    0.000000    0.009604    0.000000
   1935.55   -0.009436    0.018007    0.181145    0.017412   0.0001513   0.0000000    0.153160    0.000000    0.009796    0.000000
   1935.60    0.022733    0.017769    0.172026    0.017802  -0.0001601   0.0000000    0.150722    0.000000    0.009318    0.000000
   1935.65   -0.015181    0.018568    0.167124    0.019099   0.0001752   0.0000000    0.149582    0.000000    0.009701    0.000000
   1935.70    0.006881    0.019908    0.181409    0.018068   0.0001457   0.0000000    0.148824    0.000000    0.009709    0.000000
   1935.75   -0.039578    0.028789    0.150039    0.015984  -0.0003240   0.0000000    0.150151    0.000000    0.010197    0.000000
   1935.80   -0.028588    0.027595    0.158573    0.017454   0.0001161   0.0000000    0.151805    0.000000    0.010731    0.000000
   1935.85   -0.059276    0.026722    0.154896    0.020743  -0.0000289   0.0000000    0.153495    0.000000    0.011515    0.000000
   1935.90   -0.061882    0.029221    0.161221    0.018043  -0.0000804   0.0000000    0.155168    0.000000    0.012127    0.000000
   1935.95   -0.072433    0.043466    0.169988    0.024326   0.0000733   0.0000000    0.157750    0.000000    0.012983    0.000000
   1936.00   -0.012895    0.036129    0.191770    0.024307   0.0001373   0.0000000    0.157392    0.000000    0.013077    0.000000
   1936.05   -0.062090    0.042920    0.242602    0.024774  -0.0000255   0.0000000    0.157695    0.000000    0.012720    0.000000
   1936.10   -0.051789    0.042975    0.242993    0.024516   0.0000942   0.0000000    0.158040    0.000000    0.012391    0.000000
   1936.15   -0.103331    0.029814    0.261199    0.018901  -0.0001104   0.0000000    0.157790    0.000000    0.012030    0.000000
   1936.20   -0.105872    0.029302    0.252429    0.021436  -0.0000925   0.0000000    0.158592    0.000000    0.009507    0.000000
   1936.25   -0.047123    0.024426    0.268536    0.023028   0.0002844   0.0000000    0.158607    0.000000    0.008737    0.000000
   1936.30   -0.047591    0.032534    0.273900    0.021226  -0.0001016   0.0000000    0.159864    0.000000    0.008443    0.000000
   1936.35   -0.009476    0.019659    0.278214    0.016523  -0.0001432   0.0000000    0.159735    0.000000    0.007257    0.000000
   1936.40   -0.000361    0.019274    0.247592    0.014979   0.0001166   0.0000000    0.159480    0.000000    0.007828    0.000000
   1936.45    0.042858    0.026304    0.240289    0.016373  -0.0000560   0.0000000    0.156941    0.000000    0.008070    0.000000
   1936.50    0.075088    0.023138    0.240551    0.020270   0.0000219   0.0000000    0.153188    0.000000    0.008254    0.000000
   1936.55    0.055802    0.017651    0.215132    0.018484   0.0001077   0.0000000    0.151466    0.000000    0.008584    0.000000
   1936.60    0.050331    0.018461    0.165361    0.020614  -0.0000341   0.0000000    0.147257    0.000000    0.008679    0.000000
   1936.65    0.043988    0.017563    0.142535    0.017246  -0.0001374   0.0000000    0.146694    0.000000    0.008135    0.000000
   1936.70    0.030741    0.017041    0.108682    0.017116   0.0001534   0.0000000    0.146489    0.000000    0.008625    0.000000
   1936.75   -0.000393    0.019562    0.076958    0.016542  -0.0000345   0.0000000    0.146748    0.000000    0.008717    0.000000
   1936.80   -0.016740    0.024072    0.086855    0.017761  -0.0002394   0.0000000    0.148864    0.000000    0.009196    0.000000
   1936.85   -0.029851    0.025951    0.082293    0.024635   0.0002537   0.0000000    0.150824    0.000000    0.009853    0.000000
   1936.90   -0.109707    0.035742    0.102646    0.024649  -0.0001841   0.0000000    0.151973    0.000000    0.011039    0.000000
   1936.95   -0.132326    0.042484    0.163569    0.030072  -0.0001107   0.0000000    0.153350    0.000000    0.011242    0.000000
   1937.00   -0.084144    0.029021    0.161643    0.026286   0.0002675   0.0000000    0.155346    0.000000    0.011816    0.000000
   1937.05   -0.114927    0.046370    0.213056    0.046051  -0.0000540   0.0000000    0.154440    0.000000    0.011990    0.000000
   1937.10   -0.118574    0.037889    0.213336    0.022195   0.0000479   0.0000000    0.154391    0.000000    0.010702    0.000000
   1937.15   -0.160613    0.027747    0.247916    0.018506   0.0001867   0.0000000    0.154737    0.000000    0.010080    0.000000
   1937.20   -0.117297    0.025911    0.255282    0.021834   0.0000940   0.0000000    0.155159    0.000000    0.009463    0.000000
   1937.25   -0.066000    0.025357    0.287680    0.022274  -0.0001661   0.0000000    0.155965    0.000000    0.006926    0.000000
   1937.30   -0.050570    0.020119    0.291531    0.020380   0.0002239   0.0000000    0.156481    0.000000    0.006631    0.000000
   1937.35    0.000543    0.019866    0.297964    0.019191  -0.0001516   0.0000000    0.156538    0.000000    0.006581    0.000000
   1937.40    0.005211    0.018211    0.304817    0.019153  -0.0000443   0.0000000    0.155416    0.000000    0.005893    0.000000
   1937.45    0.062188    0.018402    0.318219    0.021213   0.0002188   0.0000000    0.154306    0.000000    0.006685    0.000000
   1937.50    0.093843    0.017446    0.317105    0.022326  -0.0001666   0.0000000    0.150556    0.000000    0.007163    0.000000
   1937.55    0.103462    0.017426    0.256427    0.018923   0.0000204   0.0000000    0.147170    0.000000    0.006975    0.000000
   1937.60    0.111845    0.015320    0.193113    0.014929   0.0001346   0.0000000    0.145551    0.000000    0.007313    0.000000
   1937.65    0.106597    0.018305    0.153922    0.021356  -0.0001049   0.0000000    0.142685    0.000000    0.007427    0.000000
   1937.70    0.070947    0.020408    0.116428    0.015374  -0.0001012   0.0000000    0.143508    0.000000    0.007102    0.000000
   1937.75    0.030731    0.025160    0.089071    0.022125   0.0002357   0.0000000    0.144016    0.000000    0.007674    0.000000
   1937.80    0.046562    0.021875    0.089526    0.018175  -0.0000979   0.0000000    0.145239    0.000000    0.008081    0.000000
   1937.85    0.008603    0.026113    0.044097    0.019461  -0.0000778   0.0000000    0.147662    0.000000    0.008686    0.000000
   1937.90   -0.006401    0.026093    0.071385    0.022097   0.0003153   0.0000000    0.149482    0.000000    0.009346    0.000000
   1937.95   -0.100567    0.035038    0.100546    0.028387  -0.0002010   0.0000000    0.149667    0.000000    0.010550    0.000000
   1938.00   -0.152326    0.034678    0.069018    0.025858  -0.0001355   0.0000000    0.150528    0.000000    0.010253    0.000000
   1938.05   -0.202681    0.034113    0.094149    0.038973   0.0001900   0.0000000    0.151252    0.000000    0.010493    0.000000
   1938.10   -0.146602    0.022111    0.185147    0.020527  -0.0001616   0.0000000    0.150704    0.000000    0.010092    0.000000
   1938.15   -0.151330    0.021991    0.207224    0.022028  -0.0000255   0.0000000    0.150055    0.000000    0.008315    0.000000
   1938.20   -0.157141    0.024523    0.240668    0.025673   0.0000890   0.0000000    0.151181    0.000000    0.007800    0.000000
   1938.25   -0.104661    0.023365    0.293914    0.022707  -0.0000825   0.0000000    0.151857    0.000000    0.006903    0.000000
   1938.30   -0.062323    0.022084    0.335959    0.021528  -0.0000850   0.0000000    0.152108    0.000000    0.005546    0.000000
   1938.35   -0.062683    0.026390    0.357062    0.022980   0.0001767   0.0000000    0.152568    0.000000    0.005533    0.000000
   1938.40   -0.049006    0.023721    0.317448    0.021076  -0.0002240   0.0000000    0.150644    0.000000    0.005683    0.000000
   1938.45   -0.044872    0.027632    0.336349    0.021317  -0.0000299   0.0000000    0.148940    0.000000    0.005575    0.000000
   1938.50    0.107686    0.025237    0.349548    0.020610   0.0002174   0.0000000    0.146431    0.000000    0.006327    0.000000
   1938.55    0.181149    0.024421    0.341453    0.025192  -0.0002721   0.0000000    0.143021    0.000000    0.006226    0.000000
   1938.60    0.215675    0.022350    0.319672    0.020725   0.0000883   0.0000000    0.140361    0.000000    0.006085    0.000000
   1938.65    0.183673    0.025936    0.170996    0.016172   0.0001270   0.0000000    0.138829    0.000000    0.006385    0.000000
   1938.70    0.168992    0.026323    0.201800    0.025671  -0.0001773   0.0000000    0.137832    0.000000    0.006449    0.000000
   1938.75    0.180020    0.025308    0.127195    0.019003   0.0000362   0.0000000    0.139618    0.000000    0.006576    0.000000
   1938.80    0.089746    0.028709    0.080184    0.017087   0.0001532   0.0000000    0.140731    0.000000    0.007388    0.000000
   1938.85    0.049321    0.024799    0.074202    0.019940  -0.0000693   0.0000000    0.142542    0.000000    0.008217    0.000000
   1938.90   -0.011298    0.031862    0.080795    0.023787  -0.0000974   0.0000000    0.144821    0.000000    0.008931    0.000000
   1938.95   -0.053065    0.042426    0.071357    0.026891   0.0002715   0.0000000    0.145582    0.000000    0.009419    0.000000
   1939.00   -0.104065    0.042089    0.084415    0.023255  -0.0001901   0.0000000    0.145457    0.000000    0.009654    0.000000
   1939.05   -0.078015    0.033068    0.127700    0.026631   0.0000182   0.0000000    0.145715    0.000000    0.009269    0.000000
   1939.10   -0.137516    0.031440    0.164395    0.023203   0.0002157   0.0000000    0.145900    0.000000    0.009067    0.000000
   1939.15   -0.099258    0.026980    0.195904    0.022077  -0.0002337   0.0000000    0.146276    0.000000    0.007671    0.000000
   1939.20   -0.106534    0.024761    0.248969    0.018675   0.0001474   0.0000000    0.145421    0.000000    0.006362    0.000000
   1939.25   -0.135096    0.024212    0.282832    0.017766   0.0002216   0.0000000    0.147356    0.000000    0.006056    0.000000
   1939.30   -0.087215    0.025055    0.285812    0.019329  -0.0001438   0.0000000    0.147347    0.000000    0.004978    0.000000
   1939.35   -0.049792    0.028762    0.323314    0.017548   0.0001239   0.0000000    0.147474    0.000000    0.004781    0.000000
   1939.40   -0.005180    0.029703    0.327493    0.018373   0.0000546   0.0000000    0.146873    0.000000    0.005055    0.000000
   1939.45    0.029586    0.022205    0.331615    0.016919  -0.0001628   0.0000000    0.143626    0.000000    0.005179    0.000000
   1939.50    0.082239    0.023731    0.331501    0.020990  -0.0000056   0.0000000    0.141486    0.000000    0.005472    0.000000
   1939.55    0.099385    0.021024    0.333383    0.021509   0.0002045   0.0000000    0.137767    0.000000    0.006083    0.000000
   1939.60    0.164296    0.017743    0.319888    0.016290  -0.0003793   0.0000000    0.135372    0.000000    0.005136    0.000000
   1939.65    0.205947    0.026302    0.284589    0.019262   0.0001417   0.0000000    0.133784    0.000000    0.005461    0.000000
   1939.70    0.175584    0.032102    0.299722    0.018124   0.0001404   0.0000000    0.132904    0.000000    0.005726    0.000000
   1939.75    0.199413    0.030161    0.256321    0.022598  -0.0001805   0.0000000    0.133479    0.000000    0.005972    0.000000
   1939.80    0.143302    0.026120    0.187904    0.017630   0.0001723   0.0000000    0.136017    0.000000    0.006372    0.000000
   1939.85    0.124061    0.024973    0.154869    0.017917   0.0000319   0.0000000    0.137025    0.000000    0.007934    0.000000
   1939.90    0.100188    0.026572    0.172126    0.019347  -0.0001084   0.0000000    0.138509    0.000000    0.008704    0.000000
   1939.95    0.083037    0.034528    0.137732    0.021442   0.0000939   0.0000000    0.139795    0.000000    0.009287    0.000000
   1940.00    0.055576    0.033443    0.075886    0.027357   0.0001006   0.0000000    0.139777    0.000000    0.009623    0.000000
   1940.05   -0.053257    0.037858    0.112847    0.024461  -0.0001417   0.0000000    0.139457    0.000000    0.008754    0.000000
   1940.10   -0.055250    0.022791    0.135203    0.020889   0.0002187   0.0000000    0.139418    0.000000    0.008527    0.000000
   1940.15   -0.095853    0.024463    0.138424    0.024728   0.0001225   0.0000000    0.140115    0.000000    0.007873    0.000000
   1940.20   -0.124745    0.023257    0.183154    0.018957  -0.0003103   0.0000000    0.140443    0.000000    0.005982    0.000000
   1940.25   -0.147400    0.035428    0.212513    0.025182   0.0001690   0.0000000    0.140211    0.000000    0.005246    0.000000
   1940.30   -0.161292    0.025927    0.172647    0.020870  -0.0000314   0.0000000    0.141826    0.000000    0.005317    0.000000
   1940.35   -0.109407    0.027082    0.250945    0.019661  -0.0000948   0.0000000    0.140762    0.000000    0.004437    0.000000
   1940.40   -0.040902    0.025326    0.344711    0.020116   0.0001531   0.0000000    0.140432    0.000000    0.004722    0.000000
   1940.45    0.006788    0.025150    0.335390    0.019406  -0.0000803   0.0000000    0.138596    0.000000    0.005487    0.000000
   1940.50    0.058990    0.026335    0.376457    0.019661  -0.0001218   0.0000000    0.134394    0.000000    0.005370    0.000000
   1940.55    0.074123    0.027942    0.364644    0.019020   0.0000793   0.0000000    0.132370    0.000000    0.005541    0.000000
   1940.60    0.151243    0.026083    0.341041    0.019573   0.0001022   0.0000000    0.129031    0.000000    0.005986    0.000000
   1940.65    0.164113    0.024293    0.308492    0.019846  -0.0001230   0.0000000    0.127735    0.000000    0.004963    0.000000
   1940.70    0.148560    0.031644    0.286474    0.015794   0.0002380   0.0000000    0.127597    0.000000    0.005481    0.000000
   1940.75    0.157305    0.021033    0.221763    0.015472   0.0000251   0.0000000    0.128062    0.000000    0.006142    0.000000
   1940.80    0.131725    0.031754    0.206451    0.019417  -0.0002384   0.0000000    0.129465    0.000000    0.006597    0.000000
   1940.85    0.113490    0.029662    0.160231    0.019643   0.0002161   0.0000000    0.131843    0.000000    0.006884    0.000000
   1940.90    0.052999    0.047826    0.108689    0.023252  -0.0001375   0.0000000    0.133040    0.000000    0.008948    0.000000
   1940.95    0.041968    0.037479    0.147710    0.022259  -0.0000056   0.0000000    0.133741    0.000000    0.009272    0.000000
   1941.00    0.127715    0.038251    0.174216    0.029900   0.0001502   0.0000000    0.134095    0.000000    0.009565    0.000000
   1941.05    0.082278    0.043182    0.149129    0.035699  -0.0000348   0.0000000    0.134330    0.000000    0.009612    0.000000
   1941.10    0.048930    0.030985    0.181201    0.016279  -0.0000495   0.0000000    0.133317    0.000000    0.008389    0.000000
   1941.15   -0.001004    0.034137    0.174220    0.018471   0.0001476   0.0000000    0.133749    0.000000    0.007784    0.000000
   1941.20   -0.007338    0.033177    0.189469    0.020643   0.0001326   0.0000000    0.135023    0.000000    0.006942    0.000000
   1941.25   -0.074491    0.030576    0.177056    0.020300  -0.0002340   0.0000000    0.134768    0.000000    0.005347    0.000000
   1941.30   -0.104884    0.030539    0.213386    0.018933   0.0002647   0.0000000    0.134648    0.000000    0.004867    0.000000
   1941.35   -0.070904    0.029416    0.269209    0.019782  -0.0001136   0.0000000    0.135403    0.000000    0.005173    0.000000
   1941.40   -0.041677    0.026934    0.231779    0.018697  -0.0000413   0.0000000    0.133395    0.000000    0.004724    0.000000
   1941.45   -0.052338    0.032127    0.267354    0.016820   0.0002558   0.0000000    0.131908    0.000000    0.005033    0.000000
   1941.50   -0.058485    0.037183    0.274273    0.021911  -0.0001805   0.0000000    0.129600    0.000000    0.005853    0.000000
   1941.55    0.001892    0.027763    0.318893    0.018320  -0.0000138   0.0000000    0.124960    0.000000    0.005619    0.000000
   1941.60    0.015275    0.022922    0.306748    0.017209   0.0001363   0.0000000    0.123540    0.000000    0.005597    0.000000
   1941.65    0.045648    0.023029    0.311758    0.017712  -0.0000363   0.0000000    0.121340    0.000000    0.005966    0.000000
   1941.70    0.056819    0.021915    0.257130    0.015038  -0.0001275   0.0000000    0.121271    0.000000    0.005563    0.000000
   1941.75    0.062651    0.026185    0.266648    0.021513   0.0001954   0.0000000    0.121830    0.000000    0.005970    0.000000
   1941.80    0.084791    0.027511    0.277646    0.021350  -0.0001038   0.0000000    0.123909    0.000000    0.007214    0.000000
   1941.85    0.066977    0.030900    0.235666    0.024631  -0.0001135   0.0000000    0.125319    0.000000    0.007598    0.000000
   1941.90    0.056560    0.026195    0.222106    0.029279   0.0002908   0.0000000    0.126642    0.000000    0.008200    0.000000
   1941.95    0.069635    0.036830    0.261208    0.025126  -0.0002612   0.0000000    0.127773    0.000000    0.009616    0.000000
   1942.00    0.060074    0.046011    0.253292    0.027128   0.0000201   0.0000000    0.127557    0.000000    0.009730    0.000000
   1942.05    0.036160    0.043232    0.241048    0.030693   0.0002738   0.0000000    0.127495    0.000000    0.009637    0.000000
   1942.10   -0.000416    0.059629    0.216873    0.031736  -0.0001566   0.0000000    0.128041    0.000000    0.009153    0.000000
   1942.15   -0.017591    0.045591    0.245371    0.024178   0.0000484   0.0000000    0.127388    0.000000    0.007970    0.000000
   1942.20    0.020020    0.033964    0.185067    0.029991   0.0002148   0.0000000    0.128746    0.000000    0.007197    0.000000
   1942.25    0.009365    0.034330    0.171273    0.023025   0.0000683   0.0000000    0.129843    0.000000    0.006570    0.000000
   1942.30    0.000579    0.030216    0.209776    0.019634  -0.0001069   0.0000000    0.129287    0.000000    0.005545    0.000000
   1942.35    0.031210    0.030005    0.223369    0.018079   0.0002759   0.0000000    0.128664    0.000000    0.005442    0.000000
   1942.40   -0.016830    0.023497    0.218376    0.017275  -0.0002000   0.0000000    0.128276    0.000000    0.005628    0.000000
   1942.45   -0.013435    0.026297    0.234865    0.019121  -0.0000068   0.0000000    0.125977    0.000000    0.005480    0.000000
   1942.50   -0.032898    0.024599    0.230396    0.016937   0.0001982   0.0000000    0.123688    0.000000    0.006026    0.000000
   1942.55   -0.019993    0.021053    0.248197    0.018897  -0.0002179   0.0000000    0.121174    0.000000    0.006416    0.000000
   1942.60   -0.000597    0.021819    0.231855    0.021787   0.0000365   0.0000000    0.117497    0.000000    0.006120    0.000000
   1942.65   -0.005780    0.021057    0.229743    0.016978   0.0000900   0.0000000    0.116567    0.000000    0.006440    0.000000
   1942.70    0.027886    0.021804    0.265303    0.018218  -0.0001067   0.0000000    0.115891    0.000000    0.006736    0.000000
   1942.75   -0.019724    0.024887    0.264711    0.016856   0.0000531   0.0000000    0.116952    0.000000    0.006664    0.000000
   1942.80   -0.025392    0.025738    0.238261    0.019766   0.0000865   0.0000000    0.118163    0.000000    0.007570    0.000000
   1942.85   -0.038976    0.028537    0.253555    0.020515  -0.0001875   0.0000000    0.120587    0.000000    0.009128    0.000000
   1942.90   -0.014680    0.033971    0.272802    0.021046  -0.0000862   0.0000000    0.121435    0.000000    0.009229    0.000000
   1942.95   -0.033138    0.032038    0.295904    0.023436   0.0001894   0.0000000    0.122102    0.000000    0.010371    0.000000
   1943.00   -0.012759    0.037173    0.327029    0.024504  -0.0001385   0.0000000    0.122354    0.000000    0.010359    0.000000
   1943.05    0.004251    0.035141    0.325672    0.022756   0.0000565   0.0000000    0.122258    0.000000    0.010301    0.000000
   1943.10    0.024676    0.035659    0.299654    0.021756   0.0001397   0.0000000    0.122519    0.000000    0.009789    0.000000
   1943.15    0.006256    0.032085    0.310119    0.017529  -0.0002315   0.0000000    0.122762    0.000000    0.009075    0.000000
   1943.20   -0.000158    0.036758    0.286412    0.020599   0.0002111   0.0000000    0.122978    0.000000    0.007645    0.000000
   1943.25    0.039389    0.029381    0.297635    0.016341   0.0000349   0.0000000    0.124615    0.000000    0.007435    0.000000
   1943.30    0.018595    0.040245    0.226586    0.021898  -0.0001309   0.0000000    0.124684    0.000000    0.007012    0.000000
   1943.35    0.078218    0.039482    0.236692    0.021763  -0.0000211   0.0000000    0.123998    0.000000    0.006296    0.000000
   1943.40    0.071642    0.038412    0.246202    0.020567   0.0001648   0.0000000    0.123190    0.000000    0.006720    0.000000
   1943.45    0.074210    0.030625    0.204757    0.015918  -0.0002000   0.0000000    0.120615    0.000000    0.006856    0.000000
   1943.50    0.102815    0.042239    0.141663    0.020917   0.0000915   0.0000000    0.118482    0.000000    0.006516    0.000000
   1943.55    0.026513    0.048852    0.118267    0.021583   0.0001410   0.0000000    0.115633    0.000000    0.007260    0.000000
   1943.60    0.077145    0.029880    0.151000    0.015190  -0.0003329   0.0000000    0.113360    0.000000    0.007152    0.000000
   1943.65    0.073453    0.033433    0.130363    0.015144   0.0001234   0.0000000    0.111109    0.000000    0.006650    0.000000
   1943.70    0.071647    0.039696    0.142531    0.015383   0.0000103   0.0000000    0.111291    0.000000    0.007707    0.000000
   1943.75    0.084596    0.039070    0.172765    0.016129  -0.0002207   0.0000000    0.112417    0.000000    0.008068    0.000000
   1943.80   -0.065481    0.039358    0.125286    0.021406   0.0002123   0.0000000    0.113810    0.000000    0.008128    0.000000
   1943.85   -0.040445    0.035955    0.188305    0.017112  -0.0005515   0.0000000    0.115794    0.000000    0.009871    0.000000
   1943.90   -0.069103    0.036947    0.236728    0.015009  -0.0002624   0.0000000    0.117013    0.000000    0.011226    0.000000
   1943.95   -0.130303    0.043463    0.175579    0.018007   0.0000704   0.0000000    0.117870    0.000000    0.011007    0.000000
   1944.00   -0.141145    0.055454    0.160998    0.022974   0.0003168   0.0000000    0.118721    0.000000    0.011906    0.000000
   1944.05   -0.081735    0.048823    0.161913    0.023449  -0.0003792   0.0000000    0.118277    0.000000    0.011166    0.000000
   1944.10   -0.226354    0.046172    0.167632    0.019465   0.0000443   0.0000000    0.118714    0.000000    0.010650    0.000000
   1944.15   -0.219136    0.048854    0.204910    0.021064  -0.0000143   0.0000000    0.119595    0.000000    0.009796    0.000000
   1944.20   -0.173454    0.051674    0.242649    0.023757  -0.0001844   0.0000000    0.119516    0.000000    0.009170    0.000000
   1944.25   -0.060596    0.056465    0.215981    0.027534   0.0001773   0.0000000    0.120050    0.000000    0.007557    0.000000
   1944.30   -0.039703    0.052802    0.227993    0.030110  -0.0001310   0.0000000    0.121599    0.000000    0.007910    0.000000
   1944.35   -0.000805    0.044429    0.156528    0.021895  -0.0001547   0.0000000    0.120509    0.000000    0.007735    0.000000
   1944.40    0.081669    0.035981    0.265149    0.020088   0.0002466   0.0000000    0.119635    0.000000    0.007278    0.000000
   1944.45    0.151749    0.038912    0.278744    0.017843   0.0000515   0.0000000    0.118067    0.000000    0.007909    0.000000
   1944.50    0.145956    0.037572    0.215608    0.016471  -0.0001291   0.0000000    0.113680    0.000000    0.008218    0.000000
   1944.55    0.208411    0.040026    0.164972    0.017617   0.0001302   0.0000000    0.112000    0.000000    0.007414    0.000000
   1944.60    0.203033    0.030180    0.096143    0.015606   0.0001419   0.0000000    0.109387    0.000000    0.008065    0.000000
   1944.65    0.193742    0.034783    0.067215    0.015771  -0.0002157   0.0000000    0.108712    0.000000    0.007993    0.000000
   1944.70    0.180627    0.038428    0.026462    0.017849   0.0002540   0.0000000    0.107328    0.000000    0.007690    0.000000
   1944.75    0.070726    0.035364   -0.000542    0.020291   0.0001025   0.0000000    0.109106    0.000000    0.009300    0.000000
   1944.80   -0.021516    0.033011   -0.000856    0.016262  -0.0002452   0.0000000    0.111072    0.000000    0.009673    0.000000
   1944.85   -0.069026    0.035033    0.013467    0.016269   0.0001875   0.0000000    0.112517    0.000000    0.010071    0.000000
   1944.90   -0.103703    0.037729    0.035035    0.021301  -0.0001070   0.0000000    0.114474    0.000000    0.011743    0.000000
   1944.95   -0.110827    0.037957    0.098172    0.016972  -0.0001192   0.0000000    0.114612    0.000000    0.012791    0.000000
