t obsX obsY barStartX barStartY barEndX barEndY consortium
1989.9885 -771.9146973996557 -591.7000361824147 -776.1701973996556 -589.0745361824147 -767.6591973996557 -594.3255361824147 F
1990.1321 -754.8654719765262 -382.71244013407994 -759.3974719765263 -384.82494013407995 -750.3334719765262 -380.59994013407993 F
1990.2269 -782.4331076342644 -310.6690490428283 -778.6506076342644 -313.9385490428283 -786.2156076342644 -307.3995490428283 F
1990.2926 -793.6599866221386 -297.4142148337562 -794.9294866221386 -302.2502148337562 -792.3904866221386 -292.5782148337562 F
1990.374 -799.8759096331529 -314.178707118145 -794.902909633153 -313.65770711814497 -804.8489096331529 -314.699707118145 F
1990.5368 -686.5711785254598 -409.46044023747476 -683.9891785254598 -405.17894023747476 -689.1531785254598 -413.74194023747475 F
1990.6438 -524.0859621602566 -451.0063190871594 -519.6054621602566 -448.7873190871594 -528.5664621602566 -453.2253190871594 F
1990.7167 -399.38097308396095 -441.1133416238584 -402.692473083961 -437.36684162385836 -396.06947308396093 -444.8598416238584 F
1990.8832 -125.45637886870252 -282.7168696112941 -130.4258788687025 -283.2683696112941 -120.48687886870252 -282.1653696112941 F
1990.9342 -69.93739749808638 -200.4982785259451 -72.76089749808638 -196.3722785259451 -67.11389749808639 -204.6242785259451 F
1991.0327 -12.11071245014426 -39.84090594209721 -14.707712450144259 -44.11290594209721 -9.51371245014426 -35.56890594209721 F
1991.0727 -4.57522159261039 17.361597654558373 -9.56472159261039 17.037097654558373 0.4142784073896095 17.686097654558374 F
1991.2258 -30.796478726985356 164.01341258594098 -33.681978726985356 159.93091258594097 -27.910978726985356 168.095912585941 F
1991.3134 -57.80046899726896 189.714267002435 -52.915968997268955 188.648267002435 -62.68496899726896 190.780267002435 F
1991.3972 -43.13678604856453 157.22726168814467 -41.29728604856453 152.57826168814466 -44.97628604856453 161.87626168814467 F
1991.3984 -56.39662376284775 151.04315390445512 -54.46512376284775 146.43165390445512 -58.32812376284775 155.65465390445513 F
1991.4689 -7.033021146397235 107.56675978232728 -2.926021146397235 110.41825978232728 -11.140021146397235 104.71525978232728 F
1991.5782 114.38989294463417 46.697717875074915 119.37389294463416 47.096717875074916 109.40589294463418 46.298717875074914 F
1991.645 216.56742809760314 30.550213896383394 215.42792809760314 35.418713896383395 217.70692809760314 25.681713896383393 F
1991.7361 383.9233823697042 50.25148800183971 386.8368823697042 54.31498800183971 381.0098823697042 46.18798800183971 F
1991.8187 526.56342597648 128.5970018501429 521.70542597648 129.7800018501429 531.4214259764799 127.4140018501429 F
1991.8796 616.1425709054712 197.75211362247865 615.0825709054712 202.63811362247864 617.2025709054711 192.86611362247865 F
1991.9756 703.4257820586811 351.5179379365044 699.3737820586811 348.5894379365044 707.4777820586811 354.44643793650437 F
1992.0156 727.510321251675 414.24116575760485 722.788321251675 415.8841657576048 732.232321251675 412.5981657576049 F
1992.0168 736.0289752764573 438.1141167102686 731.3349752764574 439.8331167102686 740.7229752764573 436.3951167102686 F
1992.1164 734.2254655888015 557.3692187166891 734.6094655888015 552.3842187166891 733.8414655888015 562.3542187166892 F
1992.1625 723.3420895686131 608.7026542972792 719.2580895686132 605.8186542972792 727.4260895686131 611.5866542972792 F
1992.3276 689.527805504271 660.7966974337035 689.2608055042709 655.8041974337035 689.794805504271 665.7891974337034 F
1992.4054 696.8869856330007 626.8369462229041 701.7054856330006 628.170446222904 692.0684856330007 625.5034462229041 F
1992.5073 768.2742490373118 566.3614230118491 772.8622490373118 564.3744230118491 763.6862490373119 568.348423011849 F
1992.5729 851.8271072933397 531.0617292038098 853.2366072933397 535.8587292038098 850.4176072933398 526.2647292038098 F
1992.9154 1398.9519877792602 727.5471682140504 1394.1644877792603 726.1051682140504 1403.7394877792601 728.9891682140504 F
1993.072 1481.9262302208758 975.0610632962741 1476.9337302208758 974.7960632962742 1486.918730220876 975.3260632962741 F
1993.1714 1450.9294096661795 1087.014712423039 1453.2389096661796 1082.580212423039 1448.6199096661794 1091.4492124230392 F
