t obsX obsY barStartX barStartY barEndX barEndY consortium
1990.2025 -379.74048747842033 908.929339955544 -383.16048747842035 912.575839955544 -376.3204874784203 905.2828399555441 F
1990.2937 -368.1861053656747 782.9972189662121 -373.04460536567467 781.8162189662121 -363.3276053656747 784.1782189662122 F
1990.2949 -367.59440725273953 777.7263387218766 -372.48590725273954 776.6903387218766 -362.7029072527395 778.7623387218765 F
1990.3278 -379.61781670262457 737.1696254596819 -383.5088167026246 740.3096254596819 -375.72681670262455 734.0296254596819 F
1990.6646 -554.1394959855339 507.04583059241463 -550.546495985534 510.52333059241465 -557.7324959855339 503.5683305924146 F
1990.7434 -503.8173728505961 478.04398072411124 -500.6108728505961 474.20748072411124 -507.0238728505961 481.88048072411124 F
1990.7957 -445.9827623020522 456.71763198958047 -441.2137623020522 458.2196319895805 -450.7517623020522 455.21563198958046 F
1991.1505 151.12018628904764 101.19485266566085 147.08718628904765 104.15035266566085 155.15318628904762 98.23935266566085 F
1991.2173 196.59920609472437 8.869988225241498 192.58570609472437 5.8879882252414975 200.61270609472436 11.851988225241499 F
1991.2807 207.89712404410145 -81.33374903275916 204.73112404410145 -77.46374903275915 211.06312404410144 -85.20374903275916 F
1991.6112 23.109206950062678 -360.0244057750113 26.731206950062678 -356.5774057750113 19.487206950062678 -363.4714057750113 F
1991.6122 19.370485726628846 -356.58933490081336 23.060985726628846 -353.21633490081337 15.679985726628846 -359.96233490081335 F
1991.6705 24.72345746679416 -377.89966382115097 28.59645746679416 -381.06166382115094 20.850457466794158 -374.737663821151 F
1992.1017 665.5286412038021 -713.5697182802523 660.7721412038021 -712.0292182802524 670.285141203802 -715.1102182802523 F
1992.1467 727.1142829530763 -777.8886539610016 723.5647829530764 -781.4101539610016 730.6637829530763 -774.3671539610017 F
1992.2281 771.525850785767 -892.7474387744769 768.282850785767 -888.942438774477 774.7688507857671 -896.5524387744769 F
1992.572 608.1453754632466 -1228.4205159712862 612.9198754632466 -1226.9355159712863 603.3708754632466 -1229.9055159712861 F
1992.5729 605.0172814867182 -1219.8213154867829 609.8267814867181 -1218.4538154867828 600.2077814867182 -1221.188815486783 F
1992.5744 602.896858093511 -1213.937862472565 607.757358093511 -1212.764362472565 598.036358093511 -1215.1113624725651 F
1992.5754 604.4049523590998 -1222.2386365041878 609.2944523590998 -1221.1941365041878 599.5154523590998 -1223.2831365041877 F
1992.5766 604.4220992819335 -1225.4193272158982 609.3435992819335 -1224.5373272158981 599.5005992819334 -1226.3013272158983 F
1992.5777 603.4240917273592 -1222.485937741833 608.3715917273591 -1221.762937741833 598.4765917273592 -1223.2089377418329 F
1992.5804 602.2525430818058 -1220.32419442656 607.2390430818058 -1219.9571944265601 597.2660430818058 -1220.69119442656 F
1992.5817 602.0750516236094 -1224.2998078809662 607.0715516236094 -1224.1198078809662 597.0785516236094 -1224.4798078809663 F
