t obsX obsY barStartX barStartY barEndX barEndY consortium
1990.262 -925.973212985769 640.2250090399436 -922.720712985769 636.4275090399436 -929.2257129857691 644.0225090399437 F
1990.318 -861.5883509899882 647.1821005781463 -856.8813509899882 648.8671005781463 -866.2953509899882 645.4971005781464 F
1990.825 -91.8793059507059 195.93607975219763 -94.9303059507059 199.89707975219764 -88.8283059507059 191.97507975219762 F
1991.136 -277.54246164477007 21.463888006992164 -273.94946164477005 24.940888006992164 -281.1354616447701 17.986888006992164 F
1991.1894 -282.1720643236243 6.00685524421637 -278.1020643236243 3.1028552442163697 -286.2420643236243 8.91085524421637 F
1991.2661 -222.98425015787268 16.331844265908888 -218.86775015787268 19.16984426590889 -227.10075015787268 13.493844265908887 F
1991.6428 467.2353414260771 -202.8078482104522 462.37934142607713 -201.61734821045218 472.0913414260771 -203.9983482104522 F
1991.6864 529.3056068854088 -240.0011562738081 525.8161068854088 -243.5821562738081 532.7951068854088 -236.42015627380812 F
1991.7727 597.1581302506779 -356.9646056233369 593.9121302506779 -353.1616056233369 600.4041302506779 -360.7676056233369 F
1992.2123 432.52652781395636 -602.6822748751633 436.15702781395635 -599.2457748751633 428.8960278139564 -606.1187748751634 F
1992.2135 436.5330973035157 -606.3820831804038 440.19359730351573 -602.9770831804038 432.8725973035157 -609.7870831804038 F
1992.2973 503.6185389550057 -595.6825523661736 506.6525389550057 -599.6560523661735 500.5845389550057 -591.7090523661736 F
1992.3422 565.5328875378966 -586.3576227040675 570.4833875378966 -585.6546227040675 560.5823875378966 -587.0606227040674 F
1992.8535 1318.9269347243162 -1052.274464776326 1315.7854347243162 -1048.384464776326 1322.0684347243161 -1056.1644647763262 F
1993.135 1119.502670188143 -1223.300731960475 1123.079670188143 -1219.807231960475 1115.925670188143 -1226.7942319604751 F
