t obsX obsY barStartX barStartY barEndX barEndY consortium
1990.3582 1237.259995282085 489.8912837586986 1241.588495282085 492.3937837586986 1232.9314952820848 487.3887837586986 F
1990.6766 933.773450019815 214.18468885425312 932.449950019815 219.00618885425314 935.0969500198149 209.3631888542531 F
1990.7179 900.1978982451936 111.22356745218926 895.2913982451936 112.18706745218925 905.1043982451937 110.26006745218926 F
1990.8977 696.7327536316794 173.35972907096232 692.5807536316794 170.5742290709623 700.8847536316795 176.14522907096233 F
1990.9354 631.2912269176022 238.67955388502355 626.6107269176022 240.43755388502356 635.9717269176023 236.92155388502354 F
1991.176 56.01588556285975 174.1611117126639 60.33388556285975 171.64011171266392 51.69788556285975 176.6821117126639 F
1991.2076 -9.860312962862228 127.52798846313598 -8.762312962862229 122.64998846313598 -10.958312962862227 132.405988463136 F
1991.3024 -220.8675278594706 8.449291395922241 -216.1790278594706 10.18579139592224 -225.55602785947062 6.712791395922242 F
1991.3887 -378.90552198805494 -84.38928625964822 -375.17152198805496 -87.71478625964822 -382.6395219880549 -81.06378625964821 F
1991.4397 -404.03433422358984 -153.99704207140383 -399.8768342235898 -151.22004207140384 -408.19183422358986 -156.7740420714038 F
1991.8295 -747.6486787282541 -354.77185137218913 -752.2241787282542 -356.78785137218915 -743.0731787282541 -352.7558513721891 F
1991.888 -808.0123305457246 -353.58945834727695 -811.5508305457246 -350.0569583472769 -804.4738305457246 -357.121958347277 F
1992.2499 -1664.3773754563408 -448.93674143214616 -1659.4038754563408 -448.42574143214614 -1669.3508754563409 -449.4477414321462 F
1992.313 -1833.204839034893 -566.5386279512942 -1830.974839034893 -571.0136279512942 -1835.434839034893 -562.0636279512942 F
1992.3859 -1889.8919005574319 -630.6421685985716 -1885.6999005574319 -627.9171685985716 -1894.083900557432 -633.3671685985717 F
1992.8207 -2268.519984909757 -967.1483650917615 -2273.1884849097573 -965.3578650917616 -2263.851484909757 -968.9388650917615 F
1992.9361 -2409.7157207790897 -999.3637865212729 -2413.84572077909 -1002.1817865212729 -2405.5857207790896 -996.5457865212729 F
1992.9602 -2504.372971673945 -891.9621738521307 -2509.371471673945 -891.8296738521307 -2499.3744716739448 -892.0946738521308 F
1993.1764 -3008.27185995196 -946.3428712808834 -3003.9898599519597 -948.9243712808834 -3012.55385995196 -943.7613712808834 F
