t obsX obsY barStartX barStartY barEndX barEndY consortium
1990.3582 1168.4890397041695 722.6671129515869 1172.8180397041695 725.1691129515868 1164.1600397041695 720.1651129515869 F
1990.6766 983.5509969071201 280.25120151579875 982.2279969071201 285.07270151579877 984.87399690712 275.42970151579874 F
1990.7179 928.8583423902792 267.00672954413017 923.9523423902792 267.97072954413017 933.7643423902791 266.04272954413017 F
1990.8977 694.5673493903088 216.08462526401286 690.4153493903087 213.29962526401286 698.7193493903088 218.86962526401285 F
1990.9354 597.4237775728475 167.41983259839435 592.7437775728475 169.17833259839435 602.1037775728474 165.66133259839435 F
1991.176 -18.56040753249283 48.08638585299384 -14.242907532492833 45.56488585299384 -22.87790753249283 50.607885852993846 F
1991.2076 -74.07158185831756 115.30522198253485 -72.97408185831756 110.42722198253485 -75.16908185831755 120.18322198253485 F
1991.3024 -250.3455404790016 85.15260930067859 -245.65654047900162 86.8886093006786 -255.0345404790016 83.41660930067859 F
1991.3887 -272.6298002493015 22.392608352685343 -268.89630024930153 19.067108352685345 -276.3633002493015 25.71810835268534 F
1991.4397 -456.57649170826255 -95.26234094593974 -452.41849170826254 -92.48534094593974 -460.73449170826257 -98.03934094593974 F
1991.8295 -741.5739364311978 -449.8601561750825 -746.1499364311978 -451.8756561750825 -736.9979364311978 -447.84465617508255 F
1991.888 -877.9805504807525 -469.8249265276954 -881.5185504807525 -466.2919265276954 -874.4425504807525 -473.35792652769544 F
1992.2499 -1668.1845163698129 -662.5601143816394 -1663.2110163698128 -662.0496143816395 -1673.158016369813 -663.0706143816394 F
1992.313 -1765.4675848777233 -624.4613531051464 -1763.2380848777234 -628.9368531051464 -1767.6970848777232 -619.9858531051464 F
1992.3859 -1905.857163035104 -740.3294211202378 -1901.6646630351038 -737.6049211202378 -1910.049663035104 -743.0539211202379 F
1992.8207 -2294.5576189477147 -1103.3821328458855 -2299.225618947715 -1101.5911328458856 -2289.8896189477146 -1105.1731328458854 F
1992.9361 -2519.6183705430326 -1042.3440613305465 -2523.748870543033 -1045.1615613305466 -2515.4878705430324 -1039.5265613305464 F
1992.9602 -2538.522107025407 -1139.7083003334546 -2543.520107025407 -1139.5753003334546 -2533.524107025407 -1139.8413003334547 F
1993.1764 -3117.863245893961 -1254.4897204270967 -3113.581745893961 -1257.0717204270968 -3122.144745893961 -1251.9077204270966 F
