t obsX obsY barStartX barStartY barEndX barEndY consortium
1989.9642 5389.976588530731 -727.3892629134189 5386.52008853073 -731.0022629134189 5393.433088530731 -723.7762629134188 F
1990.0687 5182.638706794229 -1028.478491092635 5179.454206794228 -1024.624491092635 5185.823206794229 -1032.332491092635 F
1990.1296 4911.756957317192 -1176.9768676190972 4906.975957317192 -1178.438367619097 4916.537957317192 -1175.5153676190973 F
1990.2036 4480.400048831617 -1324.0477847266832 4479.965548831617 -1319.0667847266832 4480.834548831617 -1329.0287847266832 F
1990.3328 3427.6828434547488 -1276.3276952761248 3427.2043434547486 -1271.3506952761247 3428.161343454749 -1281.304695276125 F
1990.3339 3421.448316094651 -1273.7982686102284 3421.127316094651 -1268.8087686102285 3421.769316094651 -1278.7877686102283 F
1990.3348 3419.1695589185574 -1271.7400545462299 3418.9790589185573 -1266.74355454623 3419.3600589185576 -1276.7365545462299 F
1990.3363 3393.679760436281 -1268.7926782592783 3393.694760436281 -1263.7926782592783 3393.664760436281 -1273.7926782592783 F
1990.3375 3394.2866721386354 -1266.3849016393872 3394.4651721386354 -1261.3884016393872 3394.1081721386354 -1271.3814016393871 F
1990.3387 3385.1968112870504 -1263.9758100469403 3385.5398112870503 -1258.9878100469402 3384.8538112870506 -1268.9638100469404 F
1990.3398 3379.59763754694 -1262.064023021554 3380.0921375469397 -1257.088523021554 3379.10313754694 -1267.039523021554 F
1990.5003 2182.017781664444 -715.4691811920418 2185.681281664444 -712.0666811920418 2178.354281664444 -718.8716811920418 F
1990.5016 2170.545950795837 -705.6550180413847 2174.2989507958373 -702.3520180413847 2166.792950795837 -708.9580180413847 F
1990.645 1597.2414241936197 -105.52467442819487 1602.0699241936197 -104.22767442819487 1592.4129241936196 -106.82167442819487 F
1990.7398 1520.2134282135426 173.41890013782216 1520.2109282135425 168.41890013782216 1520.2159282135426 178.41890013782216 F
1990.7774 1525.7241246555309 239.06635965395972 1529.6981246555308 236.03335965395974 1521.750124655531 242.0993596539597 F
1990.7787 1518.1418270332215 229.4713907412306 1522.1833270332215 226.52739074123062 1514.1003270332214 232.4153907412306 F
1991.0193 1540.8847935450965 -108.87838679127253 1536.4612935450964 -106.54838679127253 1545.3082935450966 -111.20838679127253 F
1991.063 1421.53604114297 -240.00418704393635 1417.2790411429698 -242.62668704393636 1425.79304114297 -237.38168704393635 F
