MJD RV eRV
57608.97847486 -1195.93176708302 0.060074706199427
57608.9789022 -1188.65253368127 0.0554999852562648
57608.97937399 -1191.84946793876 0.0560056932529539
57608.97985052 -1174.73405501088 0.127905960133109
57608.98127294 -1182.97082607985 0.0947256216231618
57608.98274733 -1173.63057004267 0.186641124369283
57608.98322038 -1186.79555044254 0.0868328400831968
57608.98369645 -1182.31840351899 0.102329258184929
57608.98416928 -1189.16311237503 0.0488859415606535
57608.98559332 -1183.96376011642 0.0796460225715934
57608.98606985 -1193.78853744671 0.0591168766729503
57608.98654256 -1190.59592284069 0.0609081495882806
57608.98701655 -1189.34805769026 0.0777697536058033
57608.98749123 -1187.53782264533 0.0619961640778182
57608.98796602 -1190.54341701902 0.062573528833034
57608.98844105 -1179.79704418048 0.094180081498196
57608.98891492 -1202.99964223131 0.0417926315982018
57608.98938948 -1199.95355576401 0.0402535253667583
57608.98986381 -1199.8972563638 0.0436446551496139
57608.99034 -1198.55334829686 0.0531807918802961
57608.99081456 -1196.07651101662 0.0510367287186422
57608.99128924 -1201.12997980588 0.0492394749911405
57608.99176184 -1201.6386253265 0.0390536986529646
57608.99223629 -1196.67182741989 0.0592657549731242
57611.56333597 -1202.95071356053 0.0303928998165285
57611.56386864 -1199.62961197158 0.0358077903709892
57609.96524267 -1205.90463114047 0.0319271178537259
57609.96572024 -1205.50483855234 0.0228592283879231
57609.96619492 -1206.81659734375 0.022162982743971
57609.96661926 -1207.11708183372 0.0253607658513
57609.96714486 -1207.8582891869 0.0285106797270093
57609.96761873 -1208.47657580717 0.0326394169033907
57609.96809283 -1208.48017026221 0.0303727396537928
57609.96856994 -1207.42187624434 0.0216886774959841
57609.96904196 -1208.76898731453 0.0214214409420392
57609.96951838 -1207.53919231517 0.0281044054493482
57609.9699912 -1208.46949191544 0.0283728957234228
57609.97046554 -1209.07660048923 0.0283390887492903
57607.47131477 -1209.37633714121 0.0303723624491991
57607.47172718 -1207.94923921732 0.0447660989835229
57607.47214433 -1207.27819433104 0.0347826761775071
57607.47256241 -1208.31831228936 0.0394326614182959
57607.47297714 -1207.65002203644 0.0363668693781911
57607.47339684 -1208.63697916778 0.0366424807328599
57607.47381063 -1207.44581052987 0.0340781093883597
57607.47422894 -1207.77283911103 0.0360088088396667
57607.47464401 -1207.28356663437 0.0309230921225597
57607.47506117 -1206.88034928446 0.0340933340683584
57607.47542809 -1206.59316167057 0.0287373563435519
57607.47589385 -1206.97092109454 0.036718245970912
57607.47631089 -1208.2675782288 0.0373864685703219
57607.47672735 -1204.53929782672 0.0407804488861002
57607.47714404 -1206.21557053899 0.0418306538049465
57607.47756362 -1206.67724754168 0.0311716400039842
57607.47799062 -1206.9643916095 0.0393904586104895
57607.47840684 -1207.35866775068 0.0375948819892905
57607.47882238 -1206.60865988776 0.0485193434030514
57607.47923964 -1207.25138248087 0.0304978366414283
57607.47965749 -1207.75117817346 0.0278564577124532
57607.4800721 -1206.80554772417 0.0342668020873827
57607.48048902 -1208.32899979117 0.0350345466957218
57607.48090548 -1207.69760006496 0.0352137397473837
57607.48132344 -1207.24374579198 0.0392089229651685
57607.48168886 -1207.10831810661 0.0435077026020273
57607.4821559 -1207.78249370479 0.0383727261032063
57607.48257213 -1207.12401575401 0.0424439488211581
57607.48298882 -1207.24088578665 0.0375471124214433
57607.48340828 -1208.17070552029 0.0320708405357177
57607.48382208 -1207.29838355291 0.0352876763427378
57607.48423923 -1207.01719752203 0.0297447039255954
57607.48465535 -1203.29243524302 0.0343699309364491
57607.48507377 -1206.9793971601 0.0444218202758098
57607.48548977 -1207.09882674971 0.0366225735859317
57607.48590623 -1207.57336932584 0.0365737119544679
57607.48632257 -1207.16042860932 0.0288924363111592
57607.48673891 -1206.89744514886 0.029532190119744
57607.48715537 -1204.95883824797 0.0298316832399778
57607.48757287 -1203.30422392024 0.0358753450074198
57607.48798991 -1207.9505375961 0.0295177473205985
57607.48840556 -1206.62994076368 0.0387083348631935
57607.48882376 -1208.0802815418 0.0312978258128089
57607.48923871 -1207.58668354861 0.0337976934331689
57607.48965806 -1208.09448495141 0.0300420774091802
57607.49007221 -1208.42012528142 0.0343041905294306
57607.4904904 -1207.16028449442 0.0323416225103626
57607.49090547 -1207.32914884916 0.0331590225181238
57607.49132286 -1208.38931922147 0.0351474159535531
57607.49173966 -1207.72963567157 0.030063583352733
57607.49215693 -1207.7741909832 0.0304160007758278
57607.49257212 -1208.0482912505 0.0302196571151044
57607.49299043 -1208.55105732098 0.0297895550196138
57607.49340527 -1207.53474733741 0.0329887888613426
57607.49382311 -1207.83390763978 0.0366935737317302
57607.49423876 -1207.63318278415 0.0366299103291325
57607.49465557 -1207.46334284133 0.0382163022042713
57607.49507561 -1205.16120432817 0.0448907572898691
57607.49548883 -1203.85013485475 0.0649218751888841
57607.49590761 -1206.64007945209 0.0425263880019872
57607.49632314 -1203.01295505444 0.0443877740418973
57607.49673879 -1203.90292184196 0.0445845768568112
57607.49715745 -1206.23961616512 0.0383155696818293
57607.49757194 -1206.09841817802 0.0392952219025458
57607.49798955 -1205.63795727213 0.0393813358689856
57607.49840682 -1207.16251178631 0.0325554137255415
57607.49883578 -1206.99511056641 0.0394309477449756
57607.49925212 -1207.47198814414 0.0393799499454703
57607.49966789 -1207.43367507285 0.039135001707229
57607.50008365 -1208.54113316435 0.0541024881421357
57607.50045162 -1208.20141718963 0.0416740084422059
57607.50091692 -1208.00659739932 0.0393055714268771
57607.50133361 -1206.3350384704 0.0452881278580708
57607.50175285 -1206.78713513702 0.0522800275955798
57607.50216711 -1204.29311882025 0.0457271096397283
57607.50258588 -1205.08874112129 0.0494452452851414
57607.50300026 -1208.49662118401 0.0453542116550702
57607.50341857 -1209.39013657144 0.0440819519552913
57607.50383433 -1207.71945771367 0.0399887821996843
57607.50425125 -1206.58511529616 0.0415589608351085
57607.50466748 -1191.06691911858 0.0969450192605987
57607.50508382 -1195.49029966665 0.0849235436883012
57607.50550017 -1207.0247570997 0.034033624165891
57607.5059194 -1208.49030540823 0.0388772643698484
57607.50633355 -1207.21196807135 0.0343942715609406
57607.50675244 -1205.53658701436 0.0488689505706225
57607.50716693 -1206.22774175903 0.0447124012991021
57607.50758501 -1205.82513580828 0.0370932965071741
57607.5080017 -1205.2924065205 0.0384865548460602
57607.50842892 -1205.28754657127 0.0429007639308164
57607.50884596 -1207.98264845213 0.0442068099672778
57607.50926207 -1206.84967752626 0.0378216819576184
57607.50968119 -1207.59686992804 0.042291891667711
57607.51009545 -1206.99670390688 0.0357378266283819
57607.51051365 -1206.49584593886 0.034054195384928
57607.51092941 -1206.07672431307 0.034271120759373
57607.51134645 -1207.90425928473 0.0350256915702568
57607.51176291 -1207.84319900781 0.0382718512093198
57607.51218006 -1207.79474520067 0.0374761185701067
57607.51259513 -1207.50257116334 0.0356364077089253
57607.51301298 -1205.7530721165 0.0353775672428688
57607.51342851 -1206.24570471531 0.0458150569261342
57607.51384775 -1206.31549011155 0.034076371907172
57607.51426201 -1207.20861794547 0.0419089439021282
57607.51468021 -1207.21092694416 0.0390412704544628
57607.5150462 -1207.24889933029 0.0349129351421176
57607.51551266 -1207.10008292984 0.0346180596385608
57607.51592935 -1207.14256996957 0.0466693790259951
57607.51634535 -1205.97490305737 0.0463365018954106
57607.51676401 -1206.91287749382 0.0368712223679645
57607.51717954 -1205.64769876471 0.0379858254031516
57607.51759576 -1205.26652407703 0.0392600771337633
57607.51796269 -1208.11103913015 0.0331762755437641
57607.51842868 -1207.91520283154 0.0386129879964952
57607.5188456 -1207.1141223534 0.0373361667343936
57607.51926241 -1207.32980740566 0.0370793799776819
57607.51967864 -1205.5566971591 0.0307476200797123
57605.02094602 -1206.49811836296 0.0312923152668404
57607.52050554 -1206.04838934918 0.0460887609674999
57607.52092929 -1206.65874694265 0.0394509863494384
57606.89280312 -1191.5199473249 0.0386421259101875
57612.59268811 -1190.23271687768 0.0378654921551609
57612.5932217 -1185.28881183075 0.044312584230105
57612.59375252 -1188.5654731588 0.0334115215289161
57612.59428681 -1189.37507171102 0.0486020687117383
57612.5953511 -1187.78159449972 0.0470629932786877
57612.59747958 -1176.44028605764 0.0649871099288651
57612.59801352 -1179.25663202918 0.0487649681944105
57612.59854457 -1180.4644995146 0.0561005023483445
57612.59907666 -1176.25378080666 0.0473334039215132
57612.59961026 -1178.06907772772 0.0790035325228464
57612.60120804 -1184.00078502047 0.0443432384510459
57612.60173873 -1190.69021537186 0.0414144508151756
57612.60227279 -1179.91946060226 0.0529221619951926
57612.60280373 -1179.81170392309 0.0679307046542437
57612.60333744 -1190.16401040468 0.0431755735555497
57612.60386848 -1193.49094873639 0.0487874055132265
57612.60440173 -1191.19707849762 0.0523082355885667
57612.60493452 -1199.8835717007 0.0279412498341882
57612.60546603 -1194.74586990996 0.0442816198537769
57612.60599777 -1192.36381706278 0.0420434995859018
57612.60653044 -1175.81864448891 0.0746229701163306
57612.60706346 -1191.04543800322 0.0506492819391716
57612.60759601 -1190.53116855077 0.0352224287184427
57612.60812799 -1180.40176183117 0.0598194215103151
57612.60867154 -1193.54849059838 0.0406446793851862
57612.60920618 -1185.58793654262 0.0763848260400193
57612.60973826 -1191.46081913342 0.0434156568667168
57612.61080117 -1187.10105818662 0.0384530115373923
57612.6113512 -1190.0514990983 0.0497703525888014
57612.61188977 -1185.34438372639 0.0583145684824764
57612.61242326 -1181.08641698583 0.0562666663930083
57612.61295419 -1184.50526588951 0.0588993226235983
57607.42632948 -1204.61443738536 0.766429618238132
57612.02602135 -1204.10002581736 0.862248762676646
57612.02649569 -1201.85938884769 0.355252670049317
57612.02697037 -1202.03566278251 0.824084502284352
57612.02744748 -1201.8669016975 0.825857721126627
57612.02791926 -1203.43228116196 0.796089509634694
57612.02839406 -1202.12001367139 0.811411071052256
57612.02886851 -1199.22227600393 0.79826409024725
57612.02934492 -1201.52797281259 0.798493446964712
57612.02981856 -1202.75335948606 0.412435223049137
57612.03029382 -1205.48760643994 0.810166603452556
57607.03161653 -1203.74844457152 0.834659314683045
57612.03123461 -1202.84328775771 0.799109257376337
57612.03171577 -1203.28513405113 0.811020701227461
57612.03219149 -1204.73326000174 0.818621205635062
57607.03351467 -1203.74745474915 0.785752249333854
57612.0331324 -1202.9638033327 0.841118092253099
57612.03360222 -1202.44566114941 0.802677455078355
57612.03407679 -1201.30035729059 0.837249638286117
57612.03455216 -1201.90362812241 0.785633734846373
57612.03502661 -1202.7499880477 0.764953958959498
57612.03550268 -1203.02387219761 0.837358436528373
57612.03597551 -1203.3045484153 0.443887412829047
57612.03645111 -1202.48458726799 0.754788442940766
57612.03692417 -1202.24028173405 0.80083700099665
57612.03739978 -1199.27067934783 0.822698145626725
57612.03787307 -1201.97011730996 0.8309153750777
57612.03834937 -1195.05361379452 0.85293948323287
57612.03882208 -1196.87823126312 0.839240250341919
57612.03929676 -1198.71048229086 0.813739575929748
57609.07540694 -1201.67279127855 0.0445149942777822
57612.97522277 -1199.8511661122 0.0314812642446096
57612.97571019 -1201.45355980965 0.0518007268032483
57612.97618394 -1202.41239817033 0.039190870851838
57612.97665885 -1204.29205610003 0.113589079555263
57612.97713237 -1203.65940416437 0.134659918831759
57612.97760856 -1197.88320863492 1.3285457043024
57612.97808231 -1205.43809148355 0.394703577506079
57612.97855687 -1201.89618894889 0.290333077134236
57612.97950519 -1205.04326520976 0.441051986972368
57612.97997941 -1204.20434152734 0.0953544540780618
57612.98045501 -1204.80940942356 0.124176388807571
57613.92511463 -1212.37393998851 0.0253523927857996
57619.4750151 -1214.65255135022 0.0223290649826384
57619.47554835 -1214.32236951513 0.0263110355338524
57619.47607905 -1213.94682417353 0.0265995490247989
57619.47714381 -1213.54609089369 0.0194756055516485
57619.47767706 -1213.99788911185 0.021010983958963
57619.47820984 -1213.02094321844 0.0191651035712927
57619.47874135 -1213.05611187322 0.0220844664210572
57619.47927402 -1211.07514616196 0.0263387450416386
57616.98023415 -1213.55386537786 0.0227549652047179
57616.98070859 -1212.25725777436 0.0240942216598992
57616.98118339 -1212.76933524429 0.0239959577512075
57616.98165784 -1212.89970900411 0.0228078880501336
57616.98213321 -1211.35746989897 0.0213470812564413
57616.98260674 -1209.85296157827 0.0289385022141347
57616.9830813 -1211.53728160149 0.0208267469540488
57616.98355598 -1210.88615276209 0.0244298181781005
57616.98403089 -1212.37389523957 0.0280342155427846
57616.98450626 -1211.67364004907 0.0219639294063618
57616.98497967 -1211.54275128183 0.0235619279620824
57616.98545389 -1210.0934060492 0.0274618972807671
57616.98593054 -1211.28855020521 0.0215645779474486
57616.98640302 -1212.00863114182 0.0204386161848749
57616.98687862 -1212.65713348459 0.0305206885685358
57616.98735203 -1208.78185568185 0.0248583608042565
57617.0644052 -1200.07485929331 0.0327238776472193
57617.06487536 -1204.02743098927 0.0394116489341843
57617.06535074 -1199.84584689011 0.0598357536225783
57617.06582588 -1204.55107963931 0.0327300468525072
57617.06630044 -1201.20590833005 0.0318005536788451
57617.0667735 -1203.5063272086 0.0384940798017242
57617.06724911 -1205.87376761906 0.0365097039010936
57617.06772332 -1203.09393656093 0.0361831657341522
57617.06819893 -1204.01150018673 0.0351811960893162
57617.06867187 -1207.60275482502 0.0284211093255021
57617.06914748 -1206.50151509906 0.0308916438350896
57617.06962066 -1206.350708081 0.032260816209313
57617.07009639 -1203.36596749523 0.040124385991105
57612.07142025 -1207.93144383431 0.0315939710222181
57617.0710373 -1205.36788406917 0.0291608580581079
57617.07151892 -1208.65818477466 0.0283936629101299
57618.9662437 -1208.2809338218 0.0441171861624168
57618.96671768 -1211.57001427534 0.0287091618892477
57618.96719155 -1210.81949366737 0.0382242437574796
57618.96766577 -1211.85446281307 0.0383270078625893
57618.9681394 -1213.52440210711 0.0402729448242909
57618.96861385 -1214.1493599293 0.0277853848873562
57618.96908923 -1211.15331778304 0.0329885193807729
57618.96956356 -1213.05465469681 0.0393484375213834
57618.97003986 -1212.87605192661 0.0357710501214751
57618.97051373 -1207.22607915237 0.0419816277971831
57618.97098644 -1210.1893627702 0.0273654333228881
57618.97146274 -1212.41581634498 0.0334959673381083
57614.94295903 -1211.75597596885 0.0414899900423714
57619.04273578 -1214.11819928778 0.0306383971968185
57619.04320861 -1213.44245230921 0.0267339068747977
57619.04368421 -1213.89750834554 0.0285202029770809
57619.04415774 -1211.96233800296 0.0314156340777439
57619.04463346 -1211.73849513535 0.0367599374567025
57619.04510872 -1213.88629411113 0.0295808214929089
57619.04558131 -1211.2676293165 0.0427349316077555
57619.04605738 -1208.82107104101 0.043601916135015
57619.04653079 -1212.7955077217 0.0336487168160636
