BJDtdb1 BJDtdb2 BJDtcb1 BJDtcb2 RvTot RvBT RvGO RvgsO RvgT RvlO RvLocal RvlT RvRemote RvSB RvSG RvSO RvsT RvST RvTot RvTropo
2456883 0.887648183788799 2456883 0.887861216465877 -38739.5023124621 0 -27.6793992150621 -4.58526012287663 0 -0.000277984892886403 -22070.2424502226 0 -16670.4871169137 -16672.7944696883 22104.1320754041 22076.452676189 2.30748110318373 -16672.7944696883 -38739.5023124621 0.0000105656316799157
2456883 0.888738263967848 2456883 0.888951296661828 -38736.550887754 0 -30.3619863561909 -4.58501695253741 0 -0.000277928153206411 -22067.2908624247 0 -16670.4871158819 -16672.7944686729 22103.8623979765 22073.5004116203 2.30748110318373 -16672.7944686729 -38736.550887754 0.000011600226878469
2456883 0.889788341352479 2456883 0.89000137406274 -38733.709117392 0 -32.9447777300584 -4.58478216967773 0 -0.000277873722434459 -22064.4489349971 0 -16670.4871149167 -16672.7944676947 22103.6026097364 22070.6578320064 2.30748110318373 -16672.7944676947 -38733.709117392 0.0000125990935265827
2456883 0.890838418727155 2456883 0.891051451453698 -38730.8687820213 0 -35.5261273266779 -4.58454678771237 0 -0.000277819516190416 -22061.6084426607 0 -16670.4871139181 -16672.7944667165 22103.3428144379 22067.8166871112 2.30748110318373 -16672.7944667165 -38730.8687820213 0.0000136003445786219
2457028 0.57065698998461 2457028 0.570872266000375 10993.4653597442 0 -216.243398553925 -4.77593855306596 0 0.000527881296873643 27665.3085589239 0 -16670.3048378453 -16672.612190624 -27441.7362607185 -27657.9796592725 2.30748110318373 -16672.612190624 10993.4653597442 0.000112250371489554
2457028 0.571856879561315 2457028 0.572072155595684 10995.9556656571 0 -218.706493890965 -4.77615289976519 0 0.000527978312657614 27667.7990018988 0 -16670.3048364807 -16672.6121892725 -27441.7629322067 -27660.4694260977 2.30748110318373 -16672.6121892725 10995.9556656571 0.000114497709430031
2457028 0.573056768662462 2457028 0.573272044715436 10998.4334544549 0 -221.157086932469 -4.77636558228196 0 0.000528075393198326 27670.2769272262 0 -16670.3048351493 -16672.612187921 -27441.7895921159 -27662.9466790483 2.30748110318373 -16672.612187921 10998.4334544549 0.000116784042158672
2457028 0.574216661606042 2457028 0.574431937677 11000.8166217663 0 -223.513978961294 -4.77656961105002 0 0.000528169294816076 27672.6602256751 0 -16670.304833818 -16672.6121866147 -27441.8153523682 -27665.3293313295 2.30748110318373 -16672.6121866147 11000.8166217663 0.000119032310730819
2457205 0.946836661052599 2457205 0.947054687321136 -43105.6802173233 0 107.311454007643 -4.54997945499169 0 -0.000577665036301975 -26436.9414925192 0 -16670.2087729468 -16672.5161257187 26336.5113226947 26443.8227767023 2.30748110318373 -16672.5161257187 -43105.6802173233 -0.0000435282468018776
2457205 0.94785675087011 2457205 0.948074777154464 -43103.3196099355 0 104.888277787279 -4.5497257670194 0 -0.000577600227953354 -26434.5807543932 0 -16670.208772381 -16672.516125153 26336.5730918517 26441.4613696389 2.30748110318373 -16672.516125153 -43103.3196099355 -0.0000424154276136788
2457205 0.948886841637641 2457205 0.949104867937966 -43100.9314576321 0 102.436949455871 -4.5494696160571 0 -0.000577535035392075 -26432.1924698872 0 -16670.2087717819 -16672.5161245817 26336.6354594757 26439.0724089316 2.30748110318373 -16672.5161245817 -43100.9314576321 -0.0000412995647084541
2457206 0.946624581704796 2457206 0.946842623475242 -43157.0657691704 0 101.530698678014 -4.54998078633765 0 -0.000568953385670781 -26488.3304515136 0 -16670.2082232673 -16672.515576061 26393.6901239376 26495.2208226157 2.30748110318373 -16672.515576061 -43157.0657691704 -0.0000408894920206286
2457206 0.947684675070866 2457206 0.947902716857749 -43154.5948228251 0 99.0018577298546 -4.54971737953987 0 -0.000568886744200476 -26485.8593683392 0 -16670.2082226682 -16672.515575465 26393.7471827045 26492.7490404344 2.30748110318373 -16672.515575465 -43154.5948228251 -0.0000397519863249905
2457206 0.94874476889389 2457206 0.94896281069721 -43152.119453216 0 96.468600087441 -4.5494539061748 0 -0.000568820371359464 -26483.383861668 0 -16670.2082220691 -16672.515574869 26393.8042339356 26490.272834023 2.30748110318373 -16672.515574869 -43152.119453216 -0.000038622260078556
2457268 0.867805283794205 2457268 0.868024285664814 -32570.2445793743 0 -107.240202382716 -4.61436321238221 0 -0.000172222716590394 -15900.971394256 0 -16670.1573691135 -16672.4647218828 16013.6695071413 15906.4293047585 2.30748110318373 -16672.4647218828 -32570.2445793743 0.0000436296229389207
2457268 0.869025348960471 2457268 0.869244350849997 -32566.9134380573 0 -110.132855083522 -4.61411331874591 0 -0.000172164100355447 -15897.6400690801 0 -16670.1573677489 -16672.4647205344 16013.2302328109 15903.0973777273 2.30748110318373 -16672.4647205344 -32566.9134380573 0.0000449790085655911
2457268 0.870205411221464 2457268 0.870424413129287 -32563.6976976749 0 -112.924476383781 -4.61387068094508 0 -0.00017210769886935 -15894.4241511627 0 -16670.1573664508 -16672.4647192301 16012.8053537856 15899.8808774018 2.30748110318373 -16672.4647192301 -32563.6976976749 0.0000462956695206264
2457327 0.723346243075289 2457327 0.723566157512709 -6649.30926291796 0 -144.494323121193 -4.73074408407265 0 0.00011343542409635 10021.329754412 0 -16670.0817772538 -16672.3891300434 -9871.76969221852 -10016.2640153397 2.30748110318373 -16672.3891300434 -6649.30926291796 0.0000623555962231941
2457327 0.724506204298367 2457327 0.724726118753772 -6646.13958264565 0 -147.151359187545 -4.73071519386536 0 0.000113502102203426 10024.4996093237 0 -16670.0817756229 -16672.3891284098 -9872.28232649747 -10019.433685685 2.30748110318373 -16672.3891284098 -6646.13958264565 0.000063822776345348
2457327 0.725656165767368 2457327 0.725876080240603 -6643.00499016247 0 -149.777731518002 -4.73068457290833 0 0.000113568077470762 10027.6343744824 0 -16670.081773992 -16672.3891267902 -9872.79053879055 -10022.5682703086 2.30748110318373 -16672.3891267902 -6643.00499016247 0.000065293667518043
2457327 0.726836126449527 2457327 0.727056040941058 -6639.79680436952 0 -152.46444407351 -4.73065102299019 0 0.000113635638177636 10030.8427370448 0 -16670.0817723278 -16672.3891251284 -9873.31200611207 -10025.7764501856 2.30748110318373 -16672.3891251284 -6639.79680436952 0.0000668203532354702
2457395 0.572306367783907 2457395 0.572527334232882 11058.2616730891 0 -229.56544481703 -4.77875248588262 0 0.000543405490216117 27729.7966563601 0 -16669.9930648798 -16672.3004176683 -27492.8875566568 -27722.4530014738 2.30748110318373 -16672.3004176683 11058.2616730891 0.000125044667179372
2457395 0.573726236569561 2457395 0.573947203040551 11061.1043902711 0 -232.395814128076 -4.77900237951893 0 0.000543522339905047 27732.6395301083 0 -16669.9930633154 -16672.3004160902 -27492.8992823683 -27725.2950964964 2.30748110318373 -16672.3004160902 11061.1043902711 0.000127978868950073
2457395 0.575096110051254 2457395 0.575317076543484 11063.8293627505 0 -235.10889513168 -4.77924122298378 0 0.00054363514043456 27735.3646525639 0 -16669.9930617844 -16672.3004145677 -27492.9105779052 -27728.0194730369 2.30748110318373 -16672.3004145677 11063.8293627505 0.000130870797166117
2457620 0.820819030560805 2457620 0.821043489532549 -37114.4263663396 0 93.7499857627526 -4.60518551245398 0 -0.000245201779485948 -20445.7019055428 0 -16669.8613373502 -16672.1686901374 20357.951618909 20451.7016046717 2.30748110318373 -16672.1686901374 -37114.4263663396 -0.0000374219928520931
2457620 0.824599288278208 2457620 0.824823747308565 -37104.2586051984 0 84.6663628271659 -4.60453994279898 0 -0.000244977594933529 -20435.53358274 0 -16669.8613336225 -16672.1686863974 20356.8648907284 20441.5312535556 2.30748110318373 -16672.1686863974 -37104.2586051984 -0.0000334793318347503
2457626 0.878042024162836 2457626 0.878266577053021 -35087.048645763 0 -85.3281838358494 -4.60295237931146 0 -0.00020979934324585 -18418.217550146 0 -16669.8552342274 -16672.162587016 18509.2804146107 18423.9522307748 2.30748110318373 -16672.162587016 -35087.048645763 0.0000338446532998219
2457626 0.879072087849684 2457626 0.879296640755841 -35084.2369724069 0 -87.8073605718373 -4.60273244095921 0 -0.000209749062126651 -18415.4057214551 0 -16669.8552331623 -16672.162585941 18508.9471983596 18421.1398377877 2.30748110318373 -16672.162585941 -35084.2369724069 0.0000349172257764827
2457626 0.880092150370667 2457626 0.88031670329264 -35081.45623557 0 -90.2588225884372 -4.60251396708751 0 -0.000209699487893824 -18412.6248310808 0 -16669.8552320972 -16672.1625848765 18508.6172109886 18418.3583884002 2.30748110318373 -16672.1625848765 -35081.45623557 0.0000359858086700028
2457626 0.881192217939886 2457626 0.881416770878916 -35078.4615746364 0 -92.8983760005973 -4.60227771974728 0 -0.000209646271367775 -18409.6300047607 0 -16669.8552309323 -16672.1625837285 18508.2613350638 18415.3629590632 2.30748110318373 -16672.1625837285 -35078.4615746364 0.0000371456125978427
2457626 0.882262283427159 2457626 0.882486836382781 -35075.5528595733 0 -95.4616610595015 -4.60204726376196 0 -0.000209594753032433 -18406.7211290707 0 -16669.8552298339 -16672.1625826118 18507.9151578098 18412.4534967503 2.30748110318373 -16672.1625826118 -35075.5528595733 0.0000382814149422874
2457626 0.88346235741122 2457626 0.883686910385449 -35072.2959056792 0 -98.3312079324465 -4.60178811727125 0 -0.000209537267455921 -18403.463995345 0 -16669.8552285691 -16672.1625813595 18507.5269131168 18409.1957051843 2.30748110318373 -16672.1625813595 -35072.2959056792 0.0000395644797831078
2458355 0.909370577143042 2458355 0.909606433808265 -35466.0731847963 0 -149.52302120308 -4.59166649305885 0 -0.000216055483683636 -18797.8814230429 0 -16669.2369726747 -16671.5443254694 18953.1750048735 18803.6519836704 2.30748110318373 -16671.5443254694 -35466.0731847963 0.00006515741978505
2458355 0.9101906282969 2458355 0.910426484974838 -35463.9464541541 0 -151.391645995568 -4.59147950551906 0 -0.00021602086463438 -18795.7545749426 0 -16669.2369718426 -16671.5443246243 18952.9163289444 18801.5246829488 2.30748110318373 -16671.5443246243 -35463.9464541541 0.0000662154653410995
2458355 0.911000679207405 2458355 0.911236535897903 -35461.8496211154 0 -153.233516614442 -4.5912946481328 0 -0.000215986835069695 -18793.6576261434 0 -16669.2369710105 -16671.5443237896 18952.6608040482 18799.4272874338 2.30748110318373 -16671.5443237896 -35461.8496211154 0.0000672691211165579
2458355 0.911800729409087 2458355 0.912036586111989 -35459.7825883255 0 -155.048730935886 -4.59111185433278 0 -0.000215953389561363 -18791.5904792571 0 -16669.2369701784 -16671.5443229651 18952.408430458 18797.3596995222 2.30748110318373 -16671.5443229651 -35459.7825883255 0.0000683182391647545
2458355 0.912610780308348 2458355 0.912846637023811 -35457.6937267207 0 -156.882622286625 -4.59092659754274 0 -0.000215919692678003 -18789.5015023245 0 -16669.2369693463 -16671.5443221303 18952.1528987864 18795.2702764998 2.30748110318373 -16671.5443221303 -35457.6937267207 0.0000693892178236208
2458355 0.913420830736278 2458355 0.913656687464301 -35455.6089479545 0 -158.712426772974 -4.5907412076181 0 -0.000215886164258984 -18787.4166084635 0 -16669.2369685142 -16671.5443212955 18951.897363853 18793.18493708 2.30748110318373 -16671.5443212955 -35455.6089479545 0.0000704691708467006
2458355 0.91423088162427 2458355 0.914466738364852 -35453.528297792 0 -160.538098843802 -4.59055548485697 0 -0.000215852804977045 -18785.3358434391 0 -16669.2369676821 -16671.5443204608 18951.6418253639 18791.1037265201 2.30748110318373 -16671.5443204608 -35453.528297792 0.0000715582772858078
2458355 0.915040932506643 2458355 0.915276789259786 -35451.4518244279 0 -162.359589898637 -4.59036969552854 0 -0.000215819615558383 -18783.2592554461 0 -16669.2369668501 -16671.544319626 18951.3862834662 18789.0266935675 2.30748110318373 -16671.544319626 -35451.4518244279 0.0000726567173836967
2458355 0.91585098338341 2458355 0.916086840149113 -35449.3795754246 0 -164.176852498988 -4.59018377306551 0 -0.000215786596705436 -18781.1868920468 0 -16669.236966018 -16671.5443187912 18951.1307381598 18786.9538856608 2.30748110318373 -16671.5443187912 -35449.3795754246 0.0000737646751301868
2458675 0.94577523936009 2458675 0.946016058253108 -43282.4073145231 0 52.5939969609954 -4.54902428083418 0 -0.000502566516690327 -26614.9231069635 0 -16668.9640419938 -16671.2713947827 26569.2410401379 26621.8350370989 2.30748110318373 -16671.2713947827 -43282.4073145231 -0.0000202860703116259
2458675 0.947565398425907 2458675 0.947806217346682 -43278.0119002067 0 48.2127171862019 -4.54858187457236 0 -0.00050246328372518 -26610.5274493768 0 -16668.9640408621 -16671.2713936612 26569.2254411732 26617.4381583594 2.30748110318373 -16671.2713936612 -43278.0119002067 -0.0000185505858456655
2458675 0.949325554573852 2458675 0.949566373521918 -43273.6841497512 0 43.8988855540863 -4.5481470569825 0 -0.000502362563515143 -26606.199459379 0 -16668.9640397637 -16671.2713925584 26569.2100812992 26613.1089668533 2.30748110318373 -16671.2713925584 -43273.6841497512 -0.0000168537065902528
2458675 0.950965700063039 2458675 0.951206519036536 -43269.6465850524 0 39.8743097088069 -4.5477420615421 0 -0.000502269417987188 -26602.1616711804 0 -16668.964038732 -16671.2713915307 26569.1957487469 26609.0700584557 2.30748110318373 -16671.2713915307 -43269.6465850524 -0.0000152802198519474
2458675 0.952475833934686 2458675 0.952716652931598 -43265.925280654 0 36.1649809578454 -4.54736928467388 0 -0.000502184266565792 -26598.4401607895 0 -16668.9640378 -16671.2713905845 26569.1825353012 26605.3475162591 2.30748110318373 -16671.2713905845 -43265.925280654 -0.0000138373886516344
2458679 0.942918974088244 2458679 0.943159854957767 -43172.5219253585 0 33.678630253689 -4.5498715494018 0 -0.000471925836236171 -26505.0341419368 0 -16668.9615076103 -16671.2688603793 26478.2488519003 26511.927482154 2.30748110318373 -16671.2688603793 -43172.5219253585 -0.0000128738835188743
2458679 0.943729045831242 2458679 0.943969926713324 -43170.500645737 0 31.6863831177187 -4.5496722469119 0 -0.000471880579343335 -26503.0127504821 0 -16668.9615070445 -16671.2688598447 26478.2191515307 26509.9055346484 2.30748110318373 -16671.2688598447 -43170.500645737 -0.0000121037697116974
2458679 0.944529116608416 2458679 0.944769997502904 -43168.503505814 0 29.7179215857917 -4.54947540741202 0 -0.000471836041540784 -26501.0155000242 0 -16668.9615065452 -16671.2688593166 26478.1898133842 26507.90773497 2.30748110318373 -16671.2688593166 -43168.503505814 -0.0000113444185111655
2458679 0.945339188340549 2458679 0.945580069247598 -43166.480628078 0 27.7240851214816 -4.54927617148942 0 -0.00047179111033109 -26498.9925103553 0 -16668.9615060127 -16671.268858782 26478.1601040016 26505.8841891231 2.30748110318373 -16671.268858782 -43166.480628078 -0.0000105767620873042
2458679 0.946159261027436 2458679 0.9464001419472 -43164.4320366596 0 25.7048979597562 -4.54907447257679 0 -0.000471745792780331 -26496.9438055728 0 -16668.9615054469 -16671.2688582407 26478.130023215 26503.8349211747 2.30748110318373 -16671.2688582407 -43164.4320366596 -0.00000980075863243666
2458680 0.942667201268206 2458680 0.942908097639023 -43126.5451118485 0 27.7971019391248 -4.5501467386113 0 -0.000464489951095554 -26459.0554267987 0 -16668.9608526879 -16671.2682054886 26438.1438251217 26465.9409270608 2.30748110318373 -16671.2682054886 -43126.5451118485 -0.0000106048519083143
2458680 0.943467271928053 2458680 0.943708168311275 -43124.5410059906 0 25.8271969444408 -4.54995023194791 0 -0.000464445712489367 -26457.0512100731 0 -16668.9608521554 -16671.2682049537 26438.10896387 26463.9361608145 2.30748110318373 -16671.2682049537 -43124.5410059906 -0.00000984772369452916
2458680 0.944267342582549 2458680 0.944508238978176 -43122.5362399516 0 23.8566358178089 -4.54975359214993 0 -0.00046440163383445 -26455.0463330664 0 -16668.9608516229 -16671.2682044189 26438.0740981921 26461.9307340099 2.30748110318373 -16671.2682044189 -43122.5362399516 -0.00000909160013927071
2458680 0.945067413231692 2458680 0.945308309639724 -43120.5308634572 0 21.885468620709 -4.54955701891924 0 -0.000464357716051737 -26453.0408456043 0 -16668.9608510903 -16671.268203884 26438.039228088 26459.9246967087 2.30748110318373 -16671.268203884 -43120.5308634572 -0.0000083364003910048
2458680 0.945877484834171 2458680 0.946118381254764 -43118.4998487344 0 19.8890953978052 -4.54935811583313 0 -0.000464313414131736 -26451.0097184826 0 -16668.9608505578 -16671.2682033425 26438.0039175948 26457.8930129926 2.30748110318373 -16671.2682033425 -43118.4998487344 -0.00000757261929931526
2458704 0.888521976150768 2458704 0.888763243806802 -39970.4187280757 0 4.69810632799894 -4.57820578661668 0 -0.000308407115241042 -23302.771876271 0 -16668.9425234158 -16671.2498761859 23304.4634792525 23309.1615855805 2.30748110318373 -16671.2498761859 -39970.4187280757 -0.0000017854018800461
2458704 0.889442047698192 2458704 0.889683315368492 -39967.9489597053 0 2.42748112842751 -4.57799829634914 0 -0.000308357132879469 -23300.3019714044 0 -16668.9425225837 -16671.2498753727 23304.2636089703 23306.6910900987 2.30748110318373 -16671.2498753727 -39967.9489597053 -0.000000922450918810871
2458704 0.890332117143243 2458704 0.890573384827344 -39965.5596435394 0 0.230819066506795 -4.57779732967679 0 -0.00030830893562688 -23297.9125231023 0 -16668.9425218181 -16671.2498745861 23304.0702511312 23304.3010701977 2.30748110318373 -16671.2498745861 -39965.5596435394 -0.0000000877118132341701
2458704 0.891222186115501 2458704 0.891463453813402 -39963.1703168558 0 -1.9658491038829 -4.57759583046606 0 -0.000308260892385824 -23295.5230644158 0 -16668.9425210193 -16671.2498737995 23303.8768884621 23301.9110393582 2.30748110318373 -16671.2498737995 -39963.1703168558 0.000000747066219604645
2458704 0.89211225554636 2458704 0.892353523258062 -39960.7810460554 0 -4.16245661321879 -4.57739399841884 0 -0.000308213004384271 -23293.1336615126 0 -16668.9425202205 -16671.2498730129 23303.6835207606 23299.5210641474 2.30748110318373 -16671.2498730129 -39960.7810460554 0.00000158199337758549
2458704 0.89302232621094 2458704 0.893263593936753 -39958.3382155733 0 -6.40828944520814 -4.57718737352617 0 -0.000308164202128917 -23290.6906959988 0 -16668.9425194217 -16671.2498722086 23303.4858026884 23297.0775132432 2.30748110318373 -16671.2498722086 -39958.3382155733 0.00000243595031746034
2458704 0.893922396014928 2458704 0.894163663754697 -39955.9224318836 0 -8.62923568351075 -4.57698254595054 0 -0.00030811609845959 -23288.2747788083 0 -16668.9425186229 -16671.2498714131 23303.2902522886 23294.661016605 2.30748110318373 -16671.2498714131 -39955.9224318836 0.00000328090306444545
2458704 0.894852468370943 2458704 0.895093736125133 -39953.4264087385 0 -10.9239217238321 -4.57677052910674 0 -0.000308066562271256 -23285.7786177025 0 -16668.9425177908 -16671.249870591 23303.0881781942 23292.1642564703 2.30748110318373 -16671.249870591 -39953.4264087385 0.00000415453895765389
2458704 0.895762539013191 2458704 0.896003806781492 -39950.9844213978 0 -13.1688968247847 -4.57656270600271 0 -0.000308018260936808 -23283.33649533 0 -16668.942516992 -16671.2498697867 23302.8904446003 23289.7215477755 2.30748110318373 -16671.2498697867 -39950.9844213978 0.00000501001533761939
2458704 0.896682610500955 2458704 0.896923878283521 -39948.5160340659 0 -15.4381018572454 -4.57635222020677 0 -0.000307969600674062 -23280.8679716017 0 -16668.9425161932 -16671.2498689735 23302.6905328529 23287.2524309957 2.30748110318373 -16671.2498689735 -39948.5160340659 0.00000587564534930386
2458707 0.840778200251599 2458707 0.84101951368295 -39399.4518853752 0 101.701255566255 -4.59049464234669 0 -0.000293501550854227 -22731.7759061839 0 -16668.9399022951 -16671.2472550934 22636.3889274686 22738.0901830349 2.30748110318373 -16671.2472550934 -39399.4518853752 -0.0000409733935491682
2458707 0.841748273753599 2458707 0.841989587199992 -39396.9104484884 0 99.3873238074974 -4.59030885301826 0 -0.000293443122735875 -22729.2343288068 0 -16668.9399014297 -16671.2472542105 22636.1607116446 22735.5480354521 2.30748110318373 -16671.2472542105 -39396.9104484884 -0.0000399313889921937
2458707 0.842678344375292 2458707 0.842919657836106 -39394.4703219034 0 97.1653248742083 -4.59013005325611 0 -0.00029338719798336 -22726.7940674563 0 -16668.9399005644 -16671.247253364 22635.9419014291 22733.1072263033 2.30748110318373 -16671.247253364 -39394.4703219034 -0.0000389385058303139
2458707 0.843568411651948 2458707 0.843809725126562 -39392.1320196527 0 95.0357717324718 -4.58995824306024 0 -0.000293333766308796 -22724.4556359652 0 -16668.9398997656 -16671.2472525539 22635.7324976034 22730.7682693359 2.30748110318373 -16671.2472525539 -39392.1320196527 -0.0000379938100022555
2458707 0.844508483093087 2458707 0.844749796582277 -39389.6591039805 0 92.7833365349924 -4.5897759817986 0 -0.000293277427590238 -22721.9825836636 0 -16668.9398989002 -16671.2472516983 22635.5113242504 22728.2946607854 2.30748110318373 -16671.2472516983 -39389.6591039805 -0.0000370016999164204
2458707 0.845458554894969 2458707 0.84569986839889 -39387.1565714856 0 90.5036340591083 -4.58959105784505 0 -0.000293220590163589 -22719.4799128752 0 -16668.9398980348 -16671.2472508335 22635.2877926799 22725.791426739 2.30748110318373 -16671.2472508335 -39387.1565714856 -0.0000360047731449571
2458707 0.846398626320492 2458707 0.846639939838989 -39384.6771850393 0 88.2447360028825 -4.58940726553556 0 -0.000293164452278467 -22717.0003894001 0 -16668.9398972027 -16671.2472499778 22635.0666086375 22723.3113446404 2.30748110318373 -16671.2472499778 -39384.6771850393 -0.0000350238483093368
2458707 0.847348698106571 2458707 0.847590011639799 -39382.1682746984 0 85.9586636553672 -4.58922081053415 0 -0.00029310782129789 -22714.4913403995 0 -16668.9398963373 -16671.247249113 22634.843066264 22720.8017299194 2.30748110318373 -16671.247249113 -39382.1682746984 -0.000034037886726245
2458707 0.848318771552591 2458707 0.84856008510086 -39379.6033637527 0 83.6212863294305 -4.58902969582189 0 -0.000293050107861006 -22711.9262877653 0 -16668.9398954387 -16671.24724823 22634.6148120956 22718.2360984251 2.30748110318373 -16671.24724823 -39379.6033637527 -0.0000330365931352882
2458707 0.849298845824166 2458707 0.849540159387632 -39377.0088346863 0 81.2566408326036 -4.58883571871582 0 -0.000292991913966992 -22709.3316153129 0 -16668.93989454 -16671.2472473378 22634.3841990245 22715.6408398571 2.30748110318373 -16671.2472473378 -39377.0088346863 -0.0000320303647088923
2458707 0.850258918885396 2458707 0.850500232463748 -39374.4642459711 0 78.9372485024062 -4.58864500340735 0 -0.000292935021140077 -22706.7868859411 0 -16668.9398936746 -16671.2472464638 22634.1582866662 22713.0955351686 2.30748110318373 -16671.2472464638 -39374.4642459711 -0.0000310497491467544
2458710 0.904725756082829 2458710 0.904967117021294 -38474.8864419717 0 -74.1591841624238 -4.57970428305962 0 -0.000272803298836175 -21807.1618578691 0 -16668.9370969828 -16671.2444497818 21887.4872229017 21813.3280387393 2.30748110318373 -16671.2444497818 -38474.8864419717 0.0000291092635694424
2458710 0.905775832556263 2458710 0.90601719351101 -38472.0778937172 0 -76.7022710723987 -4.57946291003745 0 -0.000272752835763711 -21804.3531544129 0 -16668.9370960175 -16671.2444487962 21887.2209574395 21810.5186863671 2.30748110318373 -16671.2444487962 -38472.0778937172 0.0000301757781155784
2458710 0.906725901449752 2458710 0.906967262419229 -38469.5397104403 0 -79.0002691309817 -4.57924423646386 0 -0.000272707398549027 -21801.814830912 0 -16668.9370951189 -16671.2444479044 21886.9800450063 21807.9797758753 2.30748110318373 -16671.2444479044 -38469.5397104403 0.0000311457069516046
2458710 0.907635967586884 2458710 0.907877328570472 -38467.1110450465 0 -81.1988569179028 -4.57903454947549 0 -0.000272664071611382 -21799.3860313185 0 -16668.9370942535 -16671.2444470501 21886.7492711741 21805.5504142562 2.30748110318373 -16671.2444470501 -38467.1110450465 0.0000320793951173327
2458710 0.908526032575492 2458710 0.908767393572881 -38464.7383321958 0 -83.346543599883 -4.57882918936148 0 -0.000272621884640368 -21797.0131873968 0 -16668.9370934214 -16671.2444462146 21886.5235644431 21803.1770208432 2.30748110318373 -16671.2444462146 -38464.7383321958 0.0000329970556464475
2458710 0.909446099501397 2458710 0.909687460513051 -38462.2883912945 0 -85.563868231987 -4.578616573412 0 -0.000272578471976686 -21794.5631110976 0 -16668.937092556 -16671.244445351 21886.2902447223 21800.7263764903 2.30748110318373 -16671.244445351 -38462.2883912945 0.0000339504643084335
2458737 0.791688564256391 2458737 0.791930342082535 -29660.5112811403 0 26.3457688138246 -4.63718867285971 0 -0.000135360762858033 -12992.3247451194 0 -16668.9089286978 -16671.2162814737 12971.1793028221 12997.5250716359 2.30748110318373 -16671.2162814737 -29660.5112811403 -0.0000100469819904443
2458737 0.792898616609419 2458737 0.793140394454326 -29657.0512054577 0 23.3652930946869 -4.63703223970965 0 -0.000135291791234329 -12988.8644784885 0 -16668.9089272666 -16671.2162800592 12970.6990567186 12994.0643498133 2.30748110318373 -16671.2162800592 -29657.0512054577 -0.00000890331527868911
2458737 0.794108669414158 2458737 0.794350447277826 -29653.5897671091 0 20.3834583068069 -4.63687400924255 0 -0.000135222947881636 -12985.4028490918 0 -16668.9089258687 -16671.2162786447 12970.2188050959 12990.6022634028 2.30748110318373 -16671.2162786447 -29653.5897671091 -0.00000776171554862475
2458737 0.795288720211175 2458737 0.79553049809314 -29650.2130058583 0 17.4744126819974 -4.63671797549628 0 -0.000135155938323444 -12982.0259014858 0 -16668.9089244708 -16671.2162772652 12969.7504556726 12987.2248683546 2.30748110318373 -16671.2162772652 -29650.2130058583 -0.00000665014567106528
2458737 0.796488772479062 2458737 0.796730550379634 -29646.7780164945 0 14.5150700729946 -4.63655768144295 0 -0.000135087924836703 -12978.5907224718 0 -16668.9089230729 -16671.2162758623 12969.2741626734 12983.7892327464 2.30748110318373 -16671.2162758623 -29646.7780164945 -0.00000552121429706683
2458737 0.797678823758386 2458737 0.79792060167741 -29643.3708303606 0 11.5795701737622 -4.63639698798583 0 -0.000135020612787859 -12975.1833482853 0 -16668.908921675 -16671.2162744711 12968.8018338156 12980.3814039894 2.30748110318373 -16671.2162744711 -29643.3708303606 -0.00000440289999458232
2458737 0.798868875489862 2458737 0.799110653427338 -29639.9629883725 0 8.64341821837425 -4.63623476348085 0 -0.00013495343808121 -12971.7753182112 0 -16668.9089203103 -16671.2162730798 12968.3294996139 12976.9729178323 2.30748110318373 -16671.2162730798 -29639.9629883725 -0.00000328552575094337
