bbat sat ut1 clkchain clock0 clock1 clock2 clock3 clock4 bat Ttt tt tt2tb roemer shapiro tropo shapiroJ shapiroS shapiroV shapiroU shapiroN posTel1 posTel2 posTel3 tt2tb telSSB1 telSSB2 telSSB3 geoSSB1 geoSSB2 geoSSB3 velPulsar1 velPulsar2 velPulsar3 zenith1 zenith2 zenith3 posPulsar1 posPulsar2 posPulsar3 elevation freq
41999.004854315458292 41999 0 10->TAI->TT(TAI) 12 32.183999999999997499 0 0 0 41999.004854315458292 41999.000511388888889 44.183999999999997499 -0.0013216387461785694332 375.23017174821956132 -5.4716102704260275404e-06 1.0503784250672806381e-08 -1.7919518983782343088e-08 -6.5051758118227063521e-09 1.2997725676933024277e-11 -2.6645385143953940295e-10 -1.278577111552841031e-09 0.017489 -0.005846 -0.010589 -0.0013216387461785694332 310.79917775 352.34738494 152.81244194 310.78168829356707192 352.3532308630176999 152.82303125096802887 0.000468 -0.000700 0.000398 1840.768244 -615.277798 -1122.055294 0.864080 0.421839 -0.274623 46.983577846846507953 545000000
42000.004803041275355 42000 0 10->TAI->TT(TAI) 12 32.183999999999997499 0 0 0 42000.004803041275355 42000.000511388888889 44.183999999999997499 -0.0013037311130433735205 370.80006448608492065 -5.420067240897334589e-06 1.0363562641959063037e-08 -1.7961237277548894466e-08 -6.5030543566411249487e-09 1.2840300993836679171e-11 -2.6682932028503663514e-10 -1.2792151892500000233e-09 0.017587 -0.005545 -0.010589 -0.0013037311130433735205 303.95808229 357.23651807 154.93272863 303.94049486348575329 357.24206274205209866 154.94331770648412316 0.000468 -0.000700 0.000398 1851.079242 -583.571978 -1122.030288 0.864080 0.421839 -0.274623 47.824789330878537896 545000000
42001.00475045504481 42001 0 10->TAI->TT(TAI) 12 32.183999999999997499 0 0 0 42001.00475045504481 42001.000511388888889 44.183999999999997499 -0.0012853713230692122207 366.25659586027899195 -5.3669795423635534623e-06 1.0229444118857436036e-08 -1.800299272491587959e-08 -6.5010570772672501371e-09 1.2695488249879903976e-11 -2.6719904306231670049e-10 -1.279850390635785454e-09 0.017680 -0.005242 -0.010589 -0.0012853713230692122207 297.02363124 362.01765526 157.00616973 297.00595103761656901 362.02289704930586822 157.01675857851483897 0.000468 -0.000700 0.000398 1860.843404 -551.693627 -1122.006484 0.864080 0.421839 -0.274623 48.66440388741133205 545000000
42009.004284225977109 42009 0 10->TAI->TT(TAI) 12 32.183999999999997499 0 0 0 42009.004284225977109 42009.000511388888889 44.183999999999997499 -0.0011225098756703474814 325.97424202992289111 -4.8851960638976245862e-06 9.3453459259717835062e-09 -1.833729578514707115e-08 -6.4896416181174917302e-09 1.1982611708620461687e-11 -2.699294940307926229e-10 -1.2848100676087829079e-09 0.018232 -0.002770 -0.010587 -0.0011225098756703474814 238.42316667 396.18761250 171.82257108 238.40493429778385348 396.19038298662292163 171.83315856362517593 0.000468 -0.000700 0.000398 1918.958738 -291.590675 -1121.862210 0.864080 0.421839 -0.274623 55.303355816414700996 545000000
42010.00422049920623 42010 0 10->TAI->TT(TAI) 12 32.183999999999997499 0 0 0 42010.00422049920623 42010.000511388888889 44.183999999999997499 -0.0011003325466914398202 320.4682269159972634 -4.8176612207847954944e-06 9.2552449141308764262e-09 -1.837897819534274981e-08 -6.4887939432930581937e-09 1.1948474719860271843e-11 -2.7023984481414722123e-10 -1.2854124341283838661e-09 0.018277 -0.002457 -0.010587 -0.0011003325466914398202 230.74001204 399.92586733 173.44317633 230.72173470832953512 399.92832424418276105 173.4537636992317573 0.000468 -0.000700 0.000398 1923.690692 -258.587412 -1121.850816 0.864080 0.421839 -0.274623 56.120297438467353857 545000000
42011.0041556233401 42011 0 10->TAI->TT(TAI) 12 32.183999999999997499 0 0 0 42011.0041556233401 42011.000511388888889 44.183999999999997499 -0.0010778091916065599305 314.86292962798745521 -4.7484655050622002321e-06 9.1690913003499555346e-09 -1.8420606411988358637e-08 -6.4880762236912834643e-09 1.1926446755876879224e-11 -2.7054277269416728281e-10 -1.2860103712580959915e-09 0.018317 -0.002143 -0.010587 -0.0010778091916065599305 222.98510793 403.54094693 175.01032304 222.96679104612275069 403.54308954231885309 175.02091031732271631 0.000468 -0.000700 0.000398 1927.854185 -225.507656 -1121.840951 0.864080 0.421839 -0.274623 56.933485645125394115 545000000
42019.00359780299377 42019 0 10->TAI->TT(TAI) 12 32.183999999999997499 0 0 0 42019.00359780299377 42019.000511388888889 44.183999999999997499 -0.00088733887377005923013 266.66706184842598759 -4.1339472645973766141e-06 8.6061899608712489306e-09 -1.8750627010910717918e-08 -6.4870098308837239759e-09 1.218400948915935986e-11 -2.7268113436631691247e-10 -1.2906168261865906474e-09 0.018438 0.000387 -0.010587 -0.00088733887377005923013 158.66688529 427.89027811 185.56537200 158.64844741016560192 427.88989136215786857 185.57595900772295749 0.000468 -0.000700 0.000398 1940.588206 40.704692 -1121.812428 0.864080 0.421839 -0.274623 63.256972471198508856 545000000
42020.003523559828004 42020 0 10->TAI->TT(TAI) 12 32.183999999999997499 0 0 0 42020.003523559828004 42020.000511388888889 44.183999999999997499 -0.00086247517518637736595 260.25242754712536453 -4.0493687732524825734e-06 8.5499625184291920508e-09 -1.8791379314936763742e-08 -6.4874572026309238198e-09 1.2270189964147739966e-11 -2.7291070148929087912e-10 -1.2911684282357712343e-09 0.018429 0.000703 -0.010587 -0.00086247517518637736595 150.38096222 430.34810025 186.63093281 150.36253372337415612 430.34739686119002045 186.64151984304984921 0.000468 -0.000700 0.000398 1939.601355 74.030568 -1121.814887 0.864080 0.421839 -0.274623 64.017037831486646837 545000000
42021.003448390548922 42021 0 10->TAI->TT(TAI) 12 32.183999999999997499 0 0 0 42021.003448390548922 42021.000511388888889 44.183999999999997499 -0.00083741488146192718731 253.75777686035314673 -3.9630317842140698933e-06 8.4965688395499053415e-09 -1.8831994579879659856e-08 -6.4880320810069614342e-09 1.2368306354519024756e-11 -2.7313144781992192785e-10 -1.2917142201928464685e-09 0.018414 0.001020 -0.010587 -0.00083741488146192718731 142.04900474 432.67311414 187.63898448 142.03059106141301982 432.67209432501641686 187.64957154463019151 0.000468 -0.000700 0.000398 1938.041418 107.334639 -1121.818755 0.864080 0.421839 -0.274623 64.768146746827682136 545000000
42029.002816499825041 42029 0 10->TAI->TT(TAI) 12 32.183999999999997499 0 0 0 42029.002816499825041 42029.000511388888889 44.183999999999997499 -0.0006298548228484146267 199.16221151189455441 -3.207550536982620619e-06 8.1632309568764732404e-09 -1.9151185634143964444e-08 -6.4971347891315194143e-09 1.3578227476642422186e-11 -2.7456533834997199914e-10 -1.2958577148853535588e-09 0.018100 0.003533 -0.010588 -0.0006298548228484146267 74.03899418 446.42718831 193.60417854 74.020894264102949478 446.4236557441270179 193.61476643343721094 0.000468 -0.000700 0.000398 1905.018505 371.799423 -1121.905641 0.864080 0.421839 -0.274623 70.328058735267475754 545000000
