Code;Name;Elong.rad;PhiGd.rad;height.m;x.m;y.m;z.m;PhiGc.rad;rho.m;CosPhiGc;SinPhiGc
431;Mt. Tarana Observatory, Bathurst;2,61376669054316;-0,583544284491938;886,990433566558;-4603579,31819442;2683888,31767233;-3494774,2502;-0,580460343101938;6372569,81919432;0,83548;-0,54793
432;Boambee;2,67178876526231;-0,529518174828795;13,7010317107553;-4912471,97317886;2494156,37697059;-3202885,05124;-0,526594834946497;6372728,58134626;0,86379;-0,502166
433;Bagnall Beach Observatory;2,65478192796503;-0,571394183091861;-15,7061625930264;-4746342,47611794;2512231,75183169;-3429589,6594;-0,568342956407244;6371903,99389195;0,84197;-0,53771
434;S. Benedetto Po;0,190600426293293;0,786305907647093;-15,839269872394;4431754,44226776;855073,975362461;4491422,4066;0,782947465674498;6367454,2930759;0,70765;0,70419
435;G. Colombo Astronomical Observatory, Padua;0,207582479915198;0,792453718913417;49,8318166683124;4389445,92467653;924489,271322685;4519039,7528;0,789095501736357;6367388,4933964;0,7033;0,70852
436;Osservatorio di Livergnano;0,197843542689069;0,773669787806284;509,66536731984;4481290,56380122;898346,142901059;4434593,1792;0,770312826149458;6368249,96169954;0,71658;0,69528
437;Haverford;-1,31428354130004;0,698323398366245;143,328563680823;1241152,83046743;-4731968,9604283;4079011,8742;0,695017775910566;6369484,15971802;0,767;0,63953
438;Smith College Observatory, Northampton;-1,26777051673439;0,738576084014081;328,32007980794;1409563,22260375;-4508370,31070679;4271950,6092;0,735233601870902;6368817,26417267;0,74059;0,66978
439;ROTSE-III, Los Alamos;-1,86307090866312;0,626035752878277;2131,97423456395;-1491436,61151694;-4956723,86945831;3717690,2432;0,622850895768704;6372967,55276656;0,81156;0,58288
440;Elginfield Observatory;-1,41922844389321;0,753843043494409;354,645805865187;703248,305299412;-4604239,5437591;4343321,9958;0,750492207061952;6368518,34529991;0,73025;0,68097
441;Swilken Brae, St. Andrews;-0,0493980538191965;0,983275086454878;9,95695672849264;3539308,15495598;-174977,282518595;5285373,2738;0,980172238588906;6363370,9548112;0,55559;0,82867
442;Gualba Observatory;-0,0439438999067143;0,727939619278068;383,677803912359;4764331,45373491;-209498,173512678;4221690,866;0,724604836744206;6369098,63746989;0,7477;0,6619
443;Obs. Astronomico Plomer, Buenos Aires;-1,02161800567937;-0,604464515707262;22,151522451825;2742347,12939426;-4481140,68721085;-3604478,2582;-0,601327336365763;6371291,32519539;0,8237;-0,56513
444;Star Cruiser Observatory;-2,03715877490329;0,584399019027716;1342,71951235717;-2394870,49424444;-4757408,02625746;3499557,8552;0,581313034571924;6373008,78662453;0,83507;0,54868
445;Observatorio dOntinyent;-0,0101229096615676;0,677502946059513;271,425880905494;4975969,86508738;-50373,014064378;3976770,29;0,674224914122366;6370048,31050992;0,7802;0,6235
446;Kingsnake Observatory, Seguin;-1,70751494842062;0,516077991654695;141,807147508298;-756713,863644858;-5500297,9239174;3128987,9212;0,513200120949836;6373104,30907088;0,87049;0,49058
447;Centennial Observatory;-1,82900731765195;0,691520772807628;1760,48856150316;-1256581,03604079;-4757851,19718294;4046802,2672;0,688224353327462;6371244,18810703;0,77154;0,63448
448;Desert Moon Observatory, Las Cruces;-1,8626136323991;0,565269986934301;1316,08853277448;-1551319,52990813;-5164299,87290333;3397507,6152;0,562236785457342;6373354,17629412;0,84543;0,53268
449;Griffin Hunter Observatory, Bethune;-1,40236681798969;0,60010821827566;104,301147516919;883336,802736291;-5194861,57053822;3581708,2984;0,596981629955139;6371460,19205571;0,82617;0,56156
450;Carla Jane Observatory, Charlotte;-1,407889039743;0,613507758745534;219,9828460179;846774,43869648;-5151828,25262182;3651740,2756;0,610349533724362;6371308,21221052;0,81857;0,57254
451;West Skies Observatory, Mulvane;-1,6972122698461;0,65435689387386;363,131281154355;-638875,214126408;-5026805,01466867;3861070,8304;0,651116160753998;6370619,91897876;0,79447;0,60536
452;Big Cypress Observatory, Fort Lauderdale;-1,41186140912054;0,456903705625036;-53,9359125308019;906483,204164122;-5655381,78181007;2796814,39;0,454249810045342;6373948,98234775;0,898;0,4385
453;Edwards Raven Observatory;-2,0571654841189;0,610597088987708;712,732593998052;-2445531,6605478;-4625264,9504309;3636879,2094;0,607445800795362;6371859,3321096;0,8203;0,57021
454;Maryland Space Grant Consortium Observatory;-1,33732747247997;0,686469567446999;96,9681114307759;1142918,80857145;-4806109,99221226;4020938,9095;0,683178893407802;6369686,52087055;0,774542;0,630425
455;CBA Concord;-2,12993698728081;0,663050138618005;4,42923723642717;-2669857,2293131;-4266630,70047068;3904569,7452;0,659794414303224;6370081,63638784;0,78912;0,61218
456;Daventry Observatory;-0,0204587494918773;0,911979786931521;141,64453166238;3912042,47130099;-80046,6653558241;5020170,2126;0,90872575231687;6364950,33204295;0,61348;0,78709
457;Partizanske;0,320098620803516;0,848727305755513;213,697076863826;4009124,29514632;1329020,13358842;4763513,859;0,845394487235276;6366351,89212008;0,66221;0,74685
458;Guadarrama Observatory;-0,0701517639546616;0,709427494567651;886,921459481444;4834954,64602272;-339738,094286795;4133353,627;0,70610991620369;6369993,76825758;0,75992;0,64805
459;Smith River Observatory, Danbury;-1,25459153555258;0,759930974691107;287,12659347593;1440056,46887852;-4401383,5433849;4371449,5932;0,756577636023321;6368320,91492151;0,72607;0,68538
460;Area 52 Observatory, Nashville;-1,64064265813046;0,593102324222764;163,497363425846;-369500,376858446;-5281584,64248972;3544906,4306;0,589993228035173;6371658,21948973;0,8301;0,55579
461;NA;0,347221037379508;0,836327645339813;935,441540063625;4027504,70915467;1457483,19250604;4711468,2366;0,832985983372689;6367337,30716313;0,67153;0,73869
462;Mount Belleview Observatory;-1,34243395680545;0,679303973462039;84,2793197099691;1124870,792523;-4839889,79257606;3985572,1232;0,676023239398528;6369823,59672403;0,77905;0,62488
463;Sommers-Bausch Observatory, Boulder;-1,83717720388053;0,698201911517179;1659,55877860026;-1288223,68296644;-4721090,78095928;4079394,5626;0,69489721978449;6371002,93649161;0,76726;0,63959
464;Toby Point Observatory, Narragansett;-1,24788772589567;0,722753263149783;18,595866747536;1520169,17462005;-4542964,19801921;4196752,3386;0,71942257679221;6368843,55401307;0,75109;0,65799
465;Takapuna;3,05048821196494;-0,642342702040268;18,2028088883124;-5091894,97202845;465181,967380902;-3799968,2492;-0,63912386651649;6370521,74973707;0,80166;-0,59578
466;Mount Molehill Observatory, Auckland;3,05168550783181;-0,64476219862198;-83,0575905511132;-5083173,80909949;458249,035144487;-3812214,278;-0,641538717191505;6370370,93528414;0,8002;-0,5977
467;Auckland Observatory;3,05042712544112;-0,64416432855167;91,8727463200599;-5085006,76039693;464865,898371347;-3809280,3336;-0,640942063991384;6370558,11657839;0,80058;-0,59724
468;Astronomical Observatory, Campo Catino;0,232645407973836;0,7299157030208;1524,743304993;4633136,21340308;1097754,61128393;4231832,1086;0,726579978917052;6370197,74841567;0,74652;0,66349
469;Courroux;0,128840205382221;0,826522559068595;586,441953674523;4293154,08395024;556211,933898734;4669117,387;0,823174878133206;6367197,25448613;0,67873;0,73205
470;Ceccano;0,232609803257095;0,725538236116351;178,806053739585;4650230,38560897;1101629,96462401;4210133,67632;0,722205286857728;6368944,71562457;0,749268;0,660088
471;Houstrup;0,143795931742561;0,97357250919849;-2,59910116205455;3557871,69580638;515163,101975883;5250803,755;0,970445274056089;6363551,21759695;0,56364;0,82325
472;Merlette;0,110310044713798;0,780067137787131;1830,95004928201;4515218,95656198;500104,125778105;4464570,4372;0,776709995558059;6369434,47654791;0,71225;0,69998
473;Remanzacco;0,232418689704002;0,804358799439245;111,468093914993;4312333,82518927;1020712,61040953;4571991,07108;0,801002426600698;6367195,58416073;0,694793;0,716822
474;Mount John Observatory, Lake Tekapo;2,97517481128043;-0,767724693975017;1030,10534375335;-4533678,51675644;761528,159053813;-4407798,61306;-0,764369314161389;6368897,44332757;0,720773;-0,691079
475;Turin (before 1913);0,134329265879744;0,786603340418649;256,763303914753;4471692,73685878;604318,427413008;4492953,1602;0,78324503973271;6367720,53362407;0,70747;0,70443
476;Grange Observatory, Bussoleno;0,124624188041104;0,787879533084593;497,244680609108;4471803,09427883;560198,017323073;4498859,31784;0,784521362035679;6367933,72251394;0,706594;0,705356
477;Galleywood;0,00847531884768446;0,902381160802888;58,527271259897;3960874,02311265;33570,4740658114;4982411,6238;0,899111727431881;6365066,81761275;0,62103;0,78117
478;Lamalou-les-Bains;0,0539236925696168;0,760766690119673;153,832226127094;4620487,21405236;249395,506734875;4375212,6958;0,757412981416417;6368169,78004594;0,72548;0,68597
479;Sollies-Pont;0,105601146391917;0,753870028875161;78,4896402625633;4631373,67367589;490904,517995617;4343258,2144;0,750519035105289;6368241,61507395;0,7302;0,68096
480;Cockfield;0,0134966311056721;0,910476775781213;65,9751779599875;3920030,47078359;52910,417930019;5014238,5424;0,907220218377563;6364905,85667118;0,61466;0,78616
481;Moorwarfen;0,13840460968315;0,933718553717983;-1495,09825016836;3765020,29975629;524449,203708715;5102512;0,930502905476335;6362865,19855573;0,596;0,8
482;St. Andrews;-0,0491240371266326;0,983261223806201;-7,77478179781272;3539419,67323464;-174010,578386905;5285309,4924;0,980158331620311;6363353,49757692;0,5556;0,82866
483;Carter Observatory, Black Birch Station;3,03344507181922;-0,728658396928928;1387,04838035202;-4738791,23959902;514496,210804774;-4225772,8756;-0,72532357387029;6370086,74662987;0,74734;-0,66254
484;Happy Valley, Wellington;3,05012692880978;-0,721510503694081;22,4844761632539;-4775740,50189199;438038,789278843;-4190820,6684;-0,718180899879536;6368873,77775797;0,75191;-0,65706
485;Carter Observatory, Wellington;3,0502316485649;-0,720545864205461;146,992733041309;-4779914,84793914;437916,909441494;-4186292,189;-0,717217178325972;6369018,72071407;0,75256;-0,65635
486;Palmerston North;3,06252923847445;-0,702274169263443;4652,22921287225;-4864034,80430294;385370,52444897;-4101144,02;-0,698966309939279;6373909,89043351;0,765;-0,643
487;Macnairston Observatory;-0,0795102194038544;0,967599011778947;108,789125889082;3615025,79335663;-288038,73156968;5229373,2046;0,964457408362423;6363782,04454761;0,56858;0,81989
488;Newcastle-upon-Tyne;-0,0285116986605794;0,959954550834348;116,162431672489;3665047,36606986;-104525,051008812;5201564,5142;0,956795150212696;6363943,04478039;0,57486;0,81553
489;Hemingford Abbots;-0,00226892802759273;0,913708137154809;-1038,20396489029;3903411,63252978;-8856,57525426821;5025974,32;0,910456392708734;6363734,64855296;0,612;0,788
490;Wimborne Minster;-0,0349065850398864;0,887299673790725;2197,4709835987;4034903,16777778;-140901,92344349;4923924,08;0,884009659329861;6367521,12450184;0,633;0,772
491;Centro Astron~A^3mico de Yebes;-0,0541052068118247;0,707295557909032;938,939513689401;4848636,21238936;-262592,750725274;4123084,8216;0,70398024965436;6370090,77791952;0,76131;0,64644
492;Mickleover;-0,0267035375555127;0,923518651814576;7348,30402714943;3857398,97630898;-103030,689265553;5070621,3;0,920288325668248;6371918,27893091;0,605;0,795
493;Calar Alto;-0,0444325920972715;0,649673129797434;2176,0954730451;5081737,54093933;-225943,480909514;3838492,2148;0,646441699807367;6372529,27609107;0,79753;0,60182
494;Stakenbridge;-0,0377671796839059;0,914777012682349;72,0407064261428;3895921,71096137;-147207,97246305;5031013,0506;0,911527644059748;6364822,73754771;0,61126;0,78879
495;Altrincham;-0,0407975948641444;0,931592464578373;109,712904274253;3810042,6446551;-155526,874385941;5095725,65904;0,92837352192005;6364513,61495482;0,597857;0,798936
496;Bishopstoke;-0,0229336263712059;0,889468962054349;-0,485492228950923;4024185,65936042;-92305,3536319927;4930940,034;0,886180746617946;6365277,69372359;0,6311;0,7731
497;Loudwater;-0,0123134724057457;0,900739632282722;122,445185323611;3968962,30999666;-48874,1780356251;4975969,7024;0,897467726365366;6365164,9611503;0,622323;0,78016
498;Earls Barton;-0,012948597720545;0,912145652897312;48,9886234661559;3911640,43977854;-50653,0894504728;5020744,2452;0,908891846854686;6364854,2356672;0,61334;0,78718
499;Cheam;-0,0036515778610229;0,896572695005329;83,2432823768828;3989997,46341747;-14569,8511612435;4959399,29468;0,893294567927014;6365212,75392372;0,625578;0,777562
500;Geocentric;0;1,5707963267949;-6356752,31424518;0;0;0;0;0;0;0
501;Herstmonceux;0,00606501915068029;0,88783903119288;56,4876499748811;4033270,20983512;24462,1610056929;4924434,3312;0,88454863409758;6365368,83967973;0,63237;0,77208
502;Colchester;0,0147991703264355;0,906102328452761;102,317131377768;3941966,77834445;58342,0971094629;4997113,2365;0,902838727757753;6365033,1169814;0,618111;0,783475
503;Cambridge;0,00165457213089062;0,911311216627466;55,262330492691;3916172,59951933;6479,59595578986;5017491,3938;0,908056029226777;6364877,82296305;0,614;0,78667
504;Le Creusot;0,0766967486496388;0,817207112930885;452,354713442139;4359552,51464729;335020,668748213;4628616,198;0,813855010472517;6367261,96138057;0,68553;0,7257
505;Simon Stevin;0,0796550817317692;0,900001327961693;110,104684485934;3960346,04093286;316130,579581192;4973035,758;0,896728300386584;6365168,02273322;0,6229;0,7797
506;Bendestorf;0,173834793498635;0,930320610931562;-9251,24288398799;3756644,01826285;659693,856665588;5083377,58;0,927094495402943;6355178,82402368;0,598;0,797
507;Nyenheim;0,091106186954104;0,906684701205629;-6652,07548672055;3918991,46370921;358035,522756643;4994083,62;0,903418560289242;6358266,64522129;0,617;0,783
508;Zeist;0,0923279174305;0,906684701205629;-6652,07548672055;3918551,11611559;362823,205667073;4994083,62;0,903418560289242;6358266,64522129;0,617;0,783
509;La Seyne sur Mer;0,102494460323367;0,752225278077072;56,3090801878171;4639982,43552547;477244,83773906;4335604,4464;0,74887502368646;6368254,51381906;0,73132;0,67976
510;Siegen;0,140073144448057;0,888552060808495;389,331942989824;3990556,80776388;562654,514173608;4927559,6198;0,885262798662176;6365686,73003896;0,63185;0,77257
511;Haute Provence;0,0997577840562399;0,766755822857559;636,924823154479;4578314,53846551;458243,610584894;4403085,1676;0,763400493935188;6368524,96367139;0,7214;0,69034
512;Leiden (before 1860);0,0783530661097814;0,910328495678534;-7,36079881584483;3909059,10324604;306915,094905175;5013600,7284;0,907071657278172;6364835,59975938;0,61477;0,78606
513;Lyons;0,0835227313541886;0,797524448562562;269,340050557528;4447290,86758277;372316,048002572;4541809,7126;0,794166886089699;6367499,56937203;0,69971;0,71209
514;Mundenheim (1907-1913);0,147270882283282;0,863174854105121;118,540857220803;4109115,59125465;609566,367005031;4823787,282;0,859855319454043;6365950,50562449;0,6513;0,7563
515;Volkssternwarte Dhaun, near Kirn;0,130822899412487;0,869434106956367;366,479377367126;4088611,41242723;537956,482453317;4849810,0932;0,866121340447345;6366066,1635698;0,64656;0,76038
516;Hamburg (before 1909);0,174065351492824;0,934642633855683;26,510362566618;3740152,9658334;657686,858977635;5107238,20174;0,931429556916664;6364367,8603312;0,595399;0,800741
517;Geneva (from 1967);0,107089912243868;0,808275073121613;475,432509014369;4388451,92337058;471763,74643614;4589518,1998;0,804919904203786;6367475,8438868;0,69201;0,71957
518;Marine Observatory, Hamburg;0,174056450313639;0,934583181149369;60,7302179245147;3740479,19007902;657709,899709679;5107040,4794;0,931370005187677;6364403,29817498;0,59545;0,80071
519;Meschede;0,144630199125014;0,896088593388324;329,426185855321;3950902,54962986;575437,744267698;4957664,4406;0,892809887490569;6365469,05261421;0,62598;0,77729
520;Bonn;0,12385903569703;0,885385356352796;54,7569304651333;4014471,66234793;499786,960659001;4914548,2142;0,882091695897078;6365418,59452587;0,63427;0,77053
521;Remeis Observatory, Bamberg;0,190030401759591;0,870649572119393;290,475948072622;4043752,20913134;777821,252970223;4854746,77356;0,867338115580652;6365964,50397094;0,645624;0,761154
522;Strasbourg;0,135571940307163;0,847947560773852;171,72542603154;4188577,89684558;571358,404383429;4760197,2262;0,844614079813364;6366326,48051646;0,66279;0,74633
523;Frankfurt;0,150991924248533;0,87470043559337;159,037360315212;4051392,95046417;616419,243562791;4871240,6436;0,871393549899936;6365747,63329224;0,64251;0,76374
524;Mannheim;0,14766358136498;0,86367428505733;-85,0086559910728;4106352,40623936;610804,605853261;4825700,724;0,860355154903689;6365736,39325204;0,6509;0,7566
525;Marburg;0,153050889167111;0,886833989220439;280,690816492491;3991246,01557796;615678,612219865;4920562,80022;0,883542362130558;6365614,12444399;0,633171;0,771473
526;Kiel;0,177110776504629;0,948428438416826;78,067065189626;3668197,9726159;656556,79812838;5159022,3204;0,945243581320893;6364138,15829429;0,58426;0,80886
527;Altona;0,173539832855048;0,93453701393235;198,914138548325;3741132,59225213;655832,480872754;5106976,698;0,93132381745674;6364542,42736222;0,5955;0,8007
528;G~APttingen;0,173531106208788;0,899366904554899;145,234129523234;3916415,82833806;686524,964036285;4970548,2834;0,896092942375134;6365216,39100452;0,6234;0,77931
529;Christiania;0,1871499103621;1,04566417047489;23,3816560183729;3149615,01807272;596429,817974132;5495596,7682;1,04274569186126;6362184,1476405;0,50259;0,86163
530;L~A 1/4 beck;0,18657220637969;0,939978431813478;34,3526013013189;3704691,29080817;699325,640188578;5127386,746;0,936775981858678;6364266,55273579;0,5911;0,8039
531;Collegio Romano, Rome;0,217811854661136;0,731265639440591;59,6728941778851;4642246,14047292;1027435,73378839;4237253,5276;0,727928126377916;6368704,01831955;0,74545;0,66434
532;Munich;0,20260480088851;0,840307695146969;517,297821313784;4176761,50408608;858004,173258556;4728115,182;0,836968549783795;6366834,45658856;0,66853;0,7413
533;Padua;0,207196762150507;0,792382896055545;46,6657394017654;4390114,27611253;922861,720051251;4518720,8458;0,789024672127061;6367386,84186303;0,70335;0,70847
534;Leipzig (since 1861);0,216268983602373;0,895963585495692;150,151869051219;3900078,59679255;856867,083690052;4957026,6266;0,892684605546042;6365292,39211305;0,62606;0,77719
535;Palermo;0,233137590822899;0,665180497468786;79,6166199014616;4888886,12973166;1160892,45903521;3915285,0204;0,661921332209261;6370112,68988987;0,78782;0,61386
536;Berlin-Babelsberg;0,228746342424881;0,914669055188714;118,96650621757;3797705,34967752;884186,934741453;5030630,3622;0,911419527176353;6364871,89970271;0,61135;0,78873
537;Urania Observatory, Berlin;0,233249291895026;0,916751987324049;130,953994363554;3783446,46380532;898846,286284731;5038730,6;0,913506029698829;6364840,7560775;0,6097;0,79
538;Pola;0,241660033560387;0,783012293306259;44,7602155719917;4396767,18121214;1083701,39599819;4476625,1218;0,779653990289893;6367585,32275803;0,70998;0,70187
539;Kremsm~A 1/4 nster;0,246642948574831;0,838742155589174;383,379082924776;4142052,22696477;1042840,51682674;4721354,3536;0,835401838464621;6366733,85078228;0,66968;0,74024
540;Linz;0,249150986709946;0,845480888478037;788,286198899426;4108641,35972962;1045393,45691806;4750247,3278;0,84214575789462;6366995,44352899;0,6647;0,74477
541;Prague;0,25124538181234;0,874002142292869;305,461713329419;3972753,36306761;1019682,33090191;4868498,0434;0,870694517447323;6365908,77552515;0,64306;0,76331
542;Falkensee;0,227545555899509;0,917471815411457;-170,922032671176;3784783,4369219;876388,707250139;5041281,856;0,914226948774638;6364523,9870888;0,6091;0,7904
543;Leipzig (before 1861);0,215876284520675;0,896016713117556;-39,1288664116202;3900040,98113541;855253,487198381;4957090,408;0,892737712862811;6365102,00193102;0,626;0,7772
544;Wilhelm Foerster Observatory, Berlin;0,233024318954444;0,915553960438356;68,0839285603441;3789506,81649973;899385,458461955;5034029,91082;0,912305913789109;6364802,68808242;0,610644;0,789263
545;Vienna (before 1879);0,285914602073955;0,841416548854169;186,827683749407;4085615,40620781;1201044,17753254;4732579,88;0,838078030212931;6366480,40006472;0,66767;0,742
546;Oppolzer Observatory, Vienna;0,285446853834421;0,841515496257909;222,210589400332;4085748,34173376;1199007,28704381;4733026,3498;0,838177068360988;6366513,67816527;0,6676;0,74207
547;Breslau;0,29733952735751;0,892135086759519;119,420213792069;3836051,32449154;1175456,61603699;4941719,0906;0,888850625439816;6365341,74971925;0,62904;0,77479
548;Berlin (1835-1913);0,23378685330464;0,916375677504729;41,8893903501284;3784762,07471127;901308,489075831;5037199,8464;0,913129026333785;6364759,48070507;0,60999;0,78976
549;Uppsala;0,307626497968764;1,04471981341169;54,4023065919843;3060087,35819582;972227,827326794;5492599,0424;1,04179821042727;6362232,77070179;0,50341;0,86116
550;Schwerin;0,199309619260745;0,935977898028971;-238,192411393895;3715489,40915417;750496,857450644;5112079,21;0,932767311551454;6364075,81129376;0,5943;0,8015
551;Hurbanovo, formerly OGyalla;0,317466664291509;0,835561687006674;101,509727496217;4071990,64150796;1337975,55494119;4707577,5712;0,83221908505481;6366519,68967456;0,67201;0,73808
552;Osservatorio S. Vittore, Bologna;0,197951753102693;0,776113322329342;301,092009716693;4470374,62658475;896661,061154928;4445563,58;0,772755850819719;6367989,15705944;0,71485;0,697
553;Chorz~A^3w;0,331504347465299;0,877896183989069;-203,556293297122;3859880,30611339;1328596,19086872;4883996,9236;0,87459292349273;6365317,72699895;0,64002;0,76574
554;Burgsolms Observatory, Wetzlar;0,146536098668192;0,882076914658148;195,113991548195;4018322,90330389;593080,48924613;4901281,683;0,878779053773949;6365628,44957608;0,63684;0,76845
555;NA;0,346034213488152;0,873611336469132;311,069146701734;3860209,48156292;1391762,84846468;4866903,5084;0,870303261115955;6365922,62189787;0,64336;0,76306
556;Reintal, near Munich;0,196524073774561;0,830596434407471;-6328,62364141169;4222373,77760778;840648,491909924;4681554,76;0,827247384559516;6360195,37244407;0,675;0,734
557;NA;0,258024240627086;0,871107742949848;549,745530060382;3979563,92991593;1050235,06252082;4856826,0472;0,867796935042755;6366214,10349954;0,6453;0,76148
558;Warsaw;0,367047977682164;0,911373489867486;150,991377311014;3655086,26306715;1405274,36983429;5017810,3008;0,908118454438206;6364972,25915321;0,61396;0,78672
559;Serra La Nave;0,261450321948751;0,656559649370011;-694,06440809673;4885979,10330901;1307366,34596706;3871530,98;0,653314532994384;6369517,30428918;0,793;0,607
560;Madonna di Dossobuono;0,1907819405355;0,792509653775491;65,8853372262212;4404119,67677983;850571,252421113;4519301,25654;0,78915144912616;6367403,35067667;0,703262;0,708561
561;NA;0,347221037379508;0,836327645339813;935,441540063625;4027504,70915467;1457483,19250604;4711468,2366;0,832985983372689;6367337,30716313;0,67153;0,73869
562;Figl Observatory, Vienna;0,277919248770569;0,839219768678182;907,913406618171;4105575,60406253;1171332,48756754;4723778,0468;0,835880059278847;6367248,21822852;0,66938;0,74062
563;Seewalchen;0,237364778271229;0,836929456581121;138,534974150913;4159732,53861036;1006345,21188425;4713445,46;0,833587776472696;6366527,59223195;0,671;0,739
564;Herrsching;0,195302343298165;0,838268486753783;9616,94271109848;4198370,13026395;830538,215594928;4726201,74;0,834932680656611;6375977,44392459;0,671;0,741
565;Bassano Bresciano;0,176878647714113;0,790945127667456;34,3994171043398;4422476,10034364;790502,74254969;4512278,9244;0,787586808677776;6367405,32208165;0,70437;0,70746
566;Haleakala-NEAT/GEODSS;-2,72720960126429;0,361429293636982;3043,4073095424;-5466015,42787111;-2404238,9866262;2242298,8984;0,359214229388164;6378526,01408069;0,93623;0,35156
567;Chions;0,221861018525763;0,800117136333503;39,9345689065867;4341765,27467807;979390,737640741;4553162,8018;0,796759861918749;6367214,72993271;0,69783;0,71387
568;Mauna Kea;-2,71350178531913;0,346030969815003;4215,36209922923;-5464344,17724465;-2493447,76812477;2151027,715;0,34389481004148;6379910,60207367;0,94171;0,33725
569;Helsinki;0,435611492017509;1,04990757933094;13,6390725556264;2884946,79219219;1342741,92370571;5509118,425;1,04700332841838;6362095,54220395;0,49891;0,86375
570;Vilnius (since 1939);0,441550847462045;0,954382928491854;-52,4339544969318;3341059,48691698;1579240,24279726;5180963,122;0,951210936437438;6363886,94990038;0,5794;0,8123
571;Cavriana;0,185528499486997;0,791588882747351;825,176997827418;4413153,59729126;828291,13230234;4515723,12;0,788231017009286;6368182,32854855;0,704;0,708
572;Cologne;0,120253185462409;0,888852863332681;-5850,54167571639;3995541,81883334;482806,13699718;4923924,08;0,885560782399842;6359440,58369697;0,631;0,772
573;Eldagsen;0,168619749693676;0,910627752823297;-358,399724645051;3863779,9878778;657755,365714386;5014493,668;0,907371226488725;6364478,34957926;0,6145;0,7862
574;Gottolengo;0,179245314179818;0,791588882747351;825,176997827418;4418270,75784717;800546,303150614;4515723,12;0,788231017009286;6368182,32854855;0,704;0,708
575;La Chaux de Fonds;0,118822015475774;0,821865305051926;1014,49984868816;4320423,54960548;515791,150335075;4649281,3716;0,818515528612156;6367724,66671231;0,68219;0,72894
576;Burwash;0,00663225115757845;0,890113482613872;4057,85418940849;4024517,82563709;26692,0043738137;4936680,36;0,886828245758596;6369322,50469215;0,631;0,774
577;Metzerlen Observatory;0,130899693899575;0,828380965761951;6591,95827859243;4287383,25886723;564444,714144259;4681554,76;0,825037445623713;6373163,10905496;0,678;0,734
578;Linden Observatory;0,488517657633213;-0,457354461817993;1353,63603369849;5057613,12719043;2688048,42834573;-2800003,46;-0,45469930198403;6375348,95307487;0,898;-0,439
579;Novi Ligure;0,154461638801498;0,781673976260401;747,301978161231;4480867,79286117;697679,533162823;4471076,14;0,778316128825638;6368316,47751367;0,711;0,701
580;Graz;0,270414332986993;0,82147849519435;518,906712613595;4194399,19125113;1162705,30678576;4647240,3668;0,818128278356011;6367237,3312773;0,68242;0,72862
581;Sedgefield;0,397935069454707;-0,593333162189888;383,428910913409;4880210,96058832;2051451,7899361;-3546245,84;-0,5902235882355;6371873,58819961;0,83;-0,556
582;Orwell Park;0,0216560453587456;0,907732984708643;26,9690093332411;3933241,82020403;85191,7815510258;5003459,4858;0,904471948612599;6364923,85515237;0,61682;0,78447
583;Odessa-Mayaki;0,528340835175967;0,809785425709637;26,1144779787083;3805620,40612833;2221304,17729038;4595832,5584;0,80643046539182;6366994,25384047;0,69087;0,72056
584;Leningrad;0,528740515574674;1,04619210115153;-11,7243547475646;2765310,73140152;1615567,52091258;5497255,0846;1,04327536560671;6362139,20949492;0,50213;0,86189
585;Kyiv comet station;0,532755121920111;0,877865458656828;149,691241859284;3516721,97919497;2073543,53191908;4884143,62082;0,874562344159475;6365671,61943758;0,640079;0,765763
586;Pic du Midi;0,00248360352558793;0,749384202721513;2893,52648290081;4678861,51088383;11620,4608369557;4324315,1386;0,746036822320371;6371152,28911265;0,73358;0,67799
587;Sormano;0,16107957825921;0,800808482462538;1179,77962933264;4390904,145585;713466,371063186;4557047,08906;0,797451933247335;6368339,78759487;0,697459;0,714479
588;Eremo di Tizzano;0,196349540849362;0,77600807450334;983,883165823624;4472743,86727101;889684,071321723;4445563,58;0,772650978521312;6368674,19427281;0,715;0,697
589;Santa Lucia Stroncone;0,220674020101482;0,742103917607367;394,883882502276;4594309,41409082;1030628,81132851;4288572,04204;0,738759259817335;6368808,75037955;0,738223;0,672386
590;Metzerlen;0,130201562198777;0,828380965761951;6591,95827859243;4287776,27077425;561451,418669164;4681554,76;0,825037445623713;6373163,10905496;0,678;0,734
591;Resse Observatory;0,16800190313847;0,916425693362241;38,4151163801594;3835573,68999611;650515,414273187;5037391,1906;0,913179126455916;6364754,97114633;0,60995;0,78979
592;Solingen;0,122542010243475;0,893160687730966;151,929199657641;3976986,28834929;489802,063875401;4945845,74718;0,889877688408636;6365352,79103942;0,628245;0,775437
593;Monte Argentario;0,194953277447767;0,740553472472359;-1919,28927514432;4624157,35111528;913091,943081903;4279731,94;0,737208550322201;6366527,59223195;0,739;0,671
594;Monte Autore;0,230441057128567;0,732295297986319;1830,70623871358;4625920,00626826;1085280,83697327;4243312,7606;0,728957950097361;6370453,16941936;0,74497;0,66529
595;Farra dIsonzo;0,236069394900399;0,801380676124336;46,1932027122728;4321799,82165445;1039629,21763718;4558769,18686;0,798023637073411;6367193,9744036;0,696925;0,714749
